korean,english,alt,situation,note,category
이 이슈 핫픽스로 바로 처리해야 돼,This needs a hotfix right away.,We need to patch this ASAP.,긴급 수정,hotfix = 긴급 수정. patch = 패치하다,회사
팀장님 이거 보고드려도 될까요?,Do you have a moment? I'd like to give you an update.,Could I run something by you real quick?,상사에게 보고,run something by = 보고/의견 구하기,회사
피드백 감사합니다 반영해서 수정하겠습니다,Thank you for the feedback. I'll make the revisions accordingly.,Appreciate the input. I'll update it based on your suggestions.,피드백 수용,accordingly = 그에 맞게. input = 의견,회사
혹시 도움 필요하면 말해 내가 빠질게,Let me know if you need a hand. I'm happy to help.,If you need backup just holler.,도움 제안,need a hand = 도움이 필요하다. holler = 말하다,회사
이번 분기 실적이 기대 이상이네요,This quarter's results exceeded expectations.,We outperformed our targets this quarter.,실적 칭찬,exceed expectations = 기대를 넘다,회사
신입이 적응을 잘하고 있어서 다행이다,I'm glad the new hire is adjusting well.,It's great to see the newbie settling in nicely.,신입 적응,adjust / settle in = 적응하다,회사
솔직히 그 방법은 좀 비효율적인 것 같아요,To be honest I think that approach is a bit inefficient.,Honestly that doesn't seem like the most efficient way.,솔직한 의견,to be honest = 솔직히. inefficient = 비효율적,회사
좋은 아이디어인데 실행이 쉽지 않을 것 같아,"Great idea, but I think execution will be challenging.","I love the concept, but implementation might be tricky.",현실적 피드백,execution / implementation = 실행,회사
요즘 좀 지쳐 보여 괜찮아?,You look a bit worn out lately. Everything okay?,You seem tired these days. Is everything alright?,동료 안부,worn out = 지친,회사
점심 같이 먹을래? 새로 생긴 데 가보자,"Wanna grab lunch? Let's try that new place.",Up for lunch? There's a new spot I wanna check out.,점심 제안,grab lunch = 점심 먹다 (캐주얼),회사
주말 잘 보냈어? 뭐 했어?,How was your weekend? Do anything fun?,Good weekend? What'd you get up to?,스몰톡,get up to = ~을 하다 (캐주얼),회사
이거 좀 봐줄 수 있어? 내가 잘 모르는 부분이라서,Could you take a look at this? It's outside my expertise.,Mind helping me out? This isn't really my wheelhouse.,도움 요청,wheelhouse = 전문 분야. outside my expertise = 전문 밖,회사
그때 도와줘서 고마워 덕분에 잘 끝냈어,Thanks for your help back then. I couldn't have done it without you.,I really appreciate you stepping in. It made all the difference.,감사 표현,step in = 나서서 돕다. make all the difference = 큰 차이를 만들다,회사
이번 프레젠테이션 정말 잘했어 준비 많이 했지?,That was an amazing presentation. You clearly put a lot of work into it.,You killed it in the presentation. The prep really showed.,칭찬,kill it = 잘해내다. prep = 준비,회사
제가 실수한 부분이 있으면 말씀해주세요,Please let me know if I made any mistakes.,I'm open to feedback if anything needs fixing.,실수 확인,open to feedback = 피드백에 열려있는,회사
이번에 제가 맡아볼게요 경험 쌓고 싶어서요,I'd like to take this on. I want to build more experience.,Let me handle this one. I'm looking to grow in this area.,자발적 참여,take on = 맡다. build experience = 경험 쌓다,회사
그 업무는 내 선에서 처리하기 어려워서 도움이 필요해요,"That's beyond what I can handle alone, so I need some help.","I'm in over my head on this one. Could use some support.",도움 요청,in over my head = 감당이 안 되는,회사
오늘 발표 잘했어 긴장한 티 하나도 안 났어,Great presentation today. You didn't look nervous at all.,You nailed that presentation. Couldn't even tell you were stressed.,칭찬,nail it = 완벽하게 해내다,회사
팀장님 오늘 기분이 안 좋아 보여 조심해,The boss seems to be in a bad mood today. Watch out.,Heads up — the manager's not in the best mood.,상사 분위기,in a bad mood = 기분이 안 좋은,회사
새로 온 인턴 일 잘하더라,The new intern is doing a great job.,The new intern's really pulling their weight.,인턴 칭찬,pull one's weight = 제 몫을 하다,회사
저 먼저 가봐도 될까요? 약속이 있어서요,Would it be okay if I head out? I have a prior commitment.,Mind if I take off early? I've got something after work.,퇴근 요청,prior commitment = 선약. take off = 퇴근하다,회사
이번 건은 제가 책임지겠습니다,I'll take full responsibility for this.,This one's on me. I'll own it.,책임 표명,take responsibility = 책임지다. own it = 내 책임,회사
자기소개서를 너무 길게 쓴 것 같은데 줄여야 할까?,I think my cover letter is too long. Should I shorten it?,My cover letter might be too wordy. Should I trim it down?,자기소개서,cover letter = 자기소개서. trim down = 줄이다,회사
면접 때 긴장해서 말을 못 했어,I was so nervous during the interview that I froze up.,I blanked out in the interview because of nerves.,면접 긴장,freeze up / blank out = 긴장으로 말이 안 나오다,회사
이력서에 경력 위주로 정리해봐,Focus on your work experience when formatting your resume.,Highlight your professional experience on your CV.,이력서 작성,resume / CV = 이력서. highlight = 강조하다,회사
합격 통보 받았어! 다음 주부터 출근이야,I got the offer! I start next week.,They accepted me! My first day is next week.,합격 통보,get the offer = 합격하다. first day = 첫 출근,회사
면접관이 압박 질문을 엄청 했어,"The interviewer really grilled me.",They threw some tough questions at me in the interview.,압박 면접,grill = 캐묻다. throw tough questions = 어려운 질문을 던지다,회사
이 포지션에 지원하려고 하는데 조건이 어때?,I'm thinking of applying for this position. What are the terms?,I want to apply for this role. What's the package like?,지원 문의,terms / package = 조건 (급여 포함),회사
불합격 통보 받았어 다음 기회를 노려야지,I didn't get the job. I'll try again next time.,They passed on me. On to the next one.,불합격,pass on = 거절하다. on to the next one = 다음 기회로,회사
최종 면접까지 갔는데 떨어졌어,I made it to the final round but didn't get picked.,I got all the way to the last interview and they went with someone else.,최종 탈락,final round = 최종 면접. go with = 선택하다,회사
면접 때 뭐 입고 가야 해? 정장이야?,What should I wear to the interview? Business formal?,Do I need to suit up for the interview?,면접 복장,business formal = 정장. suit up = 정장 입다,회사
포트폴리오 준비했어? 면접 때 보여줄 거 있어야 해,Did you prepare your portfolio? You'll need something to show.,Got your portfolio ready? They'll want to see examples of your work.,포트폴리오,portfolio = 포트폴리오. examples of work = 작업 예시,회사
추천서 부탁해도 될까요?,Would you be willing to write a reference letter for me?,Could I ask you for a recommendation?,추천서 요청,reference letter / recommendation = 추천서,회사
면접에서 본인의 강점이 뭐냐고 물어보면 뭐라고 할 거야?,What are you going to say when they ask about your strengths?,How will you answer the strengths question?,면접 준비,strengths = 강점. 면접 단골 질문,회사
경력직으로 지원하는 건데 연봉 협상이 가능할까?,I'm applying as an experienced hire. Is the salary negotiable?,Since I'm coming in mid-career can we negotiate the pay?,연봉 협상,experienced hire = 경력직. negotiable = 협상 가능한,회사
레퍼런스 체크 연락 올 수도 있어 미리 알려줄게,You might get a reference check call. Just giving you a heads up.,They may reach out for a reference. Wanted to let you know in advance.,레퍼런스 체크,reference check = 평판 조회,회사
채용 공고 봤는데 우리 회사에 딱 맞는 사람 있어,I saw the job posting and I know someone who'd be perfect for it.,There's a great candidate I know who fits the job listing.,추천 채용,job posting / listing = 채용 공고,회사
기술 면접이 있대 코딩 테스트도 있나 봐,There's a technical interview. Apparently there's a coding test too.,They have a tech round with a coding challenge.,기술 면접,technical interview = 기술 면접. coding test = 코딩 테스트,회사
면접 결과 언제 나와?,When will I hear back about the interview?,When should I expect to get the results?,면접 결과,hear back = 연락 받다,회사
지원 동기가 뭔지 정리해놔,Make sure you have your motivation for applying clearly prepared.,Know your answer to 'Why do you want this job?' before you go in.,지원 동기,motivation for applying = 지원 동기,회사
레주메에 공백기가 있는데 어떻게 설명하지?,There's a gap in my resume. How should I explain it?,How do I address the employment gap on my CV?,이력서 공백,employment gap = 경력 공백기,회사
인턴 경험이라도 넣는 게 낫겠지?,I should at least include my internship experience right?,It's worth putting the internship on there even if it was short.,이력서 작성,internship = 인턴십. include = 포함하다,회사
면접 때 역질문 뭐 하면 좋을까?,What questions should I ask the interviewer?,Any good questions to ask at the end of the interview?,역질문 준비,역질문 = questions for the interviewer,회사
연봉 인상률이 기대 이하야,The salary increase was below my expectations.,The raise was disappointing to be honest.,연봉 인상,raise / salary increase = 연봉 인상,회사
연차가 몇 일 남았는지 확인해봐,Check how many PTO days you have left.,See how much leave you've still got.,연차 확인,PTO days / leave = 연차,회사
건강보험 혜택이 괜찮은 편이야?,Are the health insurance benefits decent?,How's the health coverage at your company?,건강보험,health insurance / coverage = 건강보험,회사
승진 기준이 뭔지 아는 사람?,Does anyone know what the promotion criteria are?,What does it take to get promoted here?,승진 기준,promotion criteria = 승진 기준,회사
보너스 언제 나와? 이번 달이야?,When do bonuses get paid out? Is it this month?,Are we getting bonuses this month?,보너스,bonus payout = 보너스 지급,회사
퇴직금은 얼마나 받을 수 있어?,How much severance will I get?,What's the severance package like?,퇴직금,severance / severance package = 퇴직금,회사
복지 포인트로 뭐 살 수 있어?,What can I buy with the welfare points?,What's covered under the benefits allowance?,복지 포인트,welfare points / benefits allowance = 복지 포인트,회사
육아휴직 신청하려면 어떻게 해야 해?,How do I apply for parental leave?,What's the process for requesting parental leave?,육아휴직,parental leave = 육아휴직,회사
야근 수당이 있긴 한 거야?,Do we even get overtime pay?,Is there actually an overtime allowance?,야근 수당,overtime pay = 야근 수당,회사
연봉 협상할 때 어떻게 말해야 해?,How should I approach salary negotiation?,What's the best way to negotiate my pay?,연봉 협상,salary negotiation = 연봉 협상,회사
인사고과 결과가 좀 아쉽다,My performance review results were a bit disappointing.,I was hoping for a better evaluation.,인사고과,performance review / evaluation = 인사고과,회사
4대 보험 가입되어 있는 거 맞죠?,I'm enrolled in the four major insurances right?,The statutory insurances are all covered right?,4대 보험,four major insurances = 4대 보험 (한국 특유),회사
반차 쓸 수 있어? 오전만 쉬고 싶어,Can I take a half day? I just need the morning off.,Is it okay to use a half-day leave for the morning?,반차,half day = 반차,회사
연말정산 서류 제출 기한이 언제야?,When's the deadline for year-end tax settlement documents?,What's the due date for submitting tax adjustment paperwork?,연말정산,year-end tax settlement = 연말정산,회사
수습 기간이 끝나면 정규직 전환되는 거야?,Do I become a full-time employee after the probation period?,Am I converted to permanent after probation ends?,수습 기간,probation period = 수습 기간. permanent = 정규직,회사
사이닝 보너스 있어?,Is there a signing bonus?,Do they offer a sign-on bonus?,사이닝 보너스,signing bonus / sign-on bonus = 입사 축하금,회사
스톡옵션 조건이 어떻게 돼?,What are the stock option terms?,How does the equity package work?,스톡옵션,stock options / equity = 주식 보상,회사
인사팀에 문의해봐야 할 것 같아,I think I need to check with HR.,You should reach out to the HR department about that.,인사팀 문의,HR = Human Resources = 인사팀,회사
임금 체불이면 신고할 수 있어,If wages are overdue you can file a complaint.,You can report unpaid wages to the labor board.,임금 체불,file a complaint = 신고하다. labor board = 노동위원회,회사
출장 일정 잡혔어 다음 주 부산이야,The business trip is set. I'm heading to Busan next week.,My trip is confirmed. I'll be in Busan next week.,출장 일정,business trip = 출장. confirmed = 확정,회사
출장 경비 정산 언제까지 해야 해?,When do I need to submit my travel expense report?,What's the deadline for filing my trip expenses?,경비 정산,expense report = 경비 정산서,회사
출장 가서 클라이언트 미팅 잘 마쳤어,I wrapped up the client meeting on my business trip successfully.,The client meeting on my trip went really well.,출장 보고,wrap up = 마무리하다,회사
교통비 영수증 꼭 챙겨,Make sure to keep your transportation receipts.,Don't forget to save your transit receipts for reimbursement.,영수증 보관,receipt = 영수증. reimbursement = 환급,회사
호텔 예약 했어? 출장 숙소 잡아야 해,Did you book the hotel? We need to arrange accommodation.,Have you sorted out lodging for the trip?,숙소 예약,book / arrange accommodation = 숙소 예약,회사
클라이언트가 저녁 대접하겠대 거절하기 좀 그렇지?,The client wants to treat us to dinner. It'd be rude to decline right?,The client offered dinner. We can't really say no can we?,접대,treat to dinner = 저녁 대접하다. decline = 거절,회사
출장 보고서 언제까지 내야 돼?,When is the trip report due?,What's the deadline for the business trip write-up?,출장 보고,trip report / write-up = 출장 보고서,회사
법인카드로 결제해도 돼?,Can I charge it to the company card?,Is it okay to use the corporate card for this?,법인카드,company card / corporate card = 법인카드,회사
출장비 한도가 얼마야?,What's the travel budget limit?,How much can I spend on the business trip?,출장비 한도,travel budget / spending limit = 출장비 한도,회사
비행기 표 예약해야 하는데 회사에서 해주나?,Do I need to book my own flight or does the company arrange it?,Does the company handle flight bookings or do I do it myself?,항공 예약,book a flight = 항공권 예약하다,회사
출장 중인데 긴급 건이 생겼어 전화해줘,I'm on a business trip and something urgent came up. Call me.,Something's come up while I'm traveling. Give me a ring.,출장 중 긴급,come up = 발생하다. give me a ring = 전화해줘,회사
외근 나갈 건데 오후에 복귀할게,I'm heading out for a field visit. I'll be back in the afternoon.,I've got an off-site meeting. I'll be back after lunch.,외근,field visit / off-site = 외근,회사
출장 다녀오니까 밀린 업무가 산더미야,"I just got back from my trip and the work has piled up.",Coming back from the business trip to a mountain of work.,출장 후,pile up = 쌓이다. mountain of work = 산더미 같은 업무,회사
현지 시간으로 몇 시에 미팅이야?,What time is the meeting in local time?,What's the meeting time in their time zone?,시차,local time / time zone = 현지 시간 / 시간대,회사
출장지에서 와이파이가 안 돼서 연락이 늦었어,I didn't have Wi-Fi at the trip location so my reply was delayed.,Sorry for the late response — couldn't get online during my trip.,출장 중 연락,couldn't get online = 인터넷 접속 불가,회사
클라이언트 선물 뭐 가져가면 좋을까?,What would be a good gift to bring for the client?,Any ideas for a client gift?,클라이언트 선물,client gift = 고객 선물,회사
오늘 재택이라 슬랙으로 연락해줘,I'm working from home today so reach me on Slack.,I'm remote today. Hit me up on Slack.,재택근무,WFH = Work From Home. hit me up = 연락해,회사
VPN 연결이 안 돼서 사내 시스템 접속이 안 돼,I can't connect to the VPN so I can't access the internal system.,The VPN's down on my end. I'm locked out of the system.,VPN 접속,VPN = Virtual Private Network. locked out = 접근 불가,회사
재택하면 집중이 더 잘 되는 것 같아,I feel like I focus better when I work from home.,I'm way more productive working remotely.,재택 장점,productive = 생산적인,회사
화상회의 배경 좀 바꿔 뒤에 지저분해,You might want to change your virtual background. It's a bit messy behind you.,Maybe blur your background or use a virtual one.,화상 배경,virtual background = 가상 배경. blur = 흐리게,회사
재택할 때 카메라 켜야 하는 게 좀 부담스러워,Having to keep my camera on during WFH is a bit much.,I find it stressful being on camera all day while remote.,카메라 부담,on camera = 카메라 켜진 상태,회사
공유 문서에 업데이트해놨으니까 확인해봐,I updated the shared doc. Take a look when you can.,Check the shared document. I made some changes.,문서 공유,shared doc = 공유 문서,회사
재택인데 급하게 출근해야 할 일이 생겼어,"I'm WFH today but something came up and I need to go in.",I was supposed to work from home but I have to head to the office.,긴급 출근,go in / head to the office = 출근하다,회사
원격으로 협업하는 게 생각보다 어렵네,Remote collaboration is harder than I thought.,Working together virtually isn't as easy as it seems.,원격 협업,remote collaboration = 원격 협업,회사
재택 장비 지원 받을 수 있어?,Can I get equipment support for my home office?,Does the company provide WFH equipment?,재택 장비,equipment support = 장비 지원,회사
시간대가 달라서 미팅 시간 맞추기 힘들어,It's hard to find a meeting time that works across time zones.,Scheduling across different time zones is a pain.,시차 문제,time zone = 시간대. across time zones = 시차 간,회사
재택근무 규정이 어떻게 돼? 주 몇 회 가능해?,What's the WFH policy? How many days a week can I work remotely?,How often can we work from home per week?,재택 규정,WFH policy = 재택근무 규정,회사
출근하는 날에는 핫데스크 써야 해,On office days we use hot desks.,When we're in the office it's hot-desking.,핫데스크,hot desk = 고정석 없이 자유석 사용,회사
재택하면서 운동도 하고 좋더라,Working from home lets me squeeze in exercise too.,One perk of WFH is I can work out during breaks.,재택 장점,squeeze in = 시간을 내다. perk = 장점,회사
오늘 하이브리드 근무라 오전은 집에서 오후는 회사에서 할게,"I'm doing hybrid today. Morning from home, afternoon at the office.",I'll work from home in the AM and come in for the PM.,하이브리드,hybrid = 재택 + 출근 혼합 근무,회사
재택 중인데 택배가 와서 잠깐만요,"I'm WFH and there's a delivery. Give me one sec.",Hold on a sec — someone's at the door. I'm working from home.,재택 중 상황,delivery = 택배. hold on = 잠깐만,회사
캘린더 공유해놔서 내 일정 확인할 수 있어,I shared my calendar so you can see my schedule.,My calendar's open. Feel free to check my availability.,일정 공유,shared calendar = 공유 캘린더. availability = 가용 시간,회사
재택인데 인터넷이 느려서 화상회의가 끊겨,My internet's slow at home so the video call keeps lagging.,The connection at home is terrible. The call keeps buffering.,인터넷 문제,lag = 지연되다. buffer = 버퍼링,회사
코워킹 스페이스 가서 일할까? 집에서 집중이 안 돼,Should I go to a coworking space? I can't focus at home.,I'm thinking of hitting a coworking space. Home's too distracting.,코워킹,coworking space = 공유 오피스,회사
비동기 소통이라 답장이 좀 늦을 수 있어,Since we're working asynchronously replies might be delayed.,We're async so don't expect instant responses.,비동기 소통,asynchronous = 비동기적. async = 줄임말,회사
올해 KPI 설정 다 했어?,Have you set your KPIs for this year?,Are your annual KPIs finalized?,KPI 설정,KPI = Key Performance Indicator = 핵심 성과 지표,회사
상반기 성과 리뷰가 다음 주래,The mid-year performance review is next week.,First-half evaluations are coming up next week.,성과 리뷰,mid-year review = 상반기 리뷰,회사
자기평가서 작성하는 게 제일 어려워,Writing the self-assessment is the hardest part.,Self-evaluations are always the toughest to write.,자기평가,self-assessment / self-evaluation = 자기평가,회사
목표 달성률이 어떻게 돼?,What's your goal achievement rate?,How close are you to hitting your targets?,목표 달성,achievement rate = 달성률. hit targets = 목표 달성,회사
피드백 면담 시간 잡아주세요,Could you schedule a feedback session?,Can we set up a time for my performance discussion?,피드백 면담,feedback session = 피드백 면담,회사
개선점을 좀 더 구체적으로 알려주세요,Could you be more specific about the areas for improvement?,Can you give me more detailed feedback on what I need to work on?,개선 요청,areas for improvement = 개선 영역,회사
이번 분기 목표를 좀 더 도전적으로 잡아보자,Let's set more ambitious goals for this quarter.,Let's push ourselves with more challenging targets this quarter.,목표 설정,ambitious / challenging = 도전적인,회사
팀 전체 성과가 좋아서 인센티브 나올 수도 있대,"The team performance was strong, so we might get incentives.",Word is we could get a bonus since the team did well.,인센티브,incentive = 인센티브/성과급,회사
360도 피드백 작성해야 하는데 솔직하게 써도 되는 거야?,I have to do a 360 feedback. Can I be completely honest?,Is the 360 review really anonymous? Can I write candidly?,360도 피드백,360 feedback = 동료 상호 평가. candidly = 솔직하게,회사
성과가 기대에 못 미쳤다는 피드백을 받았어,I got feedback that my performance fell short of expectations.,They told me I didn't meet the expected targets.,저조한 평가,fall short of = ~에 미치지 못하다,회사
다음 분기에는 리더십 역량을 키우고 싶어,I want to develop my leadership skills next quarter.,I'm looking to strengthen my leadership capabilities going forward.,역량 개발,leadership skills / capabilities = 리더십 역량,회사
OKR 작성하는 거 도와줄래?,Can you help me write my OKRs?,I need a hand drafting my OKRs.,OKR 작성,OKR = Objectives and Key Results,회사
평가 기준이 좀 모호한 것 같아,The evaluation criteria seem a bit vague to me.,I'm not clear on how we're being measured.,평가 기준,evaluation criteria = 평가 기준. vague = 모호한,회사
매출 목표는 달성했는데 고객 만족도가 좀 떨어졌어,"We hit our sales target, but customer satisfaction dipped.",Revenue goal was met but CSAT scores went down.,목표 분석,CSAT = Customer Satisfaction. dip = 하락하다,회사
개인 성장 목표도 넣어야 해?,Do I need to include personal development goals too?,Should I add professional growth objectives as well?,목표 설정,personal development / professional growth = 개인/전문 성장,회사
피드백을 건설적으로 주는 게 참 어렵다,Giving constructive feedback is really tough.,It's hard to deliver feedback without it sounding negative.,건설적 피드백,constructive feedback = 건설적 피드백,회사
성과 평가에 불만이 있으면 이의 제기 가능해?,Can I dispute my performance review if I disagree?,Is there an appeal process for performance evaluations?,이의 제기,dispute / appeal = 이의 제기하다,회사
핵심 성과 지표가 너무 많아서 집중이 안 돼,There are too many KPIs to focus on.,I can't prioritize when there are this many metrics.,KPI 과다,metrics = 지표. prioritize = 우선순위를 정하다,회사
이번 평가에서 승진 대상자에 포함됐어,I was included in the promotion list this evaluation cycle.,I made the cut for promotion this round.,승진 대상,make the cut = 선발되다. promotion list = 승진 대상자 목록,회사
사직서 제출하려고 하는데요,I'd like to submit my resignation.,I'm planning to put in my two weeks.,사직서 제출,resignation = 사직서. put in two weeks = 2주 전 통보,회사
퇴사 사유가 뭐냐고 물어보면 뭐라고 해?,What do I say when they ask why I'm leaving?,How should I answer the exit interview question about why?,퇴사 사유,exit interview = 퇴직 면담,회사
이직 고민 중인데 아직 결정 못 했어,I'm thinking about switching jobs but haven't decided yet.,I'm considering a move but I'm still on the fence.,이직 고민,on the fence = 결정을 못한,회사
퇴직금 정산 언제 되는지 알아?,Do you know when the severance gets processed?,When should I expect my severance payout?,퇴직금 정산,severance payout = 퇴직금 지급,회사
인수인계 기간이 한 달이래,The handover period is one month.,They want a month for the transition.,인수인계,handover / transition = 인수인계,회사
이직하면 연봉이 올라갈까?,Will I get a salary bump if I switch companies?,Do people usually get a raise when they move to a new job?,이직 연봉,salary bump / raise = 연봉 인상,회사
경력 관리 좀 해야 할 것 같아,I need to start being more strategic about my career.,I should focus more on career development.,경력 관리,career development = 경력 개발,회사
퇴사 통보를 언제 해야 적절할까?,When's the right time to give notice?,How far in advance should I notify them about leaving?,퇴사 시기,give notice = 퇴사 통보하다,회사
이 회사에서 더 성장할 수 있을까?,Do you think there's still room for growth at this company?,Can I really advance my career here?,성장 가능성,room for growth = 성장 여지,회사
링크드인 프로필 업데이트해야겠다,I should update my LinkedIn profile.,Time to refresh my LinkedIn.,프로필 업데이트,LinkedIn = 비즈니스 SNS,회사
직장 생활이 너무 지치는데 번아웃인가?,I'm so exhausted from work. Am I burning out?,I'm completely drained. I think I might be burned out.,번아웃,burn out / burned out = 번아웃,회사
헤드헌터한테 연락 왔어,I got a call from a headhunter.,A recruiter reached out to me.,헤드헌팅,headhunter / recruiter = 헤드헌터/리크루터,회사
퇴사할 때 동료들한테 인사 메일 보내야지,"When I leave, I should send a farewell email to my colleagues.",I need to write a goodbye email to the team before I go.,퇴사 인사,farewell email = 퇴사 인사 메일,회사
비경쟁 조항이 있어서 바로 경쟁사로 갈 수 없어,There's a non-compete clause so I can't join a competitor right away.,I'm bound by a non-compete so going to a rival isn't an option yet.,비경쟁 조항,non-compete clause = 경업 금지 조항,회사
이직할 때 레퍼런스 체크 연락이 현 직장에 갈 수도 있어,A reference check for the new job might reach my current employer.,They could contact my current company for a background check.,레퍼런스,reference check = 평판 조회. background check = 신원 조사,회사
커리어 전환을 고민하고 있어 완전 다른 분야로,I'm thinking about a career change to a completely different field.,I'm considering pivoting to an entirely new industry.,커리어 전환,career change / pivot = 전환,회사
이 업계에서 10년이면 시니어급 아니야?,With 10 years in the industry shouldn't I be at a senior level?,Ten years of experience should put me at senior level right?,경력 수준,senior level = 시니어급,회사
회사 복지가 별로라 이직하려고,The benefits here are lacking so I'm looking to move on.,I'm job hunting because the perks at this company aren't great.,이직 사유,benefits / perks = 복지. move on = 이직하다,회사
퇴사 면담 때 솔직하게 말해도 되는 거야?,Should I be completely honest during the exit interview?,Can I speak freely in the exit interview?,퇴직 면담,exit interview = 퇴직 면담. speak freely = 솔직히 말하다,회사
이 메일 좀 급한데 바로 처리해줄 수 있어?,This email is kind of urgent. Can you handle it right away?,This needs immediate attention. Can you get on it now?,긴급 메일,immediate attention = 즉각적 관심,회사
메일에 첨부파일이 안 열려 다시 보내줄래?,The attachment won't open. Can you resend it?,I can't open the file you attached. Mind sending it again?,첨부파일 오류,attachment = 첨부파일,회사
다음 주 회의 참석자 명단 공유해줘,Can you share the attendee list for next week's meeting?,Who's on the invite list for the meeting next week?,참석자 확인,attendee list = 참석자 명단,회사
회의 시간 30분 앞당길 수 있나요?,Can we move the meeting up by 30 minutes?,Is it possible to bump the meeting up half an hour?,회의 시간 조정,move up / bump up = 앞당기다,회사
이 안건은 다수결로 결정하죠,Let's decide this by majority vote.,Let's go with the majority on this one.,다수결,majority vote = 다수결,회사
화상회의 중에 배경 소음이 너무 심해요,There's too much background noise during the video call.,The background noise is really distracting on the call.,화상회의 소음,background noise = 배경 소음,회사
회의 끝나고 액션 아이템 정리해서 보내줄게,"After the meeting, I'll compile the action items and send them out.",I'll wrap up the to-dos and share them after the call.,액션 아이템,compile = 정리하다. action items = 실행 과제,회사
프로젝트 킥오프 미팅 언제 하기로 했지?,When did we say the project kickoff meeting would be?,What date was the kickoff set for?,킥오프 미팅,kickoff meeting = 프로젝트 시작 회의,회사
이 작업 ETA가 어떻게 돼?,What's the ETA on this task?,When do you think you'll have this done?,예상 완료,ETA = Estimated Time of Arrival = 예상 완료 시간,회사
리소스가 부족해서 외부 인력이 필요해,We're short on resources so we need to bring in outside help.,We don't have enough bandwidth. We need external support.,리소스 부족,bandwidth = 여력/리소스. external = 외부,회사
마감 연장 요청해도 될까?,Can I request a deadline extension?,Would it be possible to push back the due date?,마감 연장,deadline extension = 마감 연장. push back = 미루다,회사
이거 어제까지였는데 왜 아직 안 됐어?,"This was due yesterday. Why isn't it done yet?",You missed the deadline on this. What happened?,마감 초과,due = 마감인. miss the deadline = 마감을 놓치다,회사
위클리 리포트 금요일까지 제출이에요,The weekly report is due by Friday.,Make sure the weekly report is submitted by end of day Friday.,주간 보고,weekly report = 주간 보고서. due by = ~까지,회사
상사한테 안 좋은 소식 전하기가 어렵다,It's hard to deliver bad news to your boss.,Breaking bad news to management is never easy.,나쁜 소식 전달,deliver / break bad news = 나쁜 소식을 전하다,회사
오늘 칼퇴하고 싶은데 눈치 보여,"I want to leave on time today, but I feel like people are watching.",I'd love to clock out at 6 but the office culture makes it awkward.,칼퇴,clock out = 퇴근하다. office culture = 사내 문화,회사
커피 한잔 하면서 얘기할까?,Wanna grab coffee and chat?,How about we talk over coffee?,커피챗,grab coffee = 커피 마시러 가다,회사
신입 교육 누가 담당해?,Who's in charge of onboarding the new hires?,Who handles new employee training?,신입 교육,onboarding = 신입 교육/적응 과정,회사
이 프로젝트 예산이 얼마나 돼?,What's the budget for this project?,How much funding do we have for this project?,예산 확인,budget / funding = 예산,회사
업무량 좀 줄여주실 수 있나요? 감당이 안 돼요,Could you lighten my workload a bit? I'm overwhelmed.,I'm stretched too thin. Can we redistribute some of my tasks?,업무 과다,overwhelmed = 감당 안 되는. stretched thin = 한계,회사
그 건은 위에 보고 드린 후에 진행하겠습니다,"I'll proceed after reporting to management.",Let me run it up the chain before moving forward.,상위 보고,run it up the chain = 상부에 보고하다,회사
팀 회식 언제 할까? 다들 언제 돼?,When should we do the team dinner? When is everyone free?,Let's plan a team outing. What dates work for everyone?,팀 회식,team dinner / outing = 회식/팀 모임,회사
이번 달 야근이 너무 많아 워라밸이 엉망이야,I've been working way too much overtime this month. My work-life balance is shot.,Too many late nights this month. My WLB is completely off.,워라밸,work-life balance (WLB) = 일과 삶의 균형,회사
면접에서 5년 후 계획을 물어보면 뭐라고 해?,What do you say when they ask where you see yourself in five years?,How do you answer the 'five-year plan' question in an interview?,면접 질문,five-year plan = 5년 후 계획 (면접 단골),회사
이 포지션 경쟁률이 높다던데,I heard this position is really competitive.,The competition for this role is apparently fierce.,채용 경쟁,competitive / fierce = 경쟁이 치열한,회사
수습 기간 중에 해고될 수도 있어?,Can you get fired during the probation period?,Is it possible to be let go during probation?,수습 해고,let go = 해고되다. probation = 수습 기간,회사
연봉 테이블이 공개되어 있어?,Is the salary structure transparent?,Are the pay bands publicly available?,연봉 체계,salary structure / pay bands = 연봉 체계/급여 등급,회사
경조사비 회사에서 지원해줘?,Does the company cover condolence and celebration expenses?,Is there a company allowance for family events?,경조사비,condolence = 조의. celebration = 축하,회사
통근 시간이 너무 길어서 이사할까 고민 중이야,"My commute is so long, I'm thinking about moving closer.",The commute is killing me. I might need to relocate.,통근,commute = 통근. relocate = 이사하다,회사
그 프로젝트 진척이 좀 더디네,Progress on that project is a bit slow.,That project isn't moving as fast as I'd like.,진행 더딤,progress is slow = 진척이 느린,회사
이 작업 자동화할 수 있을 것 같은데,I think we can automate this task.,This seems like something we could automate.,자동화 제안,automate = 자동화하다,회사
예산 초과할 것 같은데 어떡하지?,We might go over budget. What should we do?,It looks like we're going to exceed the budget.,예산 초과,go over budget / exceed budget = 예산 초과,회사
외부 업체랑 계약 조건 조율 중이야,I'm negotiating the contract terms with the vendor.,We're in talks with the vendor about contract details.,계약 조율,negotiate = 협상하다. vendor = 외부 업체,회사
