korean,english,alt,situation,note,category
아 그거 원래 그래 처음에는 다 어색해,That's totally normal. It's always awkward at first.,Don't worry about it. Everyone feels that way in the beginning.,안심시킬 때,That's totally normal = 그거 완전 정상이야,일상
뭐 하나 부탁해도 될까? 큰 건 아닌데,Can I ask you for a small favor? It's nothing major.,Hey would you mind doing me a quick favor?,부탁할 때,nothing major = 큰 건 아닌,일상
앱이 자꾸 튕겨서 삭제하고 다시 깔았어,The app keeps crashing so I deleted it and reinstalled.,It kept glitching out so I did a fresh install.,앱 오류,crash = 튕기다/멈추다 / glitch = 오류,일상
우리 언제 한번 제대로 모이자 오래됐다,We should all get together properly. It's been too long.,Let's plan a real hangout. We're way overdue.,모임 계획,get together = 모이다 / overdue = 한참 지난,사교
그건 확실히 장단점이 있어 잘 따져봐야 해,That definitely has its pros and cons. You should weigh it carefully.,There are upsides and downsides. Think it through before deciding.,장단점,pros and cons = 장단점 / think it through = 꼼꼼히 생각하다,일상
나 방금 뭐 하려고 했는지 까먹었어,I just totally blanked on what I was about to do.,Wait what was I doing? I completely lost my train of thought.,갑자기 잊었을 때,lose one's train of thought = 생각의 흐름을 잃다,일상
그 식당 예약 힘들어 최소 2주 전에 해야 돼,That restaurant is hard to get into. You need to book at least two weeks out.,Good luck getting a table there. It's always booked solid.,인기 식당,booked solid = 예약이 꽉 찬,식당
아 진짜 타이밍 좋다 딱 너 얘기하고 있었어,Perfect timing! We were just talking about you.,Speak of the devil! We literally just mentioned you.,딱 좋은 타이밍,speak of the devil = 호랑이도 제 말 하면 온다,일상
이 정도면 충분하지 않아? 더 뭘 바라는 거야,Isn't this enough? What more do you want?,I think this is more than sufficient. What else do you need?,충분하다고 할 때,more than sufficient = 충분하고도 남는,일상
솔직히 기대 안 했는데 생각보다 괜찮네,I honestly wasn't expecting much but it's actually pretty good.,I had low expectations but I'm pleasantly surprised.,예상 밖으로 좋을 때,pleasantly surprised = 좋은 쪽으로 놀란,일상
알겠어 그러면 그렇게 하자 더 이상 안 따질게,Fine let's just go with that. I won't argue anymore.,Alright you win. Let's do it your way.,양보할 때,go with that = 그걸로 하자 / you win = 네가 이겼어,일상
그거 내 버킷리스트에 있어 죽기 전에 꼭 해보고 싶어,That's on my bucket list. I want to do it before I die.,I've always dreamed of doing that. It's a must before I go.,꿈/목표,bucket list = 죽기 전에 하고 싶은 것 목록,일상
이거 진짜 중독성 있어 한 번 시작하면 멈출 수가 없어,This is seriously addictive. Once you start you can't stop.,I'm hooked. I literally can't put it down.,중독성,hooked = 빠진/중독된 / can't put it down = 손에서 놓을 수 없는,일상
됐어 이제 그만 얘기하자 우리 둘 다 지쳤잖아,Let's call it. We're both exhausted and going nowhere.,I think we've beaten this to death. Let's move on.,대화 마무리,beat to death = 질리도록 반복하다,일상

요즘 너무 바빠서 밥 먹을 시간도 없어,I've been so swamped lately I barely have time to eat.,I'm running on fumes with how busy things have been.,바쁠 때,swamped = 일에 파묻힌 / running on fumes = 기력이 다한,일상
그 사람 말 듣지 마 맨날 뒷담화만 해,Don't listen to that person. They're always talking behind people's backs.,Ignore them. All they do is gossip.,험담하는 사람 얘기,talk behind someone's back = 뒷담화하다,사교
너 요즘 뭐 하고 지내? 오랜만이다,What have you been up to? It's been forever!,Long time no see! How's life been treating you?,오랜만에 연락,How's life been treating you = 잘 지냈어?,인사
솔직히 나 그때 좀 서운했어,Honestly I was kind of hurt when that happened.,Not gonna lie that actually stung a little.,감정 표현,stung = 찔렸다/서운했다,감정
너무 예민하게 반응하지 마 별거 아니잖아,Don't be so sensitive about it. It's really not a big deal.,You're reading too much into it. Relax.,과민 반응에,read too much into = 지나치게 해석하다,일상
이거 유통기한 지났는데 먹어도 되나?,This is past the expiration date. Is it still safe to eat?,Can I still eat this? It expired like two days ago.,음식 유통기한,expiration date = 유통기한 / best before도 같은 의미,일상
좀 쉬어 번아웃 오기 전에,Take a break before you burn out.,You need to slow down before you hit a wall.,과로 걱정할 때,burn out = 지치다 / hit a wall = 한계에 부딪히다,건강
어제 밤새서 오늘 좀비 같아,I pulled an all-nighter and now I'm a walking zombie.,I didn't sleep at all last night. I'm dead on my feet.,밤샘 후,pull an all-nighter = 밤새다,일상
그 영화 봤어? 반전이 미쳤어,Have you seen that movie? The plot twist was insane.,Did you watch that film? I did NOT see that ending coming.,영화 감상,plot twist = 반전 / didn't see it coming = 예상 못했다,일상
나 원래 아침형 인간 아니야 일찍 일어나는 게 죽을 맛이야,I'm not a morning person at all. Waking up early kills me.,Early mornings are absolute torture for me.,아침 루틴,morning person ↔ night owl,일상
우리 진짜 잘 맞는 것 같아 코드가 맞다고 해야 하나,I think we really click. We're totally on the same wavelength.,We just vibe so well together. It's like we get each other.,잘 맞는 사이,click = 잘 맞다 / on the same wavelength = 파장이 같다,사교
호랑이도 제 말 하면 온다더니,Speak of the devil! We were just talking about you.,Well well well look who showed up. We were just mentioning you.,마침 얘기하던 사람 등장,speak of the devil = 호랑이도 제 말 하면 온다,일상
너 요즘 달라진 것 같아 무슨 일 있어?,You seem different lately. Is everything okay?,Something's off with you recently. What's going on?,변화 감지,something's off = 뭔가 이상하다,감정
잠깐만 화장실 좀 다녀올게,Give me a sec. I need to hit the restroom.,Hold on let me use the bathroom real quick.,자리 비울 때,hit the restroom = 화장실 가다 (캐주얼),일상
나 그거 진짜 관심 없어 제발 그만 얘기해,I literally could not care less. Please stop bringing it up.,I have zero interest in that. Can we change the subject?,관심 없을 때,could not care less = 진심으로 관심 없다,일상
이번 주말에 뭐 할 거야? 같이 뭐 하자,What are you doing this weekend? Let's hang out.,Got any plans this weekend? We should do something.,주말 계획,hang out = 놀다 / do something = 뭐 하다,사교
오늘 컨디션이 영 아니야 집에서 쉬고 싶어,I'm not feeling it today. I just want to stay home and rest.,I'm totally off today. I need a day in.,컨디션 안 좋을 때,not feeling it = 기분/컨디션 안 좋다,건강
그 식당 웨이팅이 엄청 길어 예약하고 가야 해,That restaurant has a crazy long wait. You need a reservation.,The wait at that place is insane. Book ahead or don't bother.,맛집 추천,book ahead = 미리 예약하다,식당
너 진짜 눈치 없다 분위기 좀 읽어,You're so oblivious. Read the room.,How can you be so clueless? Pick up on the vibe.,눈치 없는 사람에게,read the room = 분위기 파악하다,사교
이거 한번 써봐 인생템이야 진짜,You have to try this. It's a total game changer.,Seriously give this a try. It's life-changing.,제품 추천,game changer = 판도를 바꾸는 것,쇼핑
나 지금 멘탈 나갔어 아무것도 하기 싫어,I'm mentally checked out right now. I can't do anything.,My brain is fried. I have absolutely no motivation.,멘탈 붕괴,checked out = 정신적으로 이탈 / brain is fried = 머리 터짐,감정
주말에 넷플릭스나 보면서 쉬자,Let's just Netflix and chill this weekend.,How about we binge-watch something and take it easy?,주말 계획,binge-watch = 몰아보다,일상
거기 가려면 차 없으면 좀 힘들어,It's kind of hard to get there without a car.,That place is pretty inaccessible if you don't drive.,교통,inaccessible = 접근하기 어려운,여행
내가 뭐라 그랬어 그럴 줄 알았다니까,What did I tell you? I knew this would happen.,Called it! I told you so.,예측이 맞았을 때,I told you so = 내가 뭐랬어,일상
진짜 답답하다 말이 안 통하네,This is so frustrating. I feel like I'm talking to a wall.,I can't get through to them. It's like talking to a brick wall.,소통 안 될 때,talking to a wall/brick wall = 벽에 대고 말하는 느낌,감정
이 카페 분위기 진짜 좋다 인스타 감성이야,This cafe has such a vibe. It's totally Instagram-worthy.,The aesthetic here is amazing. Super Instagrammable.,카페 방문,Instagrammable/Instagram-worthy = 인스타 감성,일상
너한테 물어보려고 했는데 마침 잘 됐다,I was actually going to ask you about that. Perfect timing.,Great timing! I wanted to talk to you about that.,우연히 기회,perfect timing = 타이밍 좋다,일상
살짝 멀미 날 것 같아 창문 좀 열어줄래?,I'm feeling a little carsick. Can you crack the window?,I think I might get motion sickness. Can we open a window?,차 안에서,carsick = 차멀미 / crack the window = 창문 살짝 열다,여행
그래서 결론이 뭔데? 핵심만 말해,So what's the bottom line? Just give me the gist.,Cut to the chase. What's the point?,요점 요구,bottom line = 결론 / gist = 요지 / cut to the chase = 본론으로,직장
이 동네 치안이 별로라 밤에 혼자 다니지 마,This neighborhood isn't that safe. Don't walk alone at night.,The area's a bit sketchy. Stick to well-lit streets after dark.,안전 주의,sketchy = 수상한/위험한,여행
한국 음식 매운 거 잘 먹어? 매운 거 추천해줄까?,Can you handle spicy food? Want me to recommend something hot?,How's your spice tolerance? I know some fire dishes to try.,음식 추천,spice tolerance = 매운맛 내성 / fire = 엄청 매운,식당
나 어제 면접 봤는데 망한 것 같아,I had a job interview yesterday and I think I totally bombed it.,I went to an interview yesterday and it did not go well at all.,면접 후기,bomb = 망하다 (시험/면접에서),직장
너무 오래 기다렸어 다음에는 좀 일찍 와,I've been waiting forever. Try to be on time next time.,You kept me waiting way too long. Please don't be late again.,지각에 불만,kept me waiting = 기다리게 했다,일상
거기 주차 자리 있어? 주차하기 힘들면 대중교통 타자,Is there parking there? If it's hard to park let's just take public transit.,Any parking available? If not let's take the subway instead.,이동 수단,public transit = 대중교통,여행
이거 환불 가능한가요? 사이즈가 안 맞아서요,"Can I return this? It doesn't fit right.","I'd like a refund please. The size is wrong.",교환/환불,return = 반품 / refund = 환불 / exchange = 교환,쇼핑
그 사람 첫인상은 좀 차가운데 알고 보면 따뜻해,They come off as cold at first but they're actually really warm once you get to know them.,First impressions can be deceiving. They're a total sweetheart.,사람 평가,come off as = ~한 인상을 주다,사교
비행기 연착됐대 2시간 더 기다려야 해,The flight's been delayed. We have to wait two more hours.,Our plane is running two hours late. What a pain.,공항에서,delayed = 연착된 / running late = 늦어지는,여행
오늘 야근이야 먼저 가 나 늦을 것 같아,I have to work overtime today. Go ahead without me.,I'm stuck at the office tonight. Don't wait up for me.,야근 알림,work overtime = 야근하다 / don't wait up = 기다리지 마,직장
하루종일 회의만 했더니 머리가 터질 것 같아,I've been in meetings all day and my head is about to explode.,Back-to-back meetings all day. My brain is completely fried.,회의 과다,back-to-back = 연달아 / brain is fried = 머리 터짐,직장
요즘 물가가 미쳤어 장보러 가면 10만원이 금방이야,Prices are insane these days. You drop a hundred bucks at the grocery store without even trying.,Inflation is no joke. A simple grocery run costs a fortune now.,물가 상승,drop = (돈을) 쓰다 / cost a fortune = 엄청 비싸다,일상
와이파이 비번 뭐야? 데이터가 안 터져,What's the Wi-Fi password? I can't get any signal.,Can I get the Wi-Fi? My data isn't working here.,와이파이 요청,signal = 신호 / data = 모바일 데이터,일상
충전기 좀 빌려줄 수 있어? 배터리 1%야,Can I borrow your charger? My battery's at one percent.,I'm about to die. Do you have a charger I can use?,충전 요청,I'm about to die = 배터리 거의 다 됐어 (구어),일상
우리 사이에 비밀 없잖아 솔직하게 말해봐,We don't keep secrets from each other. Just be straight with me.,Come on we tell each other everything. Spill it.,솔직함 요구,be straight with me = 솔직하게 말해 / spill it = 다 말해,사교
이 앱 진짜 유용해 꼭 깔아봐,This app is super useful. You should definitely download it.,Seriously get this app. It's a lifesaver.,앱 추천,lifesaver = 구세주/엄청 유용한,일상
너 이거 알아? 나만 몰랐던 거야?,Did you know about this? Am I the only one who didn't know?,Wait everyone knew this except me?,뒤늦게 알았을 때,Am I the only one = 나만 그런 거야?,일상
월요일만 되면 우울해져 주말이 너무 짧아,Mondays always get me down. The weekend goes by way too fast.,I get the Monday blues every single week. Two days off is never enough.,월요병,Monday blues = 월요일 우울감,일상
그 드라마 스포하지 마 아직 안 봤어,Don't spoil it for me! I haven't watched it yet.,No spoilers please! I'm still catching up.,스포일러,spoil = 스포하다 / catch up = 따라잡다 (안 본 것 보다),일상
혹시 근처에 약국 어디 있는지 아세요?,Do you happen to know if there's a pharmacy nearby?,Excuse me is there a drugstore around here?,길 물을 때,pharmacy = drugstore = 약국,여행
나 알레르기 때문에 고생 중이야 환절기만 되면 이래,I'm suffering from allergies. It happens every time the season changes.,My allergies are acting up again. Seasonal change always gets me.,환절기 알레르기,act up = (증상이) 도지다/심해지다,건강
이거 맛없으면 어쩌려고? 새로운 거 시도하는 게 무서워,What if it tastes terrible? I'm scared to try new things.,I'm nervous about trying something different. What if I hate it?,새 음식 시도,scared to try = 시도가 무서운,식당
좀 급한데 빨리 해줄 수 있어요?,I'm in a bit of a rush. Can you speed it up?,This is kind of urgent. Is there any way to get it done faster?,급할 때,in a rush = 급한 / speed it up = 빨리 해주다,일상
진짜 손발이 오그라들어 너무 민망해,That's so cringe. I can't even watch.,I'm dying of secondhand embarrassment right now.,민망할 때,cringe = 오글거리는 / secondhand embarrassment = 대리 민망,감정
우리 여기서 사진 찍자 배경 진짜 예쁘다,Let's take a photo here. The background is gorgeous.,We have to get a picture here. This view is stunning.,사진 촬영,gorgeous/stunning = 아름다운,여행
에어컨 좀 세게 틀어줄래? 너무 더워서 죽겠어,Can you crank up the AC? I'm dying of heat.,Turn up the air conditioning please. I'm melting in here.,더울 때,crank up = 세게 틀다 / melting = 녹는 것 같은,일상
어제 술을 너무 많이 마셔서 숙취가 심해,I drank way too much last night and my hangover is killing me.,I'm so hungover from last night. Never drinking again.,숙취,hangover = 숙취 / killing me = 죽을 것 같다,건강
너 진짜 대단하다 나라면 절대 못 했을 거야,That's seriously impressive. I could never do that.,You're amazing. There's no way I could have pulled that off.,칭찬,pull that off = 해내다,일상
택시비가 이렇게 비싸? 그냥 지하철 탈걸,The taxi fare is that much? I should've just taken the subway.,That's highway robbery for a cab ride. Should've gone with the metro.,택시비 놀람,highway robbery = 바가지 / fare = 요금,여행
우리 언제 한번 모여서 고기 구워 먹자,We should all get together and have a barbecue sometime.,Let's plan a cookout with the whole gang soon.,모임 제안,get together = 모이다 / the whole gang = 다 같이,사교
지금 퇴근하고 있어 30분 뒤에 도착해,I just left work. I'll be there in about thirty minutes.,I'm heading home now. Give me half an hour.,퇴근 알림,heading home = 집으로 가는 중,직장
이거 포장해주실 수 있어요? 가져가려고요,"Can I get this to go, please?",Could you box this up? I'd like to take it with me.,남은 음식 포장,to go = 포장 / box up = 포장하다,식당
미안한데 지금 통화하기 좀 곤란해 나중에 다시 전화할게,Sorry but I can't talk right now. I'll call you back later.,Bad timing. Let me hit you back in a bit.,전화 받기 곤란,call you back = 다시 전화하다 / hit you back = 나중에 연락하다,일상
그 사람이랑은 사이가 좀 애매해 친구도 아니고 그렇다고 안 친한 것도 아니고,We're in this weird gray area. Not exactly friends but not strangers either.,It's complicated with them. We're somewhere between acquaintances and friends.,관계 설명,gray area = 애매한 영역,사교
거기 가본 적 있어? 후기 좀 알려줘,Have you been there before? Give me your honest review.,You've been right? How was it? Worth going?,후기 요청,honest review = 솔직한 후기,여행
나 요즘 운동 시작했어 살 좀 빼야 할 것 같아서,I started working out recently. I really need to lose some weight.,I've been hitting the gym lately. Trying to shed a few pounds.,운동 시작,hit the gym = 헬스장 가다 / shed pounds = 살 빼다,건강
이거 레시피 좀 알려줘 진짜 맛있다,Can you share the recipe? This is absolutely delicious.,This is so good! How do you make it?,요리 칭찬,share the recipe = 레시피 알려주다,식당
이게 말이 돼? 누가 봐도 이상하잖아,How does this even make sense? Anyone can see something's off.,This doesn't add up at all. It's obviously wrong.,불합리할 때,doesn't add up = 앞뒤가 안 맞다,일상
그때 그 선택을 안 했으면 어땠을까 가끔 생각나,I sometimes wonder what would've happened if I'd made a different choice back then.,I catch myself thinking about the road not taken from time to time.,후회/회상,the road not taken = 선택하지 않은 길 (시적 표현),감정
좀 깎아주세요 두 개 살 테니까,Can you give me a discount if I buy two?,I'll take two. Any chance you can knock the price down a bit?,할인 요청,knock down the price = 가격을 깎다,쇼핑
체크인이 몇 시부터예요? 일찍 도착했는데,What time is check-in? We arrived a little early.,We're here ahead of schedule. When can we check in?,호텔 체크인,ahead of schedule = 예정보다 일찍,여행
이거 다른 색상도 있나요? 파란색 있으면 보여주세요,Do you have this in other colors? I'd love to see it in blue.,Is this available in blue? Can I take a look?,쇼핑 색상,available in = ~로 있는/구할 수 있는,쇼핑
나 이번 달 카드값 보고 혼절할 뻔했어,I nearly passed out when I saw my credit card bill this month.,My credit card statement this month almost gave me a heart attack.,카드값 충격,passed out = 기절하다 / heart attack = 심장마비 (과장),일상
이 근처에 맛집 추천해줄 수 있어요?,Can you recommend any good restaurants around here?,Know any good spots to eat nearby?,맛집 추천,good spots = 맛집/좋은 곳,식당
무슨 말인지 알겠는데 동의는 안 해,I see your point but I don't agree.,I hear what you're saying but I'm not on board.,반대 의견,I see your point = 무슨 말인지 알겠어 / not on board = 동의 안 해,직장
프레젠테이션 준비 다 했어? 내일 발표잖아,Is your presentation ready? You're presenting tomorrow.,All set for your presentation tomorrow?,발표 준비,all set = 다 준비된,직장
나 점심에 뭐 먹을지 매일 고민이야 선택장애야,I can never decide what to eat for lunch. I'm so indecisive.,Picking what to eat for lunch is my daily struggle.,점심 고민,indecisive = 우유부단한 / daily struggle = 매일의 고민,일상
거짓말하지 마 눈 보면 다 알어,Don't lie to me. I can tell just by looking at your eyes.,You're a terrible liar. Your face gives it away.,거짓말 감지,gives it away = 티가 나다,일상
내 폰 어디 갔지? 방금까지 여기 있었는데,Where did my phone go? It was right here a second ago.,I just had my phone. Where the heck did it go?,물건 분실,where the heck = 도대체 어디에,일상
너 오늘 되게 신나 보인다 무슨 좋은 일 있어?,You look really excited today. Something good happen?,You're in a great mood. What's the occasion?,기분 좋아 보일 때,what's the occasion = 무슨 좋은 일이야,일상
거기 에어비앤비로 잡았어 호텔보다 훨씬 싸더라,I booked an Airbnb there. Way cheaper than a hotel.,We're staying at an Airbnb. It was a fraction of the hotel price.,숙소 예약,a fraction of = ~의 일부/훨씬 적은,여행
이거 세일 언제까지예요? 좀 더 생각해보고 살게요,When does this sale end? I want to think about it a little more.,How long is this promotion running? I might come back for it.,세일 기간,promotion = 프로모션/세일,쇼핑
머리가 지끈지끈해 두통약 좀 있어?,I have a splitting headache. Do you have any painkillers?,My head is pounding. Got any aspirin or something?,두통,splitting headache = 쪼개지는 듯한 두통 / pounding = 쿵쿵거리는,건강
너 코로나 걸린 거 아니야? 기침을 너무 심하게 하는데,Are you sure you don't have COVID? That cough sounds really bad.,That cough is serious. Maybe you should get tested.,건강 걱정,get tested = 검사받다,건강
이거 계약서 내용 좀 봐줘 뭔가 이상한 것 같아,Can you look over this contract for me? Something seems off.,Would you mind reviewing this agreement? I think there might be an issue.,계약 검토,look over = 검토하다 / something seems off = 뭔가 이상해,직장
너 이번에 진급했다며? 축하해!,I heard you got promoted! Congratulations!,So you moved up! That's awesome. Well deserved!,축하,got promoted = 진급했다 / well deserved = 당연한 결과,직장
택배 아직 안 왔어? 분명 오늘 도착인데,Has the package not arrived yet? It was supposed to come today.,My delivery was supposed to be here today. Still nothing.,택배 지연,supposed to = ~하기로 되어 있는,쇼핑
그 식당 예약 취소해줘 갑자기 일이 생겼어,Cancel the restaurant reservation please. Something came up.,Can you call off the dinner reservation? I got pulled into something.,예약 취소,something came up = 갑자기 일이 생겼다,식당
이번 여행에서 가장 좋았던 게 뭐야?,What was the best part of the trip for you?,What was the highlight of your vacation?,여행 후기,highlight = 하이라이트/가장 좋았던 부분,여행
너 피부 진짜 좋다 뭐 발라?,Your skin looks amazing. What's your secret?,You're literally glowing. What skincare do you use?,피부 칭찬,glowing = 빛나는 / skincare = 스킨케어,일상
아침에 커피 안 마시면 사람이 안 돼,I can't function without my morning coffee.,I'm not human until I've had my first cup of coffee.,커피 의존,can't function = 제 기능을 못 하다,일상
진짜 꿈만 같다 아직도 실감이 안 나,It feels like a dream. I still can't believe it's real.,This is so surreal. I keep pinching myself.,감동/놀라움,surreal = 비현실적인 / pinching myself = 꿈인지 확인,감정
프리랜서로 전환할까 고민 중이야,I'm thinking about going freelance.,I've been considering making the switch to freelancing.,이직 고민,go freelance = 프리랜서로 전환하다,직장
신발끈 풀렸어 잠깐만 묶을게,My shoelace is untied. Hold on let me tie it.,Hang on a sec. My shoe came undone.,잠깐 멈출 때,untied/came undone = 풀린,일상
그래 그 정도면 됐어 더 이상은 욕심이지,That's good enough. Anything more would be greedy.,I'm satisfied with that. No need to push it further.,만족 표현,good enough = 충분한 / push it = 무리하다,일상
와 여기 야경 미쳤다 사진으로는 안 담긴다,The night view here is breathtaking. Photos don't do it justice.,This view is insane at night. You have to see it in person.,야경 감탄,don't do it justice = 실물만큼 안 나오다,여행
이번 주 금요일까지 보고서 내야 하는데 아직 시작도 못 했어,I have a report due Friday and I haven't even started.,My report is due end of week and I'm nowhere near done.,마감 압박,due = 마감인 / nowhere near done = 완성까지 멀었다,직장
요즘 재택근무해서 출퇴근 안 하니까 너무 좋아,I've been working from home lately and not having a commute is the best.,Remote work is amazing. No commute is a game changer.,재택근무,work from home = 재택근무 / commute = 통근,직장
그건 네 생각이고 내 생각은 달라,That's your opinion and I respectfully disagree.,You're entitled to your view but I see it differently.,의견 차이,respectfully disagree = 정중히 반대하다,일상
나 이번에 자격증 시험 붙었어!,I passed my certification exam!,I got my certification! Finally!,시험 합격,pass = 합격하다 / certification = 자격증,직장
선크림 발랐어? 오늘 자외선 지수 높대,Did you put on sunscreen? The UV index is really high today.,Don't forget sunscreen. You'll burn in no time today.,자외선 주의,UV index = 자외선 지수 / burn = 타다 (피부가),건강
엘리베이터 고장 났어 계단으로 가야 해,The elevator is out of order. We have to take the stairs.,Elevator's broken. Looks like we're walking up.,엘리베이터 고장,out of order = 고장난,일상
이거 선물 포장 해주실 수 있나요?,Can you gift wrap this for me please?,Could I get this gift wrapped?,선물 포장,gift wrap = 선물 포장하다,쇼핑
지금 자리 비워도 돼? 잠깐 볼일 좀 보고 올게,Mind if I step out for a bit? I need to take care of something.,Is it okay if I duck out for a minute? I'll be right back.,자리 비우기,step out = 잠깐 나가다 / duck out = 슬쩍 빠지다,직장
너무 시끄러워서 집중이 안 돼 조용한 데로 옮기자,It's too noisy. I can't concentrate. Let's find somewhere quieter.,I can't focus with all this noise. Can we move somewhere else?,소음,concentrate/focus = 집중하다,직장
이 옷 세탁기 돌려도 돼? 손세탁해야 해?,Can I throw this in the washing machine or does it need to be hand washed?,Is this machine washable or hand wash only?,빨래,machine washable = 세탁기 가능 / hand wash = 손세탁,일상
요즘 잠을 못 자서 눈 밑에 다크서클 장난 아니야,I haven't been sleeping well and the dark circles under my eyes are no joke.,I've got crazy bags under my eyes from lack of sleep.,수면 부족,dark circles = 다크서클 / bags under eyes = 눈 밑 부기,건강
문 잠갔어? 아까 나올 때 확인했어?,Did you lock the door? Did you check when we left?,Wait did we lock up? I can't remember.,문 잠금 확인,lock up = 문 잠그다,일상
여기 팁 얼마나 줘야 해? 미국은 팁 문화가 달라서 헷갈려,How much should I tip here? Tipping culture in the US is so confusing.,What's the standard tip? I always get confused with American tipping.,팁 문화,tip = 팁 / standard = 기준/표준,여행
되게 오랜만에 책 읽었더니 기분이 새롭네,I read a book for the first time in ages and it felt so refreshing.,I finally picked up a book after forever and it was such a nice change.,독서,for the first time in ages = 정말 오랜만에,일상
나한테 왜 화를 내? 내가 뭘 잘못했는데?,Why are you mad at me? What did I even do?,What are you so upset about? I don't understand what I did wrong.,갈등,mad at = ~에게 화난,감정
그래서 우리 앞으로 어떻게 할 거야? 계획이 있어?,So what's our game plan going forward? Any ideas?,What's the plan from here? How do we move forward?,계획 논의,game plan = 전략/계획,직장
여기 무료 주차 되나요? 아니면 근처에 주차장 있어요?,Is parking free here? Or is there a parking lot nearby?,Do I need to pay for parking or is it complimentary?,주차 문의,complimentary = 무료의,여행
피곤한데 좀만 더 힘내자 거의 다 왔어,I'm tired too but let's push through. We're almost there.,Hang in there. We're so close to the finish line.,격려,push through = 힘내서 해내다 / hang in there = 버텨,일상
이거 사진이랑 실물이 너무 다른데 기대했는데 실망이야,This looks nothing like the photos. I'm so disappointed.,The product doesn't match the pictures at all. Total letdown.,기대 vs 현실,looks nothing like = 전혀 안 닮은 / letdown = 실망,쇼핑
나 길치라서 네비 없으면 진짜 길 못 찾아,I have zero sense of direction. I'm completely lost without GPS.,I'm so bad with directions. Without navigation I'd be wandering forever.,길치,sense of direction = 방향 감각 / GPS = 네비게이션,여행
이 프로젝트 마감이 다가오는데 아직 갈 길이 멀어,The deadline for this project is approaching and we still have a long way to go.,We're running out of time on this project and there's still so much to do.,마감 압박,approaching = 다가오는 / a long way to go = 갈 길이 먼,직장
오랜만에 부모님한테 전화 좀 해 걱정하실 거야,You should call your parents. It's been a while and they're probably worried.,Give your folks a ring. They'd love to hear from you.,부모님 연락,give a ring = 전화하다 / folks = 부모님 (구어),일상
솔직히 이건 좀 아닌 것 같아 다시 생각해보자,Honestly this doesn't feel right. Let's reconsider.,I don't think this is the way to go. Let's take a step back.,재고 요청,reconsider = 재고하다 / take a step back = 한 발 물러서서 생각하다,직장
지금 밖에 비 오고 있어 우산 챙겨,It's raining outside right now. Don't forget your umbrella.,Heads up it's pouring out there. Grab an umbrella.,날씨 알림,heads up = 주의해 / pouring = 폭우,일상
거기 몇 시에 문 닫아? 우리 시간 되겠어?,What time do they close? Will we make it in time?,When are they open until? Think we can get there before closing?,영업시간,make it in time = 시간 안에 도착하다,일상
나 지금 다이어트 중이라 탄수화물 줄이고 있어,I'm on a diet right now so I'm cutting back on carbs.,I'm trying to watch my carb intake these days.,다이어트,cut back on = 줄이다 / watch intake = 섭취를 조절하다,건강
이 사이즈 재고 있나요? 여기 있는 건 다 너무 큰데,Do you have this in a smaller size? Everything here is too big.,Is this available in small? These all run large.,사이즈 문의,run large = (옷이) 크게 나오다,쇼핑
그러게 내 말이 맞다니까 처음부터 내 말 들었으면 됐잖아,See I was right all along. You should've listened to me from the start.,If you'd taken my advice from the beginning we wouldn't be in this mess.,내 말이 맞았을 때,all along = 처음부터 계속 / in this mess = 이 난리,일상
이거 어디서 산 거야? 나도 하나 사고 싶어,Where did you get this? I want one too.,I love that! Where can I find one?,물건 구매 문의,where can I find one = 어디서 살 수 있어?,쇼핑
다 됐어? 빨리 가야 하는데 시간 없어,Are you done yet? We need to hurry. We're running out of time.,You ready? We gotta go like now. We're behind schedule.,서두를 때,running out of time = 시간이 없다 / behind schedule = 일정보다 늦는,일상
저 사람 말투가 좀 그래 은근 무례한 것 같아,That person's tone is a bit off. They're kind of rude without realizing it.,Their way of speaking is lowkey disrespectful.,사람 평가,lowkey = 은근히 / tone = 말투,사교
긴장돼 죽겠어 심장이 터질 것 같아,I'm so nervous I could die. My heart feels like it's going to burst.,My anxiety is through the roof right now.,긴장,through the roof = 천장을 뚫을 정도로 / burst = 터지다,감정
이번 달 카드 한도 초과했어 어떡하지,I maxed out my credit card this month. What do I do?,I went over my credit limit. This is bad.,재정 위기,max out = 한도 초과 / go over the limit = 한도를 넘다,일상
이제 그만 미루고 시작하자 더 미루면 진짜 큰일 나,Let's stop procrastinating and just start. If we keep putting it off we're screwed.,No more excuses. We need to get on this now or we're in trouble.,행동 촉구,procrastinate = 미루다 / screwed = 망한 (속어),일상
여기 반려동물 동반 입장 가능한가요?,Are pets allowed in here?,Is this place pet-friendly?,반려동물,pet-friendly = 반려동물 동반 가능한,여행
그 영상 봤어? 조회수가 천만이 넘었대,Did you see that video? It got over ten million views.,Have you watched that clip? It went totally viral.,바이럴 콘텐츠,go viral = 바이럴되다/입소문 타다,일상
미안한데 난 여기서 빠질게 다음에 또 불러줘,Sorry but I'm going to head out. Hit me up next time.,I gotta bounce. Let's do this again though.,모임 먼저 나갈 때,head out / bounce = 자리를 뜨다 / hit me up = 연락해,사교
이거 마일리지로 결제 가능한가요?,Can I pay for this with my points?,Is it possible to use my reward points for this?,포인트 결제,reward points = 마일리지/포인트,쇼핑
저번에 갔던 곳 이름이 뭐였지? 기억이 안 나,What was the name of that place we went to last time? I can't remember.,I totally blanked on the name of that spot we visited.,기억 못 할 때,blanked on = 기억이 안 나다,일상
