korean,english,alt,situation,note,category
의사 소통이 안 돼요 통역 좀 불러주세요,"I can't communicate. Can you get an interpreter?","I need a translator. I don't speak the language well enough.",통역 요청,interpreter = translator = 통역사,여행
여기서 제일 가까운 환전소 어디예요?,Where's the nearest currency exchange?,Is there a money changer around here?,환전,currency exchange = money changer = 환전소,여행
환율이 어떻게 돼요?,What's the exchange rate?,How much do I get for Korean won?,환율 확인,exchange rate = 환율,여행
"달러로 바꾸고 싶은데요, 수수료 얼마예요?","I'd like to exchange for dollars. What's the commission?","How much is the fee to convert to US dollars?",환전 수수료,commission = fee = 수수료,여행
유심카드 어디서 사요?,Where can I buy a SIM card?,Is there a place to get a local SIM?,유심 구매,SIM card = 유심카드,여행
포켓 와이파이 빌릴 수 있나요?,Can I rent a pocket Wi-Fi?,Do you have portable Wi-Fi for rent?,와이파이 대여,pocket Wi-Fi = portable Wi-Fi = 포켓 와이파이,여행
로밍 요금이 얼마예요?,How much does roaming cost?,What are the roaming charges?,로밍 확인,roaming = 로밍,여행
이 근처 맛집 추천해 주세요,Can you recommend a good restaurant nearby?,What's a good place to eat around here?,맛집 추천,good place to eat = 맛있는 식당,여행
현지인들이 자주 가는 곳이 어디예요?,Where do the locals usually go?,What's a popular spot among locals?,현지 추천,locals = 현지인들,여행
여기서 구글맵 잘 돼요?,Does Google Maps work well here?,Is Google Maps reliable in this area?,지도 확인,Google Maps = 구글맵,여행
이 길로 가면 해변 나와요?,Does this road lead to the beach?,Will I get to the beach if I go this way?,길 찾기,lead to = ~로 이어지다,여행
"여기서 오른쪽으로 가면 돼요, 아니면 왼쪽?",Do I go right or left from here?,Which way do I turn at this point?,방향 확인,right = 오른쪽 / left = 왼쪽,여행
이 동네 치안은 괜찮은 편이에요?,Is this neighborhood safe?,How's the safety situation around here?,안전 확인,neighborhood = 동네 / safe = 안전한,여행
밤에 혼자 돌아다녀도 괜찮아요?,Is it safe to walk around alone at night?,Should I avoid going out alone after dark?,야간 안전,after dark = 해가 진 후,여행
제일 가까운 ATM이 어디예요?,Where's the nearest ATM?,Is there a cash machine around here?,ATM 찾기,ATM = cash machine = 현금인출기,여행
관광 안내소가 어디예요?,Where's the tourist information center?,Is there a visitor center nearby?,관광 안내,tourist information center = 관광 안내소,여행
지도 좀 얻을 수 있나요?,Can I get a map?,Do you have any free maps?,지도 요청,map = 지도,여행
이 근처에 세탁소 있나요?,Is there a laundromat nearby?,Where can I get my clothes washed around here?,세탁소 찾기,laundromat = 세탁소 (셀프),여행
우체국 어디예요? 엽서 보내려고요,Where's the post office? I want to send a postcard.,Is there a post office near here? I need to mail something.,우체국 찾기,post office = 우체국 / postcard = 엽서,여행
짐 보관함 있어요?,Are there any lockers available?,Is there a luggage storage?,짐 보관,locker = 보관함 / luggage storage = 짐 보관소,여행
이 호텔에서 공항까지 셔틀 있나요?,Does the hotel have an airport shuttle?,Is there a shuttle service to the airport?,공항 셔틀,shuttle service = 셔틀 서비스,여행
데이터가 다 떨어졌어요 충전할 수 있나요?,I've run out of data. Can I top it up?,My data plan is used up. How do I add more?,데이터 충전,run out of = 다 쓰다 / top up = 충전하다,여행
여기 전압이 달라서 어댑터 필요한가요?,Is the voltage different here? Do I need an adapter?,Will I need a power adapter for my charger?,전압 확인,adapter = 어댑터 / voltage = 전압,여행
비자 없이 며칠까지 체류할 수 있어요?,How many days can I stay without a visa?,What's the visa-free stay limit?,무비자 체류,visa-free = 무비자,여행
입국 심사에서 뭐라고 해야 해요?,What should I say at immigration?,How do I answer the immigration officer's questions?,입국 심사,immigration = 입국 심사,여행
체류 목적이 뭐냐고 물어보면 뭐라고 해요?,What do I say when they ask the purpose of my visit?,How should I answer if they ask why I'm here?,입국 심사,purpose of visit = 방문 목적,여행
관광 목적으로 왔어요,I'm here on vacation.,I'm visiting as a tourist.,입국 심사,on vacation = 휴가로 / tourist = 관광객,여행
일주일 정도 체류할 예정이에요,I'm planning to stay for about a week.,I'll be here for around seven days.,체류 기간,plan to stay = 체류할 예정이다,여행
호텔 주소 보여드릴게요,Here's my hotel address.,Let me show you where I'm staying.,입국 심사,hotel address = 호텔 주소,여행
돌아가는 항공권 여기 있어요,Here's my return ticket.,I have my return flight booked already.,입국 심사,return ticket = 귀국 항공권,여행
세관 신고할 거 있나요?,Do you have anything to declare at customs?,Is there anything you need to declare?,세관 신고,declare = 신고하다 / customs = 세관,여행
신고할 거 없어요,I have nothing to declare.,Nothing to declare.,세관 신고,nothing to declare = 신고할 것 없음,여행
이건 개인 사용 목적이에요,This is for personal use.,These are my personal belongings.,세관 설명,personal use = 개인 사용,여행
면세 범위 초과한 것 같은데 세금 내야 하나요?,I think I'm over the duty-free limit. Do I need to pay tax?,Am I going to be charged duty on this?,면세 초과,duty = 관세,여행
환승 비자가 필요한가요?,Do I need a transit visa?,Is a transit visa required for my layover?,환승 비자,transit visa = 환승 비자,여행
환승 시간이 두 시간밖에 없어요 괜찮을까요?,I only have a two-hour layover. Will that be enough?,Is two hours enough time for my connection?,환승 시간,layover = connection = 환승,여행
입국 카드 작성해야 하나요?,Do I need to fill out an arrival card?,Is there an immigration form I need to complete?,입국 카드,arrival card = 입국 카드,여행
자동 입국 심사대 이용할 수 있나요?,Can I use the automated immigration gate?,Am I eligible for the e-passport lane?,자동 심사,automated immigration = 자동 입국 심사,여행
비자 연장하고 싶은데요,I'd like to extend my visa.,How do I apply for a visa extension?,비자 연장,visa extension = 비자 연장,여행
출국 심사는 어디서 해요?,Where do I go through departure immigration?,Where's the exit immigration checkpoint?,출국 심사,departure immigration = 출국 심사,여행
세관에서 가방 열어보라고 하면 어떡해요?,What if customs asks me to open my bag?,What should I do if they want to inspect my luggage?,세관 검사,inspect = 검사하다,여행
반입 금지 물품이 뭐가 있어요?,What items are prohibited?,What can't I bring into the country?,반입 금지,prohibited items = 반입 금지 물품,여행
출입국 도장 안 찍어줬어요,I didn't get a stamp in my passport.,The officer didn't stamp my passport.,출입국 도장,stamp = 도장 찍다,여행
이 비행기 와이파이 유료인가요?,Is the in-flight Wi-Fi free or paid?,Do I have to pay for Wi-Fi on this flight?,기내 와이파이,paid = 유료의 / free = 무료의,여행
기내식 안 먹으면 나중에 달라고 해도 되나요?,If I skip the meal now can I get it later?,Can I save my meal for later?,기내식 요청,skip = 건너뛰다,여행
"이 근처 유명한 관광지가 뭐예요? 하루면 다 볼 수 있어요?","What are the main attractions around here? Can I see them all in a day?","What are the must-sees nearby? Is one day enough?",관광 계획,must-see = 꼭 봐야 할 곳,여행
옆 좌석 비어 있으면 옮겨 앉아도 되나요?,If the seat next to me is empty can I move there?,Would it be okay to take the empty seat beside me?,기내 좌석,move to = 옮겨 앉다,여행
이 투어 취소하면 환불 가능해요?,If I cancel this tour can I get a refund?,What's the cancellation policy for this tour?,투어 취소,cancellation policy = 취소 정책,여행
공항 픽업 서비스 예약할 수 있나요?,Can I book an airport pickup?,Do you offer airport transfer service?,공항 픽업,airport pickup = airport transfer = 공항 픽업,여행
체크인 할 때 여권만 있으면 되나요?,Do I just need my passport to check in?,Is a passport enough for check-in or do I need anything else?,체크인 서류,passport = 여권,여행
자리 업그레이드 가능한가요? 비용이 얼마예요?,Can I upgrade my seat? How much would it cost?,Is there an upgrade available? What's the price?,좌석 업그레이드,upgrade = 업그레이드,여행
이 기차 자전거 가지고 탈 수 있어요?,Can I bring my bike on this train?,Are bicycles allowed on the train?,기차 이용,bring ~ on = ~을 가지고 타다,여행
서핑 레슨 예약할 수 있나요?,Can I book a surfing lesson?,Do you offer surf classes?,액티비티,surfing lesson = 서핑 레슨,여행
다이빙 자격증 없어도 할 수 있나요?,Can I dive without a certification?,Do I need a diving license?,다이빙,certification = license = 자격증,여행
캠핑장 예약 어떻게 해요?,How do I book a campsite?,Where can I reserve a camping spot?,캠핑,campsite = camping spot = 캠핑장,여행
트레킹 코스 추천해 주세요,Can you recommend a good hiking trail?,What trekking routes do you suggest?,트레킹,hiking trail = trekking route = 등산로,여행
이 호텔 조식 뷔페 맛있어요?,Is the hotel breakfast buffet any good?,How's the breakfast spread at this hotel?,호텔 조식,breakfast buffet = 조식 뷔페,여행
공항에서 환전하는 게 나아요 시내에서 하는 게 나아요?,Is it better to exchange money at the airport or in the city?,Should I change money here at the airport or wait until I'm downtown?,환전 시점,exchange money = change money = 환전하다,여행
면세점에서 온라인 주문하고 공항에서 받을 수 있나요?,Can I order online and pick it up at the airport duty-free?,Do you have an online pre-order for duty-free pickup?,면세점 주문,pre-order = 사전 주문,여행
이 항공사 수하물 규정이 어떻게 되나요?,What's the baggage policy for this airline?,How much luggage can I bring on this airline?,수하물 규정,baggage policy = 수하물 규정,여행
좌석 간격이 넓은 자리로 주세요,I'd like a seat with extra legroom.,Can I get a seat with more space?,좌석 요청,extra legroom = 넓은 좌석 간격,여행
탑승 그룹이 뭐예요?,What boarding group am I in?,When does my group board?,탑승 순서,boarding group = 탑승 그룹,여행
게이트 근처에 먹을 데 있어요?,Is there anywhere to eat near the gate?,Are there any food options by my gate?,공항 식사,food options = 먹을 수 있는 곳,여행
비행기 안에서 유아용 바시넷 요청할 수 있나요?,Can I request a bassinet on the flight?,Do you have baby bassinets available?,기내 유아,bassinet = 유아용 침대,여행
아기 음식 데워줄 수 있나요?,Can you heat up some baby food for me?,Would it be possible to warm this up for my baby?,기내 유아,heat up = warm up = 데우다,여행
좌석벨트 사인 켜져 있는데 화장실 가도 돼요?,The seatbelt sign is on. Can I still use the restroom?,Is it okay to go to the lavatory with the seatbelt sign on?,기내 안전,seatbelt sign = 좌석벨트 사인,여행
도착하면 시간대가 바뀌나요? 시계 맞춰야 하나요?,Do I need to adjust my watch when we land?,Does the time zone change at our destination?,시차 확인,time zone = 시간대 / adjust = 조정하다,여행
호텔 예약 확인서 보여드릴게요,Here's my hotel reservation confirmation.,Let me show you my booking confirmation.,호텔 체크인,reservation confirmation = 예약 확인서,여행
짐을 방까지 가져다 주시나요?,Will someone bring my luggage to the room?,Do you have a bellhop to help with my bags?,호텔 서비스,bellhop = porter = 짐 나르는 직원,여행
객실에 냉장고 있어요?,Is there a fridge in the room?,Does the room come with a refrigerator?,객실 시설,fridge = refrigerator = 냉장고,여행
커넥팅룸 가능한가요?,Do you have connecting rooms available?,Can we get adjoining rooms?,객실 요청,connecting rooms = adjoining rooms = 연결된 방,여행
욕조 있는 방으로 주세요,I'd like a room with a bathtub.,Can I get a room that has a tub?,객실 요청,bathtub = tub = 욕조,여행
모닝콜 부탁드려요 내일 아침 6시에요,I'd like a wake-up call at 6 AM tomorrow.,Can you set up a morning call for 6 tomorrow?,모닝콜,wake-up call = morning call = 모닝콜,여행
주변에 ATM 있나요?,Is there an ATM nearby?,Where's the closest cash machine?,ATM 찾기,ATM = cash machine = 현금 인출기,여행
호텔 내 레스토랑 예약해 주세요,Can you make a reservation at the hotel restaurant?,I'd like to book a table at your restaurant.,호텔 레스토랑,make a reservation = book a table = 예약하다,여행
방 청소 안 해주셔도 돼요,I don't need housekeeping today.,Please skip the room cleaning today.,객실 청소,housekeeping = 객실 청소,여행
체크아웃 시간 좀 늦춰도 될까요? 비행기가 저녁이라서요,"Can I check out a bit later? My flight isn't until the evening.","Would a late checkout be possible? I don't fly out until tonight.",레이트 체크아웃,fly out = 출발하다 (비행기로),여행
택시 좀 불러주세요 공항 가려고요,Could you call me a taxi to the airport?,Can you arrange a cab to the airport for me?,택시 호출,call a taxi = arrange a cab = 택시 부르다,여행
조식 룸서비스로 가능한가요?,Can I get breakfast delivered to my room?,Is room service available for breakfast?,룸서비스,room service = 룸서비스,여행
객실 내 다리미 있나요?,Is there an iron in the room?,Do you have an iron I can use?,객실 시설,iron = 다리미,여행
드라이기가 안 되는 것 같은데요,The hair dryer doesn't seem to work.,I think the blow dryer is broken.,시설 고장,hair dryer = blow dryer = 드라이기,여행
방에 모기가 있어요 뭐 좀 주실 수 있나요?,There are mosquitoes in my room. Do you have anything for that?,Can I get some mosquito repellent? There are bugs in my room.,벌레 퇴치,mosquito = 모기 / repellent = 퇴치제,여행
에어비앤비 후기 보고 왔어요 사진이랑 같나요?,I found this place through the reviews. Does it look like the photos?,Is the place like what's shown in the listing photos?,에어비앤비,listing = 숙소 목록 / reviews = 후기,여행
체크인 셀프로 해야 하나요?,Is it a self check-in?,Do I check myself in or will someone meet me?,에어비앤비,self check-in = 셀프 체크인,여행
오늘의 수프가 뭐예요?,What's the soup of the day?,What soup do you have today?,식당 메뉴,soup of the day = 오늘의 수프,여행
스테이크 굽기 어떻게 해드릴까요?,How would you like your steak done?,What temperature for your steak?,스테이크 주문,rare / medium / well-done = 레어 / 미디엄 / 웰던,여행
미디엄 레어로 해주세요,Medium rare please.,I'll have it medium rare.,스테이크 주문,medium rare = 약간 덜 익힌,여행
리필 되나요?,Can I get a refill?,Is there free refills?,음료 리필,refill = 리필,여행
와인 추천해 주세요 고기에 맞는 걸로요,Can you recommend a wine that pairs well with meat?,What wine goes best with my steak?,와인 추천,pair with = ~과 어울리다,여행
계산에 서비스 차지 포함돼 있어요?,Is there a service charge included?,Does the bill include a service fee?,계산 확인,service charge = 서비스 차지,여행
잔돈은 됐어요,Keep the change.,You can keep the change.,팁 주기,Keep the change. = 잔돈은 가지세요,여행
"여기 맛있네요, 다음에 또 올게요","This is delicious. I'll definitely come back.","Great food! We'll be back for sure.",식당 칭찬,I'll come back = 다시 올게요,여행
음식이 좀 짠 것 같아요,The food is a bit too salty for me.,This is a little on the salty side.,음식 피드백,salty = 짠 / on the ~ side = 약간 ~한,여행
이거 좀 더 익혀주실 수 있나요?,Could you cook this a little more?,Can you send this back? It's a bit undercooked.,조리 요청,undercooked = 덜 익은,여행
테이크아웃 메뉴 있나요?,Do you have a takeout menu?,Can I order something to go?,테이크아웃,takeout = to go = 테이크아웃,여행
예약 취소하고 싶은데요,I'd like to cancel my reservation.,Can I cancel my booking?,예약 취소,cancel = 취소하다,여행
카페 좀 추천해 주세요 분위기 좋은 데로,Can you recommend a cafe with a nice atmosphere?,Know any cozy cafes around here?,카페 추천,atmosphere = 분위기 / cozy = 아늑한,여행
현지 맥주 뭐가 맛있어요?,What local beers do you recommend?,Which local brew should I try?,맥주 추천,local beer = 현지 맥주 / brew = 맥주 (비격식),여행
이 음식에 고수 빼주세요,Can you leave out the cilantro?,No cilantro please.,음식 커스텀,cilantro = coriander = 고수,여행
이 가게 영업시간이 어떻게 돼요?,What are your hours?,When do you open and close?,영업시간 확인,hours = business hours = 영업시간,여행
쿠폰 사용할 수 있나요?,Can I use this coupon?,Do you accept coupons?,쿠폰 사용,coupon = 쿠폰,여행
이거 마지막 남은 건가요?,Is this the last one?,Do you have any more of these in stock?,재고 확인,in stock = 재고가 있는,여행
포인트 적립 돼요?,Can I earn points on this purchase?,Do you have a loyalty program?,포인트 적립,loyalty program = 포인트 적립 프로그램,여행
봉투 필요하세요?,Do you need a bag?,Would you like a bag?,봉투 요청,bag = 봉투,여행
일일 교통 패스 있나요?,Is there a day pass for public transport?,Do you have a daily transit pass?,교통 패스,day pass = daily pass = 일일 이용권,여행
공항철도 어디서 타요?,Where do I catch the airport express?,How do I get to the airport rail link?,공항철도,airport express = airport rail = 공항철도,여행
택시 잡기 힘든데 우버 부를까?,It's hard to get a taxi. Should we just call an Uber?,Taxis are hard to find. Let's use a rideshare app.,택시 대안,rideshare app = 차량 공유 앱,여행
이 길 좀 복잡한데 내비 켜볼게요,This road is confusing. Let me turn on the GPS.,I'm getting lost. Let me use navigation.,내비게이션,GPS = navigation = 내비게이션,여행
고속버스 터미널 어디예요?,Where's the express bus terminal?,How do I get to the intercity bus station?,고속버스,express bus terminal = 고속버스 터미널,여행
편도 요금이 얼마예요?,How much is a one-way fare?,What's the single journey price?,교통 요금,one-way fare = 편도 요금,여행
막차 시간이 언제예요?,When's the last train?,What time is the last bus?,막차 확인,last train/bus = 막차,여행
첫차 몇 시에 있어요?,What time is the first train?,When does the first bus leave?,첫차 확인,first train/bus = 첫차,여행
차가 많이 막히네요,Traffic is really bad.,We're stuck in traffic.,교통 체증,stuck in traffic = 교통 체증에 갇힌,여행
다른 길로 가주세요 여기 막혀요,Can you take a different route? This one's jammed.,Is there a faster way? Traffic is terrible here.,우회 요청,take a different route = 다른 길로 가다,여행
여기서 얼마나 더 가야 해요?,How much farther is it?,How long until we get there?,거리 확인,How much farther? = 얼마나 더 먼가요?,여행
버스 정류장이 어디예요?,Where's the bus stop?,Which way to the nearest bus stop?,버스 정류장,bus stop = 버스 정류장,여행
이 기차 좌석 예매하려면 추가 요금 있나요?,Is there an extra charge to reserve a seat on this train?,Do I have to pay more for a reserved seat?,기차 예매,reserve a seat = 좌석 예매하다,여행
페리 몇 시에 출발해요?,What time does the ferry leave?,When's the next ferry departure?,페리 시간,ferry = 페리 / departure = 출발,여행
왕복 버스표 주세요,I'd like a round-trip bus ticket.,Can I get a return ticket for the bus?,버스표,round-trip = return = 왕복,여행
이 투어 몇 시간짜리예요?,How long is this tour?,How many hours does the tour take?,투어 시간,How long is~? = ~는 몇 시간이에요?,여행
셀카봉 쓸 수 있는 곳이에요?,Can I use a selfie stick here?,Are selfie sticks allowed?,사진 촬영,selfie stick = 셀카봉,여행
"여기 와본 적 있어요? 어떤 곳이에요?","Have you been here before? What's it like?","What did you think of this place when you visited?",여행 대화,What's it like? = 어떤 곳이에요?,여행
워터파크 입장권 얼마예요?,How much is admission to the water park?,What does it cost to get into the water park?,워터파크,admission = 입장료,여행
우천 시 이 투어 취소되나요?,Will this tour be canceled if it rains?,What happens to the tour if the weather is bad?,투어 우천,canceled = 취소되다 / rain check = 우천 취소,여행
짐을 관광지 근처에 맡길 데 있나요?,Is there luggage storage near the attraction?,Can I store my bags somewhere close to the site?,짐 보관,luggage storage = 짐 보관소,여행
여기 드론 날려도 돼요?,Am I allowed to fly a drone here?,Is drone use permitted in this area?,드론 촬영,drone = 드론 / permitted = 허용된,여행
이 절 안에 들어가도 되나요?,Can I go inside the temple?,Is the temple open to visitors?,문화 관광,temple = 절 / open to visitors = 관광객 출입 가능,여행
여기 신발 벗어야 하나요?,Do I need to take off my shoes here?,Should I remove my shoes before entering?,문화 예절,take off shoes = 신발 벗다,여행
이 성당 미사 시간이 언제예요?,What time is mass at this cathedral?,When are the church services?,성당 관광,mass = 미사 / cathedral = 성당,여행
기념사진 찍어드릴까요?,Would you like me to take a photo for you?,Shall I take your picture?,사진 제안,Shall I~? = 제가 ~할까요?,여행
현지 시장 구경하고 싶어요,I'd love to visit a local market.,Is there a traditional market I can check out?,시장 관광,local market = 현지 시장,여행
야시장 몇 시에 열어요?,What time does the night market open?,When does the night market start?,야시장,night market = 야시장,여행
여기 동물 먹이 줘도 되나요?,Am I allowed to feed the animals here?,Can I give food to the animals?,동물원,feed the animals = 동물에게 먹이 주다,여행
스카이다이빙 초보자도 가능한가요?,Can beginners try skydiving?,Is skydiving available for first-timers?,액티비티,beginner = first-timer = 초보자,여행
패러글라이딩 안전한가요?,Is paragliding safe?,How safe is the paragliding experience?,액티비티,paragliding = 패러글라이딩,여행
여행 가방이 찢어졌어요 수리할 수 있는 데 있나요?,My suitcase is torn. Is there a repair shop nearby?,Where can I get my luggage fixed? It's ripped.,가방 수리,torn = ripped = 찢어진,여행
일사병에 걸린 것 같아요,I think I have heatstroke.,I might be suffering from sunstroke.,건강 문제,heatstroke = sunstroke = 일사병,여행
벌에 쏘였어요,I got stung by a bee.,A bee just stung me.,응급 처치,stung by = ~에 쏘이다,여행
발목을 삐었어요,I twisted my ankle.,I think I sprained my ankle.,부상,twist = sprain = 삐다,여행
여행자 설사약 좀 있을까요?,Do you have anything for traveler's diarrhea?,Can I get some medicine for an upset stomach?,약 구매,traveler's diarrhea = 여행자 설사,여행
해외에서 병원비 비싸다던데 보험 처리 어떻게 해요?,Medical bills abroad are expensive. How does insurance cover it?,How do I get my hospital costs covered by travel insurance?,보험 처리,medical bills = 병원비,여행
신용카드 해외 결제가 안 돼요,My credit card isn't working for international purchases.,My card keeps getting declined overseas.,카드 문제,declined = 거절된 / overseas = 해외에서,여행
현지 비상 연락처 알려주세요,What are the local emergency numbers?,Can you give me the emergency contacts for this area?,비상 연락,emergency contacts = 비상 연락처,여행
여행 중에 코로나 걸리면 어떻게 해요?,What do I do if I get COVID while traveling?,What happens if I test positive during my trip?,건강 문제,test positive = 양성 반응이 나오다,여행
귀국 전에 PCR 검사 받아야 하나요?,Do I need a PCR test before flying home?,Is a COVID test required before my return flight?,출국 검사,PCR test = PCR 검사,여행
여기 수돗물 마셔도 돼요?,Is the tap water safe to drink here?,Can I drink the water from the faucet?,현지 생활,tap water = 수돗물,여행
이 동네 밤에 위험한가요?,Is this area dangerous at night?,Should I avoid this neighborhood after dark?,안전 확인,dangerous = 위험한,여행
현금을 너무 많이 가지고 다니면 안 되겠죠?,I shouldn't carry too much cash right?,Is it risky to walk around with a lot of cash?,안전 주의,carry cash = 현금을 가지고 다니다,여행
호텔 금고에 여권 넣어두는 게 좋겠죠?,I should probably keep my passport in the hotel safe right?,Is it a good idea to store my passport in the room safe?,안전 보관,hotel safe = 호텔 금고,여행
사기 당하지 않으려면 뭘 조심해야 해요?,What scams should I watch out for?,Any tips on avoiding tourist scams?,사기 주의,scam = 사기 / watch out for = 조심하다,여행
도심까지 택시비 대략 얼마 정도 나와요?,About how much is a taxi to the city center?,What should I expect to pay for a cab downtown?,택시 요금,expect to pay = 지불 예상 금액,여행
이 맛집 줄이 너무 긴데 다른 데 가자,The line at this restaurant is too long. Let's go somewhere else.,This place has a huge wait. Should we try another spot?,대안 제시,line = queue = 줄,여행
길 잃은 것 같아요 도와주세요,I think I'm lost. Can you help me?,I can't find my way. Could you point me in the right direction?,길 잃음,I'm lost = 길을 잃었어요,여행
이 앱으로 맛집 검색하면 돼,You can find good restaurants on this app.,Just use this app to search for places to eat.,앱 추천,search for = 검색하다,여행
와이파이 잘 되는 카페 어디 있어요?,Where can I find a cafe with good Wi-Fi?,Is there a cafe with reliable internet nearby?,카페 찾기,reliable = 안정적인,여행
짐 싸야 하는데 뭐 빠뜨린 거 없나 확인해 줘,I need to pack. Can you help me check if I'm forgetting anything?,Help me make sure I've got everything before I pack up.,짐 싸기,pack = 짐을 싸다 / forget = 빠뜨리다,여행
공항 몇 시간 전에 도착해야 해요?,How early should I get to the airport?,How many hours before my flight should I arrive?,공항 도착,How early = 얼마나 일찍,여행
면세점 시간 넉넉해요? 아니면 게이트로 바로 가야 해요?,Do I have time for duty-free or should I head straight to the gate?,Is there enough time to shop or should I go to my gate?,공항 시간,head straight to = 바로 ~로 가다,여행
비행기 안에서 잘 자려면 뭐가 필요해요?,What do I need for a good sleep on the plane?,Any tips for sleeping well on the flight?,기내 수면,neck pillow = 목 베개 / eye mask = 안대,여행
여행 끝나고 환전 남은 돈 다시 바꿀 수 있어요?,Can I exchange my leftover foreign currency back?,Where can I convert my remaining cash after the trip?,환전 잔액,leftover = remaining = 남은,여행
공항 라운지 카드 혜택으로 들어갈 수 있는지 확인해 봐,Check if your credit card gets you lounge access.,See if your card has complimentary lounge entry.,라운지 확인,lounge access = 라운지 이용 권한,여행
여기 팁 문화가 어떻게 돼요?,What's the tipping culture like here?,How does tipping work in this country?,팁 문화,tipping culture = 팁 문화,여행
이 음식 어떻게 먹는 거예요?,How do I eat this?,What's the proper way to eat this?,식사 방법,proper way = 올바른 방법,여행
현지 교통앱 뭐가 좋아요?,What's the best local transport app?,Which app should I use for getting around here?,교통 앱,transport app = 교통 앱,여행
이 근처 응급 약국 어디 있어요?,Is there an emergency pharmacy nearby?,Where's the nearest 24-hour pharmacy?,약국 찾기,emergency pharmacy = 24-hour pharmacy = 응급 약국,여행
비자 도착 비자로 받을 수 있나요?,Can I get a visa on arrival?,Is there a visa-on-arrival option?,비자 발급,visa on arrival = 도착 비자,여행
e비자 신청했는데 출력해야 하나요?,I applied for an e-visa. Do I need to print it out?,Should I have a printed copy of my e-visa?,e비자,e-visa = 전자 비자 / print out = 출력하다,여행
입국 심사 줄이 너무 길어요 빠른 줄 없나요?,The immigration line is so long. Is there a faster queue?,Is there an express lane for immigration?,입국 심사,express lane = 빠른 줄,여행
세관에 음식 신고해야 하나요?,Do I need to declare food items at customs?,Should I mention the snacks I'm bringing in?,세관 신고,declare = 신고하다 / food items = 식품류,여행
환승할 때 짐 다시 찾아야 하나요?,Do I need to pick up my luggage during the layover?,Is my baggage checked through or do I need to reclaim it?,환승 수하물,checked through = 최종 목적지까지 연결,여행
출국 세금 따로 내야 하나요?,Is there a departure tax I need to pay?,Do I need to pay an exit fee?,출국 세금,departure tax = 출국세,여행
입국 심사관이 영어로 질문하면 간단하게 대답하면 돼요,Just give short simple answers to the immigration officer.,Keep your answers brief at passport control.,입국 팁,passport control = immigration = 입국 심사,여행
여기 플러그 모양이 달라서 멀티어댑터 있어요?,The plug type is different here. Do you have a universal adapter?,I need a multi-adapter. The outlets are different here.,전기 플러그,universal adapter = 멀티어댑터,여행
귀국 비행기 리컨펌 해야 하나요?,Do I need to reconfirm my return flight?,Should I confirm my flight back?,귀국 준비,reconfirm = 재확인하다,여행
여기 물가가 어느 정도예요?,What's the cost of living like here?,How expensive is it here compared to back home?,현지 물가,cost of living = 물가,여행
탑승구가 어디예요?,Where is my boarding gate?,Which gate do I go to?,공항에서,boarding gate = 탑승구,여행
탑승 시간이 얼마나 남았어요?,How much time do I have before boarding?,When does boarding start?,공항에서,boarding time = 탑승 시간,여행
기내 수하물 크기 제한이 어떻게 되나요?,What are the carry-on size limits?,How big can my carry-on be?,공항에서,carry-on = 기내 수하물 / size limits = 크기 제한,여행
수하물 초과 요금이 얼마예요?,How much is the excess baggage fee?,What do you charge for overweight luggage?,공항에서,excess baggage = 초과 수하물,여행
환승 시간이 1시간밖에 없어서 빨리 가야 해요,I only have a one-hour layover so I need to hurry.,My connection is tight. I need to rush.,공항 환승,layover = connection = 환승 시간,여행
면세점은 어디에 있어요?,Where is the duty-free shop?,Is there a duty-free store around here?,공항에서,duty-free = 면세,여행
짐 찾는 곳이 어디예요?,Where is baggage claim?,Which carousel is for my flight?,공항 도착,baggage claim = 수하물 찾는 곳 / carousel = 컨베이어 벨트,여행
짐이 아직 안 나왔어요,My luggage hasn't come out yet.,I'm still waiting for my bags.,공항 도착,come out = 나오다,여행
짐이 파손됐어요 어디에 신고해야 하나요?,My luggage is damaged. Where do I report this?,My suitcase got broken. Who should I talk to?,공항 수하물,damaged = 파손된 / report = 신고하다,여행
짐을 잃어버렸어요 도와주세요,I've lost my luggage. Can you help me?,My bags didn't arrive. What do I do?,공항 수하물,lost luggage = 분실 수하물,여행
온라인으로 체크인 미리 했어요,I already checked in online.,I did my check-in on the app.,공항에서,online check-in = 온라인 체크인,여행
창가 자리로 주세요,Can I get a window seat please?,I'd prefer a window seat.,좌석 배정,window seat = 창가 / aisle seat = 복도,여행
복도 자리로 바꿀 수 있을까요?,Could I switch to an aisle seat?,Is there an aisle seat available?,좌석 배정,aisle seat = 복도 좌석,여행
비상구 좌석으로 배정받을 수 있나요?,Can I be assigned an exit row seat?,Are there any exit row seats open?,좌석 배정,exit row = 비상구 열,여행
와이파이가 되는 비행기인가요?,Does this flight have Wi-Fi?,Is there in-flight Wi-Fi?,기내,in-flight = 기내의,여행
기내식은 언제 나와요?,When will the meal be served?,What time is the in-flight meal?,기내,in-flight meal = 기내식,여행
담요 하나 더 주실 수 있나요?,Could I get an extra blanket?,May I have another blanket please?,기내,blanket = 담요,여행
이어폰 있으세요?,Do you have headphones?,Can I get a pair of earphones?,기내,headphones = earphones = 이어폰,여행
좌석벨트 어떻게 하는 거예요?,How do I fasten my seatbelt?,Could you show me how the seatbelt works?,기내,fasten = 매다 / seatbelt = 좌석벨트,여행
