korean,english,alt,situation,note,category
현지 음식에 적응하는 데 시간 좀 걸렸어,It took me a while to get used to the local food.,Adjusting to the food here took some time.,음식 적응,get used to = adjust to = 적응하다,학습
귀국하면 역 문화 충격이 있을 수도 있어,You might experience reverse culture shock when you go back.,Going home can bring its own culture shock in reverse.,역문화충격,reverse culture shock = 역 문화 충격,학습
유학 준비할 때 어학 성적이 제일 중요해,"When preparing to study abroad, language test scores matter the most.","Your language proficiency score is the biggest factor for studying overseas.",유학 준비,language proficiency = 어학 능력,학습
이번 학기 학점이 4.0 넘어! 대박!,I got above a 4.0 GPA this semester! Awesome!,My GPA is over 4.0 this term! I'm thrilled!,좋은 성적,GPA = Grade Point Average / thrilled = 매우 기쁜,학습
수업 듣는데 교수님이 잡담을 너무 많이 해,"The professor goes off on tangents way too much during lectures.","The teacher keeps getting sidetracked in class.",수업 잡담,go off on tangents = get sidetracked = 곁길로 새다,학습
과제 표절 검사에 걸리면 큰일이야,If your assignment gets flagged for plagiarism you're in big trouble.,Getting caught in a plagiarism check is serious business.,표절 검사,flagged for plagiarism = 표절로 적발되다,학습
야자(야간자율학습) 때 몰래 빠지다 걸렸어,I got caught sneaking out of night study hall.,I tried to ditch night study session and got busted.,야자,night study hall = 야간자율학습 / get busted = 걸리다,학습
수시 원서 몇 개 넣었어?,How many early admissions applications did you submit?,How many schools did you apply to for early admission?,수시 지원,early admission = 수시 / submit application = 원서를 넣다,학습
등록금이 매년 오르고 있어,Tuition keeps going up every year.,University fees are rising annually.,등록금 인상,tuition = university fees / rising = 오르는,학습
실습 수업이 이론 수업보다 재밌어,Hands-on classes are more fun than theory classes.,I enjoy practical sessions way more than lectures.,실습 수업,hands-on = practical = 실습의 / theory = 이론,학습
교수님 연구실에 들어가고 싶어,"I want to join the professor's research lab.","I'm hoping to get into the professor's lab.",연구실,research lab = 연구실,학습
학기 초에는 의욕이 넘치다가 중간에 지쳐,"I'm super motivated at the start of the semester, but I burn out by midterms.","I always start the term strong but lose steam halfway through.",학기 패턴,burn out = 지치다 / lose steam = 기세가 꺾이다,학습
TA가 교수님보다 설명을 더 잘 해,The TA explains things better than the professor.,I understand the TA's explanations more than the professor's.,TA 평가,TA = Teaching Assistant = 조교,학습
시험 기간에는 카페인 없이 못 살아,"During exam season, I can't survive without caffeine.","I live on coffee during finals week.",시험 기간,exam season = finals week / survive = 살아남다,학습
내신 관리 진짜 힘들다,Maintaining a good school GPA is really hard.,Keeping up your grades throughout school is exhausting.,내신,school GPA = 내신 / maintain = 유지하다,학습
선배가 족보 줬어,A senior gave me old exam papers.,I got past exams from an upperclassman.,족보,old exam papers = past exams = 족보 / senior = upperclassman = 선배,학습
교수님이 갑자기 과제를 추가했어,The professor added an extra assignment out of the blue.,Our prof just sprang another assignment on us.,추가 과제,out of the blue = 갑자기 / spring on = 불시에 내놓다,학습
학교 와이파이가 느려서 자료 다운이 안 돼,"The school Wi-Fi is so slow, I can't download materials.","Campus internet is too slow to download anything.",학교 와이파이,campus internet = 학교 와이파이,학습
이번 시험 난이도가 역대급이래,They say this exam was the hardest one ever.,Word is this test's difficulty level was unprecedented.,시험 난이도,unprecedented = 전례 없는 / difficulty level = 난이도,학습
장학금 유지 조건이 학점 3.5 이상이야,The scholarship requires a minimum GPA of 3.5.,You need at least a 3.5 to keep your scholarship.,장학금 조건,minimum GPA = 최소 학점 / requirement = 조건,학습
과제 대신 해주는 거 불법 아니야?,Isn't it illegal to have someone do your assignments for you?,Getting someone else to do your homework is academic fraud.,대리과제,academic fraud = 학업 부정행위,학습
공부 잘하는 사람 옆에 앉으면 나도 잘 되는 것 같아,"Sitting next to a good student makes me feel like I study better too.","Being around high achievers motivates me to study harder.",공부 분위기,high achiever = 우등생 / motivate = 동기를 부여하다,학습
이번 주에 시험이 세 개나 겹쳐,I have three exams stacked up this week.,Three tests are overlapping this week.,시험 겹침,stacked up = overlapping = 겹치는,학습
교수님이 시험 힌트를 슬쩍 알려줬어,The professor dropped a subtle hint about the exam.,The prof gave us a sneaky hint about what's on the test.,시험 힌트,drop a hint = 힌트를 주다 / subtle = sneaky = 은근한,학습
시험 다음 날 해방감이 최고야,The feeling of freedom the day after exams is the best.,Post-exam relief is unmatched.,시험 해방,feeling of freedom = relief = 해방감,학습
스터디 카페에서 공부하면 돈이 아까워서라도 집중해,"When I study at a study cafe, I focus because I don't want to waste my money.","I concentrate at study cafes because I'm paying for the time.",스터디카페,focus = concentrate = 집중하다,학습
한국어능력시험 준비하는 외국인 친구 도와주고 있어,I'm helping a foreign friend prepare for the TOPIK.,I'm tutoring an international friend for the Korean proficiency test.,한국어시험,TOPIK = Test of Proficiency in Korean,학습
문제를 많이 풀수록 실전에 강해져,"The more problems you solve, the better you get in actual exams.","Practice problems make you stronger for the real test.",문제 풀기,practice problems = 연습 문제 / actual exam = 실전 시험,학습
이해가 안 되면 질문해 부끄러워하지 마,"If you don't understand, ask questions. Don't be shy.",Never be afraid to raise your hand and ask.,질문하기,raise your hand = 손을 들다 / don't be shy = 부끄러워하지 마,학습
공부 안 하고 놀았더니 결과가 이 모양이야,I didn't study and fooled around and this is the result.,This is what I get for slacking off instead of studying.,후회,fool around = slack off = 놀다/게으름 피우다,학습
정시는 수능 점수로만 결정돼,Regular admissions are determined solely by CSAT scores.,For regular admission your college entrance exam score is everything.,정시,regular admission = 정시 / solely = 오직,학습
공부에 왕도는 없어,There's no shortcut to studying.,There's no royal road to learning.,공부 격언,no shortcut = 지름길이 없다 / no royal road = 왕도가 없다,학습
학습 플래너 쓰면 계획적으로 공부할 수 있어,Using a study planner helps you study in an organized way.,A study planner keeps your learning on track.,학습 플래너,study planner = 학습 플래너 / on track = 제대로/계획대로,학습
시험지 받으면 이름부터 써,"When you get the test paper, write your name first.",First things first—put your name on the exam.,시험 팁,first things first = 가장 먼저,학습
이 참고서 추천해 설명이 진짜 잘 돼 있어,"I recommend this reference book. The explanations are really clear.","This study guide is great. Everything is explained so well.",참고서,reference book = study guide = 참고서,학습
강의 녹음해도 되나요?,"May I record the lecture?","Is it okay to audio-record the class?",강의 녹음,record = 녹음하다 / audio-record = 음성 녹음하다,학습
그룹 스터디 할 때 서로 가르쳐주면 더 잘 외워져,"When you study in a group, teaching each other helps you remember better.","Explaining concepts to each other in a study group boosts retention.",그룹 스터디,teaching others = 남을 가르치는 것 / retention = 기억력,학습
학기 중에 아르바이트하면서 공부하기 빠듯해,"Working part-time during the semester makes studying really tight.","Balancing a part-time job and school is a real squeeze.",아르바이트,tight = squeeze = 빠듯한,학습
복수전공 하려면 졸업이 늦어질 수 있어,"If you do a double major, your graduation might be delayed.","Double majoring could push back your graduation date.",복수전공,double major = 복수전공 / push back = 늦추다,학습
오늘 배운 건 오늘 복습하는 게 최고야,"The best thing is to review what you learned on the same day.","Same-day review is the most effective study habit.",당일 복습,same-day review = 당일 복습,학습
학점 계산기 돌려봤더니 장학금 가능할 것 같아,I ran a GPA calculator and it looks like I might get a scholarship.,My GPA calc says I could qualify for a scholarship.,학점 계산,GPA calculator = 학점 계산기 / qualify for = 자격이 되다,학습
교수님이 레포트 표지 양식을 따로 정해줬어,The professor specified a particular cover page format for the report.,Our prof has a specific title page template for papers.,레포트 양식,cover page = title page = 표지 / template = 양식,학습
전공 공부가 어렵지만 재밌어,"My major is challenging, but it's interesting.","The coursework in my major is hard but fascinating.",전공 공부,challenging = 도전적인 / fascinating = 흥미로운,학습
학식(학교 식당)이 오늘 맛있대 빨리 가자,I heard the cafeteria food is good today. Let's hurry.,The dining hall has something good today. Let's get there fast.,학교생활,cafeteria = dining hall = 학교 식당,학습
도서관 연체료 내야 하는데 깜빡했어,"I have to pay a library late fee, but I totally forgot.","I forgot about my overdue library fine.",도서관,late fee = overdue fine = 연체료,학습
시험 공부할 때 음악 들으면서 하면 안 된다더라,"They say you shouldn't listen to music while studying for exams.","Apparently studying with music on hurts your focus.",공부 습관,hurt your focus = 집중을 방해하다,학습
이번 과목 절대평가야 상대평가야?,Is this class graded on an absolute scale or a curve?,Is this course pass/fail or on a bell curve?,평가 방식,absolute grading = 절대평가 / curve = bell curve = 상대평가,학습
조별과제에서 내가 다 했어,I ended up doing all the work for the group project.,I carried the entire group assignment by myself.,팀플 불만,carry = 혼자 다 해내다 / end up doing = 결국 ~하게 되다,학습
공부를 게임처럼 만들면 더 재밌어져,Making studying feel like a game makes it more fun.,Gamifying your learning keeps it interesting.,공부법,gamify = 게임화하다,학습
이번 학기 올A 목표야,"I'm aiming for straight A's this semester.","My goal is all A's this term.",성적 목표,straight A's = 올A,학습
교수님 강의 스타일이 나랑 안 맞아,"The professor's teaching style doesn't mesh with me.","The way the professor lectures just isn't my style.",수업 스타일,mesh with = 맞다/어울리다 / teaching style = 강의 스타일,학습
중간고사 성적이 안 좋으면 기말에서 만회해야지,"If my midterm grades are bad, I'll have to make up for it on the final.","Poor midterm scores mean I need to crush the final.",성적 만회,make up for = 만회하다 / crush = 잘 해내다,학습
공부 의욕이 전혀 안 생겨,I have zero motivation to study.,I can't find any motivation to hit the books.,동기 부족,motivation = 동기/의욕 / hit the books = 공부하다,학습
선생님이 오늘 칭찬해줘서 기분 좋았어,The teacher praised me today and it made my day.,Getting compliments from the teacher really lifted my spirits.,칭찬,praise = compliment = 칭찬 / make my day = 기분을 좋게 하다,학습
학원 끝나고 또 과외까지 해야 해,"After cram school, I still have to go to private tutoring.","I have private lessons on top of my prep school classes.",사교육,cram school = prep school = 학원 / private tutoring = 과외,학습
공부만 하다 보면 번아웃이 올 수 있어,"If all you do is study, you might burn out.","Constant studying without breaks leads to burnout.",번아웃,burnout = 번아웃/탈진,학습
성적이 다가 아니야,Grades aren't everything.,There's more to life than your GPA.,성적 위로,Grades aren't everything = 성적이 전부가 아니다,학습
학교 앞 문구점에서 필기구 사야 해,I need to buy stationery at the shop near school.,I have to pick up some pens and notebooks from the store by school.,학용품,stationery = 문구류 / pick up = 사다,학습
과제 제출 안 하면 감점이야,"If you don't submit the assignment, you'll get points deducted.","Missing the homework submission means a grade penalty.",과제 감점,points deducted = grade penalty = 감점,학습
수업 중에 딴짓하다 선생님한테 혼났어,I got in trouble for goofing off in class.,The teacher scolded me for not paying attention.,수업 딴짓,goof off = 딴짓하다 / scold = 혼내다,학습
방학 때 선행학습 해놓으면 학기 중에 편해,"If you study ahead during vacation, the semester is easier.","Pre-studying over break makes the school year smoother.",선행학습,study ahead = pre-study = 선행학습하다,학습
이 강의 강추야 진짜 유익해,I highly recommend this course. It's genuinely informative.,This class is a must-take. So worth it.,강의 추천,highly recommend = 강추하다 / must-take = 꼭 들어야 하는,학습
요즘 AI로 공부하는 사람들이 많아져,More and more people are studying with AI these days.,AI-assisted learning is becoming really popular.,AI 학습,AI-assisted learning = AI 활용 학습,학습
영어 공부는 꾸준히 하는 게 제일 중요해,Consistency is the most important thing when studying English.,The key to learning English is sticking with it every day.,영어 학습,consistency = 꾸준함 / stick with it = 꾸준히 하다,학습
발표 잘했다! 목소리도 크고 자신감 있어 보였어,"Great presentation! Your voice was clear and you looked confident.","You did an amazing job presenting. Very confident and articulate.",발표 칭찬,confident = 자신감 있는 / articulate = 말을 잘 하는,학습
논문 쓰다가 머리가 터질 것 같아,"I feel like my head is going to explode writing this thesis.","This paper is literally making my brain melt.",논문 스트레스,my head is going to explode = 머리가 터질 것 같다 (과장 표현),학습
유학 가면 시야가 넓어져,Studying abroad broadens your perspective.,Going overseas to study really opens your mind.,유학 장점,broaden perspective = open one's mind = 시야를 넓히다,학습
시험 문제가 수업에서 안 다룬 거였어,The exam had questions on material we never covered in class.,The test included stuff that wasn't taught in lectures.,시험 불만,cover = 다루다 / material = 수업 내용,학습
스펙 쌓기에만 집중하면 안 돼,You shouldn't focus only on building your resume.,Don't just chase credentials—actually learn something.,스펙,build resume = 스펙을 쌓다 / credentials = 자격/스펙,학습
이번 주 리딩 과제 양이 엄청나,The reading assignment for this week is massive.,We have a ton of required reading this week.,리딩 과제,reading assignment = 리딩 과제 / massive = 엄청난,학습
시험 결과에 이의 신청 할 수 있어,You can file a grade appeal on the exam results.,It's possible to dispute your exam score.,이의 신청,grade appeal = 이의 신청 / dispute = 이의를 제기하다,학습
공부하다 막히면 잠시 쉬었다 다시 해,"When you hit a wall studying, take a short break and come back.","If you get stuck, step away for a bit and return with fresh eyes.",공부 팁,hit a wall = 막히다 / fresh eyes = 새로운 눈으로,학습
졸업하고 나서도 공부가 끝이 아니더라,"Even after graduation, the studying doesn't end.","I realized learning continues long after you get your diploma.",졸업 후,diploma = 졸업장 / continues = 계속되다,학습
교환학생 가면 학점 인정이 잘 돼?,Do credits transfer easily when you go on exchange?,Are exchange program credits fully recognized?,학점 인정,transfer credits = 학점 인정 / recognized = 인정되는,학습
혼공(혼자 공부하는 것)이 나한테 더 맞아,Studying solo works better for me.,I'm more productive when I study by myself.,혼자 공부,study solo = study by oneself = 혼자 공부하다,학습
영어 실력이 늘고 있다는 게 느껴져,I can feel my English improving.,I'm noticing real progress in my English.,영어 향상,progress = improvement = 향상/발전,학습
구글 스칼라에서 논문 찾아봐,Try searching for papers on Google Scholar.,Look up articles on Google Scholar.,논문 검색,Google Scholar = 구글 스칼라 (학술 검색 엔진),학습
발표할 때 대본을 읽지 말고 자연스럽게 말해,"Don't read from a script during your presentation. Speak naturally.","Try to present without reading off your notes.",발표 팁,script = 대본 / speak naturally = 자연스럽게 말하다,학습
팀플에서 의견 충돌이 있으면 타협해야 해,"If there's a conflict of opinions in a team project, you need to compromise.","When team members disagree, finding middle ground is key.",팀플 갈등,conflict = 충돌 / compromise = find middle ground = 타협하다,학습
이 단어장 앱 진짜 좋아 추천해,This vocabulary app is awesome. I recommend it.,You should try this word list app. It's really good.,앱 추천,vocabulary app = 단어장 앱,학습
수업 녹화본 다시 보면서 복습해,I review by rewatching the recorded lectures.,I go over the class recordings to study.,녹화 복습,recorded lecture = class recording = 수업 녹화본,학습
공부 자극 받을 때 진짜 의욕이 생겨,Getting study motivation from others really fires me up.,When I see others studying hard it motivates me.,공부 자극,fire someone up = motivate = 의욕을 불어넣다,학습
교수님이 논문 통과시켜줬어! 드디어!,My professor approved my thesis! Finally!,My paper got the green light from my advisor!,논문 통과,approve = give the green light = 통과시키다/승인하다,학습
시험 전날 새로운 거 공부하지 마,Don't study new material the night before the exam.,Avoid learning anything new right before the test.,시험 전날,new material = 새로운 내용,학습
원어민 발음을 완벽하게 따라 할 필요는 없어,"You don't need to perfectly mimic a native speaker's pronunciation.","It's okay if your pronunciation isn't exactly like a native's.",발음 조언,mimic = 따라하다 / accent는 개성이 될 수 있음,학습
단어 외울 때 문맥과 함께 외워야 해,"When memorizing words, learn them in context.","Always study vocabulary in context, not in isolation.",어휘 학습,in context = 문맥 속에서 / in isolation = 따로따로,학습
유학생 비자 갱신하는 데 서류가 많아,There's a lot of paperwork for renewing a student visa.,Renewing a student visa requires a ton of documents.,비자 갱신,paperwork = documents = 서류 / renew = 갱신하다,학습
연구 결과가 기존 이론과 일치해,The research findings are consistent with existing theory.,My results align with the established theoretical framework.,연구 결과,consistent with = align with = 일치하다,학습
요약본만 보면 안 돼 원문을 읽어,"Don't just read the summary. Read the original text.","You can't rely on summaries alone—go through the full text.",공부법,summary = 요약본 / original text = full text = 원문,학습
영어 관용표현은 외워야 해,English idioms just have to be memorized.,You need to learn English idiomatic expressions by heart.,영어 관용어,idiom = idiomatic expression = 관용표현 / by heart = 암기로,학습
이번 학기에 계절학기도 들을 거야,I'm also going to take summer/winter courses this semester.,I plan to do a seasonal term to catch up on credits.,계절학기,summer/winter course = seasonal term = 계절학기,학습
연구실 생활이 생각보다 빡세다,Lab life is tougher than I expected.,Working in the research lab is more intense than I thought.,연구실 생활,lab life = 연구실 생활 / intense = 빡센/강도 높은,학습
좋은 공부 습관을 만드는 게 중요해,"Building good study habits is what matters most.","Developing solid study routines is key to success.",공부 습관,study habits = study routines = 공부 습관,학습
필기 노트 빌려줄 수 있어?,Can I borrow your lecture notes?,Could you lend me your class notes?,노트 빌리기,borrow = 빌리다 / lend = 빌려주다,학습
교수님이 과제 마감 연장해줬어,The professor extended the assignment deadline.,Our prof gave us an extension on the due date.,마감 연장,extend the deadline = give an extension = 마감을 연장하다,학습
공부 루틴이 잡히면 한결 수월해져,"Once you get into a study routine, things get much easier.","Having a set study schedule makes everything smoother.",루틴,routine = 루틴 / smoother = 더 수월한,학습
시험 보고 나면 답 맞춰보는 거 스트레스야,Comparing answers after the exam stresses me out.,I hate checking my answers against others after a test.,시험 후,compare answers = 답을 맞춰보다,학습
학습 동기 유지하는 게 제일 어려워,The hardest thing is maintaining your motivation to learn.,Keeping your drive to study alive is the biggest challenge.,동기 부여,maintain motivation = keep drive alive = 동기를 유지하다,학습
에세이 쓰는 게 이렇게 어려울 줄 몰랐어,I didn't realize writing an essay would be this hard.,I underestimated how difficult essay writing could be.,에세이,underestimate = 과소평가하다,학습
공부한 만큼 결과가 나온다,You get out what you put in.,Your results reflect the effort you invest.,공부 격언,you get out what you put in = 노력한 만큼 결과가 나온다,학습
새 학기라 교재 사느라 돈이 많이 들었어,I spent a lot of money buying textbooks for the new semester.,Textbooks for the new term really set me back financially.,교재 구입,textbook = 교재 / set me back = 돈이 들다,학습
스터디 그룹에서 서로 퀴즈 내면 재밌어,It's fun to quiz each other in the study group.,Trading quiz questions in a study group makes learning enjoyable.,스터디 그룹,quiz each other = trade quiz questions = 서로 퀴즈를 내다,학습
대학 생활이 인생에서 가장 좋은 시절이야,College is the best time of your life.,Your university years are the golden days.,대학 생활,the best time = golden days = 가장 좋은 시절,학습
과외 선생님이 잘 가르쳐줘서 성적이 올랐어,"My tutor teaches so well, my grades went up.","Thanks to my private tutor, my scores improved.",과외 효과,tutor = 과외 선생님 / scores improved = 성적이 올랐다,학습
논문 초록 쓰는 게 의외로 어렵더라,Writing the abstract for the paper was surprisingly difficult.,I didn't expect the thesis abstract to be so tricky.,논문 초록,abstract = 초록/요약 / tricky = 까다로운,학습
입시 스트레스 때문에 잠을 못 자겠어,"I can't sleep because of college admissions stress.","Entrance exam pressure is keeping me up at night.",입시 스트레스,admissions stress = entrance exam pressure = 입시 스트레스,학습
이 강의 듣고 나서 진로가 확실해졌어,After taking this course my career path became clear.,This class helped me figure out what I want to do.,진로 결정,career path = 진로 / figure out = 알아내다/결정하다,학습
공부 안 되는 날에는 과감히 쉬어,"On days when studying just isn't working, be bold and take a break.","If studying isn't clicking, just call it a day and rest.",공부 쉬기,call it a day = 그만하다 / be bold = 과감하게,학습
유학 생활에서 영어보다 외로움이 더 힘들었어,"During study abroad, loneliness was harder than the language barrier.","The isolation of living overseas was tougher than the English.",유학 외로움,loneliness = isolation = 외로움 / language barrier = 언어 장벽,학습
레포트에 각주랑 미주 차이가 뭐야?,What's the difference between footnotes and endnotes in a report?,Can you explain footnotes versus endnotes?,레포트 형식,footnote = 각주 / endnote = 미주,학습
교수님 연구 분야가 내 관심사와 딱 맞아,The professor's research area is a perfect match for my interests.,My interests align perfectly with what the professor studies.,연구 관심,align with = match = 일치하다/맞다,학습
시험 끝나고 머리가 하얘졌어,My mind went blank after the exam.,I was completely brain-dead after the test.,시험 후,mind went blank = brain-dead = 머리가 하얘지다/멍해지다,학습
한 번에 합격하고 싶어 재시험 보기 싫어,I want to pass on my first try. I don't want to retake it.,I'm aiming to clear it in one shot.,합격 목표,first try = one shot = 한 번에 / retake = 재시험,학습
원서접수 기간 놓치면 안 돼,You can't miss the application period.,Don't let the registration window pass you by.,원서접수,application period = registration window = 원서접수 기간,학습
튜터링 프로그램 참여하면 학점도 받을 수 있어,"If you join the tutoring program, you can earn credits too.","The tutoring program counts toward your credits.",튜터링,tutoring program = 튜터링 프로그램,학습
학업과 취미를 균형 있게 해야 해,You need to balance academics and hobbies.,It's important to find a balance between studying and your interests.,균형,balance = 균형 / academics = 학업,학습
시험 전에 컨디션 관리가 중요해,"Before exams, taking care of your health is crucial.","Staying in good shape before tests is just as important as studying.",컨디션 관리,take care of health = stay in good shape = 컨디션을 관리하다,학습
교수님 추천서 덕분에 합격한 것 같아,"I think I got in thanks to the professor's recommendation letter.","The professor's reference letter probably sealed the deal for my admission.",추천서 효과,sealed the deal = 결정적이었다 / recommendation letter = 추천서,학습
오늘 배운 거 친구한테 설명하니까 더 이해됐어,"Explaining what I learned today to a friend helped me understand it better.","Teaching someone else what I studied deepened my understanding.",공부법,teaching others deepens understanding = 남을 가르치면 이해가 깊어진다,학습
프레젠테이션 슬라이드 너무 글자가 많으면 안 돼,Your presentation slides shouldn't have too much text.,Keep your slides clean—less text is more.,발표 팁,less is more = 적을수록 좋다,학습
독서 모임 가입했는데 동기 부여가 돼,I joined a book club and it really keeps me motivated.,Being in a reading group motivates me to actually finish books.,독서 모임,book club = reading group = 독서 모임,학습
이번 세미나 발표자가 유명한 교수래,The speaker at this seminar is apparently a famous professor.,A renowned professor is giving the seminar talk this time.,세미나,seminar = 세미나 / renowned = 유명한,학습
외국어 공부할 때 실수를 두려워하지 마,"When learning a foreign language, don't be afraid of making mistakes.","Mistakes are part of the process when studying a new language.",외국어 학습,don't be afraid of mistakes = 실수를 두려워하지 마,학습
학위 따는 데 몇 년 걸렸어?,How many years did it take you to get your degree?,How long did it take to earn your degree?,학위,earn/get a degree = 학위를 따다,학습
요즘 ChatGPT로 공부하는 사람 많더라,"I see a lot of people studying with ChatGPT these days.","Using ChatGPT as a study tool has become really common.",AI 학습,study tool = 학습 도구,학습
공부는 양보다 질이 중요해,Quality matters more than quantity when it comes to studying.,It's not about how long you study but how well you study.,공부법,quality over quantity = 양보다 질,학습
학점 관리 잘해놓으면 나중에 후회 안 해,"If you keep your grades up now, you won't regret it later.","Maintaining a solid GPA pays off down the road.",학점 관리,pay off = 보상받다 / down the road = 나중에,학습
외국 대학 학비가 상상 초월이야,Foreign university tuition is beyond imagination.,The cost of overseas universities is astronomical.,유학 비용,beyond imagination = astronomical = 상상 초월인,학습
동기들이 다 잘해서 자극 받아,"All my classmates are doing well, so it pushes me too.","Being around high-performing peers motivates me.",동기 부여,peers = 동기/또래 / motivate = push = 자극하다,학습
이번 학술대회에서 우수 논문상 받았어,I won the best paper award at this academic conference.,My paper received the outstanding research award at the conference.,학술대회,best paper award = outstanding research award = 우수 논문상,학습
코딩 독학으로 배우다 보면 막히는 부분이 많아,"When you teach yourself coding, you run into a lot of roadblocks.",Self-studying programming means hitting dead ends frequently.,코딩 독학,roadblock = dead end = 막히는 부분,학습
이 분야 전문가가 되려면 10년은 걸린대,"They say it takes 10 years to become an expert in any field.","Becoming a specialist in this area supposedly takes a decade.",전문성,expert = specialist = 전문가 / decade = 10년,학습
공부 잘하는 비결이 뭐야?,What's your secret to being a good student?,How do you manage to study so well?,공부 비결,secret = 비결 / manage to = ~을 해내다,학습
마감 직전에 몰아서 하는 습관 고쳐야 해,"I need to break the habit of cramming everything right before the deadline.","I should stop procrastinating and doing things at the last minute.",미루는 습관,procrastinate = 미루다 / at the last minute = 마감 직전에,학습
학교에서 상담 서비스 이용해봤어?,Have you used the school counseling services?,Have you tried the campus counseling center?,학교 상담,counseling services = 상담 서비스,학습
이번 주말에 도서관 가서 밀린 과제 하자,"Let's go to the library this weekend and catch up on overdue assignments.","Want to hit the library this weekend and knock out our backlog?",과제 밀림,catch up on = 밀린 것을 하다 / knock out = 해치우다,학습
강의평가 솔직하게 쓸 거야?,Are you going to be honest on the course evaluation?,Will you give honest feedback on the teacher evaluation?,강의평가,course evaluation = teacher evaluation = 강의평가,학습
한 학기만 더 하면 졸업이야,One more semester and I graduate.,I'm just one term away from graduation.,졸업 임박,one semester away from = 한 학기 남은,학습
스터디 플래너 앱 깔아봤는데 꽤 괜찮아,"I downloaded a study planner app and it's pretty decent.","I tried a study planner app and it's actually helpful.",앱 활용,decent = 꽤 괜찮은 / helpful = 도움이 되는,학습
수업 빠지면 출석 점수에 영향이 있어,"If you miss class, it affects your attendance grade.","Skipping lectures will impact your participation score.",출석 점수,attendance grade = participation score = 출석 점수,학습
논문 심사가 다음 달이라 긴장돼,"My thesis defense is next month, so I'm nervous.","I have my dissertation defense coming up and I'm stressed.",논문 심사,thesis defense = dissertation defense = 논문 심사,학습
유학 준비는 최소 1년 전부터 해야 해,"You should start preparing to study abroad at least a year in advance.","Begin your study abroad prep at least 12 months ahead.",유학 준비,in advance = ahead = 미리/사전에,학습
교환학생 가면 기숙사 배정 어떻게 돼?,How does dorm assignment work for exchange students?,Do exchange students get assigned campus housing automatically?,교환학생 숙소,dorm assignment = campus housing = 기숙사 배정,학습
시험 유형을 미리 파악하면 공부 방향이 잡혀,"If you understand the exam format beforehand, you know how to study.","Knowing the test format in advance helps you study smarter.",시험 준비,exam format = test format = 시험 유형 / in advance = 미리,학습
요즘 디지털 교과서가 대세야,Digital textbooks are the trend these days.,E-textbooks are becoming the norm nowadays.,에듀테크,digital textbook = e-textbook = 디지털 교과서,학습
교수님한테 면담 신청하고 싶어,"I'd like to request a meeting with the professor.","I want to set up an appointment with my professor.",면담,request a meeting = set up an appointment = 면담을 신청하다,학습
공부한 내용을 블로그에 정리하면 도움 돼,Blogging about what you study helps reinforce it.,Writing up study notes on a blog improves retention.,공부법,reinforce = 강화하다 / retention = 기억력,학습
이중 언어로 자라면 유리한 점이 많아,"Growing up bilingual comes with a lot of advantages.","Being raised bilingual has tons of benefits.",이중 언어,bilingual = 이중 언어의 / advantage = benefit = 이점,학습
학술 논문 쓸 때는 객관적이어야 해,"When writing academic papers, you need to be objective.","Academic writing requires objectivity.",학술 작문,objective = 객관적인 / objectivity = 객관성,학습
온라인 스터디 그룹도 효과적이야,Online study groups can be effective too.,Virtual study sessions work just as well.,온라인 스터디,virtual study session = 온라인 스터디,학습
전공 살려서 취직하고 싶어,I want to get a job related to my major.,I'd like to find work in my field of study.,전공 취업,related to one's major = in one's field of study = 전공 관련,학습
독학사로 학위 딸 수 있어,You can get a degree through self-study examinations.,It's possible to earn a diploma via independent study tests.,독학사,self-study examination = 독학사,학습
시험 보기 전에 심호흡하고 시작해,Take a deep breath before you start the exam.,Do some deep breathing exercises before the test begins.,시험 긴장,take a deep breath = 심호흡하다,학습
이번에 교생실습 나가,I'm going on my teaching practicum this time.,I have student teaching this semester.,교생실습,teaching practicum = student teaching = 교생실습,학습
공부가 지겨울 때는 과목을 바꿔서 해봐,"When you're bored of studying, try switching subjects.","If one subject gets tedious, rotate to another.",공부 팁,switch = rotate = 바꾸다 / tedious = 지겨운,학습
학교 성적 증명서 발급받아야 해,I need to get my official transcript issued.,I have to request a copy of my academic transcript.,증명서,official transcript = academic transcript = 성적 증명서,학습
수업 참여도가 성적에 반영돼,"Class participation counts toward your grade.","Your grade reflects how actively you participate in class.",참여도,class participation = 수업 참여도 / counts toward = 반영되다,학습
대학 축제 때 공부 안 되지,It's impossible to study during the university festival.,Nobody studies when the campus festival is going on.,대학 축제,campus festival = university festival = 대학 축제,학습
영어 듣기 평가 준비하려면 매일 들어야 해,"To prepare for the English listening test, you need to listen every day.","Daily listening practice is essential for the listening exam.",듣기 평가,listening test = 듣기 평가 / daily practice = 매일 연습,학습
교수님이 기말 프로젝트로 대체한대,"The professor is replacing the final exam with a project.","Instead of a final, we're doing a project.",기말 대체,replace with = ~로 대체하다,학습
공부할 때 간식 먹으면서 하면 안 돼?,Is it bad to snack while studying?,Can I eat snacks while I study?,공부 습관,snack = 간식을 먹다,학습
외국 대학원 지원하려면 GRE를 봐야 해,"If you want to apply to grad schools abroad, you need to take the GRE.",The GRE is required for most overseas graduate programs.,대학원 지원,GRE = Graduate Record Examination,학습
이번 학기 수강 신청 전쟁이었어,"Course registration this semester was a total battle.","Signing up for classes was a warzone this term.",수강 신청,course registration = 수강 신청 / warzone = 전쟁터,학습
