korean,english,alt,situation,note,category
시험 문제가 수업에서 안 다룬 거였어,The exam had questions on material we never covered in class.,The test included stuff that wasn't taught in lectures.,시험 불만,cover = 다루다 / material = 수업 내용,학습
스펙 쌓기에만 집중하면 안 돼,You shouldn't focus only on building your resume.,Don't just chase credentials—actually learn something.,스펙,build resume = 스펙을 쌓다 / credentials = 자격/스펙,학습
이번 주 리딩 과제 양이 엄청나,The reading assignment for this week is massive.,We have a ton of required reading this week.,리딩 과제,reading assignment = 리딩 과제 / massive = 엄청난,학습
시험 결과에 이의 신청 할 수 있어,You can file a grade appeal on the exam results.,It's possible to dispute your exam score.,이의 신청,grade appeal = 이의 신청 / dispute = 이의를 제기하다,학습
공부하다 막히면 잠시 쉬었다 다시 해,"When you hit a wall studying, take a short break and come back.","If you get stuck, step away for a bit and return with fresh eyes.",공부 팁,hit a wall = 막히다 / fresh eyes = 새로운 눈으로,학습
졸업하고 나서도 공부가 끝이 아니더라,"Even after graduation, the studying doesn't end.","I realized learning continues long after you get your diploma.",졸업 후,diploma = 졸업장 / continues = 계속되다,학습
교환학생 가면 학점 인정이 잘 돼?,Do credits transfer easily when you go on exchange?,Are exchange program credits fully recognized?,학점 인정,transfer credits = 학점 인정 / recognized = 인정되는,학습
혼공(혼자 공부하는 것)이 나한테 더 맞아,Studying solo works better for me.,I'm more productive when I study by myself.,혼자 공부,study solo = study by oneself = 혼자 공부하다,학습
영어 실력이 늘고 있다는 게 느껴져,I can feel my English improving.,I'm noticing real progress in my English.,영어 향상,progress = improvement = 향상/발전,학습
구글 스칼라에서 논문 찾아봐,Try searching for papers on Google Scholar.,Look up articles on Google Scholar.,논문 검색,Google Scholar = 구글 스칼라 (학술 검색 엔진),학습
발표할 때 대본을 읽지 말고 자연스럽게 말해,"Don't read from a script during your presentation. Speak naturally.","Try to present without reading off your notes.",발표 팁,script = 대본 / speak naturally = 자연스럽게 말하다,학습
팀플에서 의견 충돌이 있으면 타협해야 해,"If there's a conflict of opinions in a team project, you need to compromise.","When team members disagree, finding middle ground is key.",팀플 갈등,conflict = 충돌 / compromise = find middle ground = 타협하다,학습
이 단어장 앱 진짜 좋아 추천해,This vocabulary app is awesome. I recommend it.,You should try this word list app. It's really good.,앱 추천,vocabulary app = 단어장 앱,학습
수업 녹화본 다시 보면서 복습해,I review by rewatching the recorded lectures.,I go over the class recordings to study.,녹화 복습,recorded lecture = class recording = 수업 녹화본,학습
공부 자극 받을 때 진짜 의욕이 생겨,Getting study motivation from others really fires me up.,When I see others studying hard it motivates me.,공부 자극,fire someone up = motivate = 의욕을 불어넣다,학습
교수님이 논문 통과시켜줬어! 드디어!,My professor approved my thesis! Finally!,My paper got the green light from my advisor!,논문 통과,approve = give the green light = 통과시키다/승인하다,학습
시험 전날 새로운 거 공부하지 마,Don't study new material the night before the exam.,Avoid learning anything new right before the test.,시험 전날,new material = 새로운 내용,학습
원어민 발음을 완벽하게 따라 할 필요는 없어,"You don't need to perfectly mimic a native speaker's pronunciation.","It's okay if your pronunciation isn't exactly like a native's.",발음 조언,mimic = 따라하다 / accent는 개성이 될 수 있음,학습
단어 외울 때 문맥과 함께 외워야 해,"When memorizing words, learn them in context.","Always study vocabulary in context, not in isolation.",어휘 학습,in context = 문맥 속에서 / in isolation = 따로따로,학습
유학생 비자 갱신하는 데 서류가 많아,There's a lot of paperwork for renewing a student visa.,Renewing a student visa requires a ton of documents.,비자 갱신,paperwork = documents = 서류 / renew = 갱신하다,학습
연구 결과가 기존 이론과 일치해,The research findings are consistent with existing theory.,My results align with the established theoretical framework.,연구 결과,consistent with = align with = 일치하다,학습
요약본만 보면 안 돼 원문을 읽어,"Don't just read the summary. Read the original text.","You can't rely on summaries alone—go through the full text.",공부법,summary = 요약본 / original text = full text = 원문,학습
영어 관용표현은 외워야 해,English idioms just have to be memorized.,You need to learn English idiomatic expressions by heart.,영어 관용어,idiom = idiomatic expression = 관용표현 / by heart = 암기로,학습
이번 학기에 계절학기도 들을 거야,I'm also going to take summer/winter courses this semester.,I plan to do a seasonal term to catch up on credits.,계절학기,summer/winter course = seasonal term = 계절학기,학습
연구실 생활이 생각보다 빡세다,Lab life is tougher than I expected.,Working in the research lab is more intense than I thought.,연구실 생활,lab life = 연구실 생활 / intense = 빡센/강도 높은,학습
좋은 공부 습관을 만드는 게 중요해,"Building good study habits is what matters most.","Developing solid study routines is key to success.",공부 습관,study habits = study routines = 공부 습관,학습
필기 노트 빌려줄 수 있어?,Can I borrow your lecture notes?,Could you lend me your class notes?,노트 빌리기,borrow = 빌리다 / lend = 빌려주다,학습
교수님이 과제 마감 연장해줬어,The professor extended the assignment deadline.,Our prof gave us an extension on the due date.,마감 연장,extend the deadline = give an extension = 마감을 연장하다,학습
공부 루틴이 잡히면 한결 수월해져,"Once you get into a study routine, things get much easier.","Having a set study schedule makes everything smoother.",루틴,routine = 루틴 / smoother = 더 수월한,학습
시험 보고 나면 답 맞춰보는 거 스트레스야,Comparing answers after the exam stresses me out.,I hate checking my answers against others after a test.,시험 후,compare answers = 답을 맞춰보다,학습
학습 동기 유지하는 게 제일 어려워,The hardest thing is maintaining your motivation to learn.,Keeping your drive to study alive is the biggest challenge.,동기 부여,maintain motivation = keep drive alive = 동기를 유지하다,학습
에세이 쓰는 게 이렇게 어려울 줄 몰랐어,I didn't realize writing an essay would be this hard.,I underestimated how difficult essay writing could be.,에세이,underestimate = 과소평가하다,학습
공부한 만큼 결과가 나온다,You get out what you put in.,Your results reflect the effort you invest.,공부 격언,you get out what you put in = 노력한 만큼 결과가 나온다,학습
새 학기라 교재 사느라 돈이 많이 들었어,I spent a lot of money buying textbooks for the new semester.,Textbooks for the new term really set me back financially.,교재 구입,textbook = 교재 / set me back = 돈이 들다,학습
스터디 그룹에서 서로 퀴즈 내면 재밌어,It's fun to quiz each other in the study group.,Trading quiz questions in a study group makes learning enjoyable.,스터디 그룹,quiz each other = trade quiz questions = 서로 퀴즈를 내다,학습
대학 생활이 인생에서 가장 좋은 시절이야,College is the best time of your life.,Your university years are the golden days.,대학 생활,the best time = golden days = 가장 좋은 시절,학습
과외 선생님이 잘 가르쳐줘서 성적이 올랐어,"My tutor teaches so well, my grades went up.","Thanks to my private tutor, my scores improved.",과외 효과,tutor = 과외 선생님 / scores improved = 성적이 올랐다,학습
논문 초록 쓰는 게 의외로 어렵더라,Writing the abstract for the paper was surprisingly difficult.,I didn't expect the thesis abstract to be so tricky.,논문 초록,abstract = 초록/요약 / tricky = 까다로운,학습
입시 스트레스 때문에 잠을 못 자겠어,"I can't sleep because of college admissions stress.","Entrance exam pressure is keeping me up at night.",입시 스트레스,admissions stress = entrance exam pressure = 입시 스트레스,학습
이 강의 듣고 나서 진로가 확실해졌어,After taking this course my career path became clear.,This class helped me figure out what I want to do.,진로 결정,career path = 진로 / figure out = 알아내다/결정하다,학습
공부 안 되는 날에는 과감히 쉬어,"On days when studying just isn't working, be bold and take a break.","If studying isn't clicking, just call it a day and rest.",공부 쉬기,call it a day = 그만하다 / be bold = 과감하게,학습
유학 생활에서 영어보다 외로움이 더 힘들었어,"During study abroad, loneliness was harder than the language barrier.","The isolation of living overseas was tougher than the English.",유학 외로움,loneliness = isolation = 외로움 / language barrier = 언어 장벽,학습
레포트에 각주랑 미주 차이가 뭐야?,What's the difference between footnotes and endnotes in a report?,Can you explain footnotes versus endnotes?,레포트 형식,footnote = 각주 / endnote = 미주,학습
교수님 연구 분야가 내 관심사와 딱 맞아,The professor's research area is a perfect match for my interests.,My interests align perfectly with what the professor studies.,연구 관심,align with = match = 일치하다/맞다,학습
시험 끝나고 머리가 하얘졌어,My mind went blank after the exam.,I was completely brain-dead after the test.,시험 후,mind went blank = brain-dead = 머리가 하얘지다/멍해지다,학습
한 번에 합격하고 싶어 재시험 보기 싫어,I want to pass on my first try. I don't want to retake it.,I'm aiming to clear it in one shot.,합격 목표,first try = one shot = 한 번에 / retake = 재시험,학습
원서접수 기간 놓치면 안 돼,You can't miss the application period.,Don't let the registration window pass you by.,원서접수,application period = registration window = 원서접수 기간,학습
튜터링 프로그램 참여하면 학점도 받을 수 있어,"If you join the tutoring program, you can earn credits too.","The tutoring program counts toward your credits.",튜터링,tutoring program = 튜터링 프로그램,학습
학업과 취미를 균형 있게 해야 해,You need to balance academics and hobbies.,It's important to find a balance between studying and your interests.,균형,balance = 균형 / academics = 학업,학습
시험 전에 컨디션 관리가 중요해,"Before exams, taking care of your health is crucial.","Staying in good shape before tests is just as important as studying.",컨디션 관리,take care of health = stay in good shape = 컨디션을 관리하다,학습
교수님 추천서 덕분에 합격한 것 같아,"I think I got in thanks to the professor's recommendation letter.","The professor's reference letter probably sealed the deal for my admission.",추천서 효과,sealed the deal = 결정적이었다 / recommendation letter = 추천서,학습
오늘 배운 거 친구한테 설명하니까 더 이해됐어,"Explaining what I learned today to a friend helped me understand it better.","Teaching someone else what I studied deepened my understanding.",공부법,teaching others deepens understanding = 남을 가르치면 이해가 깊어진다,학습
프레젠테이션 슬라이드 너무 글자가 많으면 안 돼,Your presentation slides shouldn't have too much text.,Keep your slides clean—less text is more.,발표 팁,less is more = 적을수록 좋다,학습
독서 모임 가입했는데 동기 부여가 돼,I joined a book club and it really keeps me motivated.,Being in a reading group motivates me to actually finish books.,독서 모임,book club = reading group = 독서 모임,학습
이번 세미나 발표자가 유명한 교수래,The speaker at this seminar is apparently a famous professor.,A renowned professor is giving the seminar talk this time.,세미나,seminar = 세미나 / renowned = 유명한,학습
외국어 공부할 때 실수를 두려워하지 마,"When learning a foreign language, don't be afraid of making mistakes.","Mistakes are part of the process when studying a new language.",외국어 학습,don't be afraid of mistakes = 실수를 두려워하지 마,학습
학위 따는 데 몇 년 걸렸어?,How many years did it take you to get your degree?,How long did it take to earn your degree?,학위,earn/get a degree = 학위를 따다,학습
요즘 ChatGPT로 공부하는 사람 많더라,"I see a lot of people studying with ChatGPT these days.","Using ChatGPT as a study tool has become really common.",AI 학습,study tool = 학습 도구,학습
공부는 양보다 질이 중요해,Quality matters more than quantity when it comes to studying.,It's not about how long you study but how well you study.,공부법,quality over quantity = 양보다 질,학습
학점 관리 잘해놓으면 나중에 후회 안 해,"If you keep your grades up now, you won't regret it later.","Maintaining a solid GPA pays off down the road.",학점 관리,pay off = 보상받다 / down the road = 나중에,학습
외국 대학 학비가 상상 초월이야,Foreign university tuition is beyond imagination.,The cost of overseas universities is astronomical.,유학 비용,beyond imagination = astronomical = 상상 초월인,학습
동기들이 다 잘해서 자극 받아,"All my classmates are doing well, so it pushes me too.","Being around high-performing peers motivates me.",동기 부여,peers = 동기/또래 / motivate = push = 자극하다,학습
이번 학술대회에서 우수 논문상 받았어,I won the best paper award at this academic conference.,My paper received the outstanding research award at the conference.,학술대회,best paper award = outstanding research award = 우수 논문상,학습
코딩 독학으로 배우다 보면 막히는 부분이 많아,"When you teach yourself coding, you run into a lot of roadblocks.",Self-studying programming means hitting dead ends frequently.,코딩 독학,roadblock = dead end = 막히는 부분,학습
이 분야 전문가가 되려면 10년은 걸린대,"They say it takes 10 years to become an expert in any field.","Becoming a specialist in this area supposedly takes a decade.",전문성,expert = specialist = 전문가 / decade = 10년,학습
공부 잘하는 비결이 뭐야?,What's your secret to being a good student?,How do you manage to study so well?,공부 비결,secret = 비결 / manage to = ~을 해내다,학습
마감 직전에 몰아서 하는 습관 고쳐야 해,"I need to break the habit of cramming everything right before the deadline.","I should stop procrastinating and doing things at the last minute.",미루는 습관,procrastinate = 미루다 / at the last minute = 마감 직전에,학습
학교에서 상담 서비스 이용해봤어?,Have you used the school counseling services?,Have you tried the campus counseling center?,학교 상담,counseling services = 상담 서비스,학습
이번 주말에 도서관 가서 밀린 과제 하자,"Let's go to the library this weekend and catch up on overdue assignments.","Want to hit the library this weekend and knock out our backlog?",과제 밀림,catch up on = 밀린 것을 하다 / knock out = 해치우다,학습
강의평가 솔직하게 쓸 거야?,Are you going to be honest on the course evaluation?,Will you give honest feedback on the teacher evaluation?,강의평가,course evaluation = teacher evaluation = 강의평가,학습
한 학기만 더 하면 졸업이야,One more semester and I graduate.,I'm just one term away from graduation.,졸업 임박,one semester away from = 한 학기 남은,학습
스터디 플래너 앱 깔아봤는데 꽤 괜찮아,"I downloaded a study planner app and it's pretty decent.","I tried a study planner app and it's actually helpful.",앱 활용,decent = 꽤 괜찮은 / helpful = 도움이 되는,학습
수업 빠지면 출석 점수에 영향이 있어,"If you miss class, it affects your attendance grade.","Skipping lectures will impact your participation score.",출석 점수,attendance grade = participation score = 출석 점수,학습
논문 심사가 다음 달이라 긴장돼,"My thesis defense is next month, so I'm nervous.","I have my dissertation defense coming up and I'm stressed.",논문 심사,thesis defense = dissertation defense = 논문 심사,학습
유학 준비는 최소 1년 전부터 해야 해,"You should start preparing to study abroad at least a year in advance.","Begin your study abroad prep at least 12 months ahead.",유학 준비,in advance = ahead = 미리/사전에,학습
교환학생 가면 기숙사 배정 어떻게 돼?,How does dorm assignment work for exchange students?,Do exchange students get assigned campus housing automatically?,교환학생 숙소,dorm assignment = campus housing = 기숙사 배정,학습
시험 유형을 미리 파악하면 공부 방향이 잡혀,"If you understand the exam format beforehand, you know how to study.","Knowing the test format in advance helps you study smarter.",시험 준비,exam format = test format = 시험 유형 / in advance = 미리,학습
요즘 디지털 교과서가 대세야,Digital textbooks are the trend these days.,E-textbooks are becoming the norm nowadays.,에듀테크,digital textbook = e-textbook = 디지털 교과서,학습
교수님한테 면담 신청하고 싶어,"I'd like to request a meeting with the professor.","I want to set up an appointment with my professor.",면담,request a meeting = set up an appointment = 면담을 신청하다,학습
공부한 내용을 블로그에 정리하면 도움 돼,Blogging about what you study helps reinforce it.,Writing up study notes on a blog improves retention.,공부법,reinforce = 강화하다 / retention = 기억력,학습
이중 언어로 자라면 유리한 점이 많아,"Growing up bilingual comes with a lot of advantages.","Being raised bilingual has tons of benefits.",이중 언어,bilingual = 이중 언어의 / advantage = benefit = 이점,학습
학술 논문 쓸 때는 객관적이어야 해,"When writing academic papers, you need to be objective.","Academic writing requires objectivity.",학술 작문,objective = 객관적인 / objectivity = 객관성,학습
온라인 스터디 그룹도 효과적이야,Online study groups can be effective too.,Virtual study sessions work just as well.,온라인 스터디,virtual study session = 온라인 스터디,학습
전공 살려서 취직하고 싶어,I want to get a job related to my major.,I'd like to find work in my field of study.,전공 취업,related to one's major = in one's field of study = 전공 관련,학습
독학사로 학위 딸 수 있어,You can get a degree through self-study examinations.,It's possible to earn a diploma via independent study tests.,독학사,self-study examination = 독학사,학습
시험 보기 전에 심호흡하고 시작해,Take a deep breath before you start the exam.,Do some deep breathing exercises before the test begins.,시험 긴장,take a deep breath = 심호흡하다,학습
이번에 교생실습 나가,I'm going on my teaching practicum this time.,I have student teaching this semester.,교생실습,teaching practicum = student teaching = 교생실습,학습
공부가 지겨울 때는 과목을 바꿔서 해봐,"When you're bored of studying, try switching subjects.","If one subject gets tedious, rotate to another.",공부 팁,switch = rotate = 바꾸다 / tedious = 지겨운,학습
학교 성적 증명서 발급받아야 해,I need to get my official transcript issued.,I have to request a copy of my academic transcript.,증명서,official transcript = academic transcript = 성적 증명서,학습
수업 참여도가 성적에 반영돼,"Class participation counts toward your grade.","Your grade reflects how actively you participate in class.",참여도,class participation = 수업 참여도 / counts toward = 반영되다,학습
대학 축제 때 공부 안 되지,It's impossible to study during the university festival.,Nobody studies when the campus festival is going on.,대학 축제,campus festival = university festival = 대학 축제,학습
영어 듣기 평가 준비하려면 매일 들어야 해,"To prepare for the English listening test, you need to listen every day.","Daily listening practice is essential for the listening exam.",듣기 평가,listening test = 듣기 평가 / daily practice = 매일 연습,학습
교수님이 기말 프로젝트로 대체한대,"The professor is replacing the final exam with a project.","Instead of a final, we're doing a project.",기말 대체,replace with = ~로 대체하다,학습
공부할 때 간식 먹으면서 하면 안 돼?,Is it bad to snack while studying?,Can I eat snacks while I study?,공부 습관,snack = 간식을 먹다,학습
외국 대학원 지원하려면 GRE를 봐야 해,"If you want to apply to grad schools abroad, you need to take the GRE.",The GRE is required for most overseas graduate programs.,대학원 지원,GRE = Graduate Record Examination,학습
이번 학기 수강 신청 전쟁이었어,"Course registration this semester was a total battle.","Signing up for classes was a warzone this term.",수강 신청,course registration = 수강 신청 / warzone = 전쟁터,학습
SCI 논문 게재하면 졸업 요건 충족이야,"If you publish in an SCI journal, you meet the graduation requirement.",Getting published in an SCI journal fulfills the degree requirement.,논문 게재,SCI journal = SCI급 학술지 / fulfill = 충족하다,학습
영어 에세이 쓸 때 구조가 중요해,"When writing an English essay, structure is key.","For English essays, having a clear structure matters most.",영작문,structure = 구조 / key = 핵심적인,학습
연구 참여 경험이 대학원 입시에 유리해,Research experience gives you an edge in grad school admissions.,Having lab experience helps when applying to graduate programs.,대학원 입시,edge = 유리함 / lab experience = 연구 경험,학습
학교 앞 독서실에서 밤새 공부했어,I studied all night at the study room near school.,I pulled an all-nighter at the reading room by campus.,독서실,study room = reading room = 독서실,학습
IELTS랑 토플 중에 뭐가 더 쉬워?,Which is easier—IELTS or TOEFL?,Between IELTS and TOEFL which one is less difficult?,영어 시험,IELTS = International English Language Testing System,학습
교수님이 추가 점수 기회를 줬어,The professor offered extra credit opportunities.,We got a chance for bonus points from the professor.,추가 점수,extra credit = bonus points = 추가 점수,학습
학생증 분실해서 재발급 받아야 해,"I lost my student ID, so I need to get it reissued.",I have to get a replacement student ID card.,학생증,student ID = 학생증 / reissue = replacement = 재발급,학습
논문 주제 바꿀까 고민 중이야,I'm debating whether to change my thesis topic.,I'm on the fence about switching my research topic.,논문 고민,on the fence = 결정을 못 하는 / debate = 고민하다,학습
어학당에서 한국어 배우는 외국인 친구 사귀었어,I made a friend who's learning Korean at a language institute.,I befriended an international student from the Korean language school.,어학당,language institute = 어학당,학습
암기 카드 만들어서 지하철에서 외워,"I make flashcards and memorize them on the subway.","I study my flashcards during my commute on the train.",암기법,flashcard = 암기 카드,학습
이번 시험 커브 줬으면 좋겠다,I hope they grade on a curve for this exam.,I'm praying for a curve on this test.,시험 기대,grade on a curve = 커브를 주다 (상대 평가로 조정),학습
공부 타이머 앱 쓰면 집중 시간 늘어,Using a study timer app increases your focus time.,A focus timer helps you study for longer stretches.,집중 도구,study timer = focus timer = 공부 타이머,학습
졸업식 때 부모님 초대하고 싶어,I want to invite my parents to the graduation ceremony.,I'd love to have my family at commencement.,졸업식,graduation ceremony = commencement = 졸업식,학습
방학 동안 인턴 경험 쌓아야 해,I need to gain internship experience during the break.,I should do an internship over summer break.,인턴,gain experience = 경험을 쌓다 / internship = 인턴십,학습
공부 환경이 중요해 깨끗한 책상에서 해,Study environment matters. Keep your desk clean.,A tidy workspace helps you focus better.,공부 환경,study environment = 공부 환경 / tidy = 깨끗한,학습
영어 말하기 시험이 제일 떨려,"The English speaking test makes me the most nervous.","I get the most anxious about the oral English exam.",말하기 시험,speaking test = oral exam = 말하기 시험,학습
대학원 세미나에서 논문 리뷰 발표해야 해,I have to present a paper review at the graduate seminar.,I need to give a literature review talk at our grad seminar.,세미나 발표,paper review = literature review = 논문 리뷰,학습
공부 브이로그 보면 자극 받아,Watching study vlogs motivates me.,Study vlogs on YouTube give me motivation.,공부 자극,study vlog = 공부 브이로그 / motivate = 자극하다,학습
문제 유형별로 정리하면 효율적이야,Organizing problems by type is efficient.,Categorizing questions by pattern makes studying more effective.,정리법,categorize = organize = 분류하다/정리하다,학습
유학 갈 때 보험 꼭 들어야 해,"When studying abroad, you must get insurance.","Make sure to get health insurance before going overseas.",유학 보험,insurance = 보험 / health insurance = 건강 보험,학습
선배한테 족보 구했는데 이번엔 안 통했어,"I got past exams from a senior, but they didn't help this time.",The old test papers I got didn't match this year's exam at all.,족보,past exams = 기출문제/족보,학습
교수님 논문 지도가 체계적이어서 좋아,I appreciate how systematic my professor's thesis guidance is.,My advisor's thesis supervision is well-organized.,논문 지도,systematic = well-organized = 체계적인 / guidance = supervision = 지도,학습
시험 때 부정행위 적발 시스템이 강화됐대,They've tightened the cheating detection system for exams.,Anti-cheating measures have been strengthened for tests.,부정행위,cheating detection = 부정행위 적발 / tighten = strengthen = 강화하다,학습
전공 수업 원서로 배우는 게 힘들어,"Studying major courses with English textbooks is tough.","Taking core classes with foreign-language textbooks is challenging.",원서 수업,textbook = 교재/원서 / core class = 전공 수업,학습
학습 장애가 있으면 학교에서 지원받을 수 있어,"If you have a learning disability, you can get support from school.","Schools offer accommodations for students with learning difficulties.",학습 장애,learning disability = 학습 장애 / accommodations = 지원/편의,학습
토론 수업에서 적극적으로 참여해야 점수가 높아,"In discussion classes, active participation earns you better grades.",You need to speak up in seminar-style classes to score well.,토론 참여,active participation = 적극적 참여 / speak up = 발언하다,학습
시험 전에 기출 문제 패턴을 분석해봐,Analyze the pattern of past exam questions before the test.,Look at trends in previous test questions to prepare.,시험 준비,analyze patterns = 패턴을 분석하다,학습
학원비가 매달 부담돼,The monthly academy fees are a financial burden.,Paying for cram school every month is straining my budget.,학원비,academy fees = 학원비 / financial burden = 경제적 부담,학습
영어 작문에서 주어-동사 일치가 중요해,"In English writing, subject-verb agreement is crucial.","Make sure your subjects and verbs agree in your English essays.",영문법,subject-verb agreement = 주어-동사 일치,학습
공부하다 너무 지치면 산책이라도 해,"If studying wears you out, at least go for a walk.","When you're burnt out from studying, take a walk to refresh.",휴식,wear out = burn out = 지치다 / refresh = 기분 전환하다,학습
학교 교육과 실무가 너무 달라,School education and actual work are so different.,What they teach in school and what you do on the job are worlds apart.,이론과 실무,worlds apart = 완전히 다른 / actual work = 실무,학습
MOOC에서 하버드 수업도 무료로 들을 수 있어,You can take Harvard courses for free on MOOC platforms.,MOOCs let you access Ivy League classes at no cost.,MOOC 활용,Ivy League = 아이비리그 / at no cost = 무료로,학습
영어 일기 쓰다가 문법 틀려도 괜찮아,"It's okay to make grammar mistakes in your English diary.","Don't worry about perfect grammar when journaling in English.",영어 일기,don't worry about = ~에 대해 걱정하지 마,학습
학위 논문 심사위원이 세 명이야,"There are three committee members for the thesis defense.","My dissertation committee consists of three professors.",논문 심사,committee members = 심사위원 / dissertation committee = 논문 심사 위원회,학습
영어 뉴스 기사를 매일 하나씩 읽어봐,Try reading one English news article every day.,Read at least one English news piece daily for practice.,영어 읽기,news article = news piece = 뉴스 기사,학습
유학 와서 요리를 배우게 됐어,I ended up learning to cook after coming to study abroad.,Living overseas for school forced me to learn cooking.,유학 생활,end up learning = 결국 배우게 되다,학습
학교 상담사한테 진로 상담 받아봐,Try getting career counseling from the school counselor.,You should talk to the school's career advisor.,진로 상담,career counseling = 진로 상담 / career advisor = 진로 상담사,학습
컨퍼런스 참가비가 비싸서 학교에서 지원받았어,"The conference registration fee was expensive, so I got funding from school.",My university covered the conference attendance costs.,학회 참가,conference registration fee = 학회 참가비 / funding = 지원금,학습
오늘 수업에서 깨달은 게 있어,I had an insight in today's class.,Something clicked for me during today's lecture.,깨달음,insight = 깨달음/통찰 / something clicked = 이해가 됐다,학습
학교 메일 확인 안 하면 중요한 공지 놓쳐,"If you don't check your school email, you'll miss important announcements.","Keep an eye on your campus email or you'll miss key notices.",학교 공지,announcement = notice = 공지 / miss = 놓치다,학습
학부 연구생으로 참여하면 경험이 많이 쌓여,Being an undergraduate research assistant gives you a ton of experience.,Participating in research as an undergrad builds valuable skills.,학부 연구생,undergraduate research assistant = 학부 연구생,학습
외국어는 매일 조금씩 하는 게 몰아서 하는 것보다 나아,Studying a foreign language a little every day beats cramming it all at once.,Consistent daily practice is better than binge-studying for languages.,외국어 학습,consistent = 꾸준한 / binge-study = 몰아서 공부하다,학습
시험 답안지에 이름 안 썼을까 봐 불안해,"I'm anxious that I might have forgotten to write my name on the answer sheet.","I keep worrying I left my name off the exam paper.",시험 불안,answer sheet = 답안지 / anxious = 불안한,학습
학교 동아리 활동이 대학 생활의 꽃이야,Club activities are the highlight of college life.,University clubs make the college experience truly special.,동아리,club activities = 동아리 활동 / highlight = 꽃/하이라이트,학습
원격 수업이 편하긴 한데 집중이 잘 안 돼,"Remote classes are convenient, but I can't focus well.",Online learning is easy to access but hard to concentrate on.,원격 수업,remote class = online learning = 원격 수업 / convenient = 편리한,학습
영어 스피킹 테스트에서 필러 워드를 줄여야 해,"You should reduce filler words in your English speaking test.","Try to cut down on um's and uh's during the oral exam.",스피킹 팁,filler words = 필러 워드 (um/uh 등) / reduce = cut down on = 줄이다,학습
학점 포기 제도 이용할 수 있어,You can use the grade forgiveness policy.,The grade withdrawal system lets you drop a bad grade.,학점 포기,grade forgiveness = grade withdrawal = 학점 포기 제도,학습
논문 작성할 때 표절률 체크 꼭 해,Always check the plagiarism rate when writing a paper.,Run your paper through a plagiarism checker before submitting.,표절 체크,plagiarism rate = 표절률 / plagiarism checker = 표절 검사 도구,학습
유학 생활 적응하려면 현지 문화를 존중해야 해,"To adjust to study abroad life, you need to respect the local culture.","Respecting local customs is essential for adapting overseas.",문화 적응,respect = 존중하다 / local customs = local culture = 현지 문화,학습
이번 과제 AI 써도 되나요?,Can we use AI for this assignment?,Is it okay to use AI tools on this homework?,AI 사용,AI tools = AI 도구,학습
논문에서 연구 한계점도 써야 해,You need to include the limitations of your research in the paper.,Your thesis should also address the study's limitations.,논문 작성,limitations = 한계점 / address = 다루다,학습
영어 팟캐스트 듣기 시작했는데 아직 잘 안 들려,I started listening to English podcasts but I still can't catch much.,English podcasts are still hard for me to follow.,영어 듣기,catch = follow = 알아듣다,학습
캠퍼스 라이프 즐기면서 공부도 열심히 하고 싶어,I want to enjoy campus life while also studying hard.,I'm trying to balance having fun and keeping up with academics.,캠퍼스 생활,campus life = 캠퍼스 라이프 / balance = 균형을 맞추다,학습
교수님이 논문 지도 미팅을 주 1회 하자고 하셨어,My professor wants to have thesis supervision meetings once a week.,My advisor scheduled weekly check-ins for thesis progress.,논문 지도,supervision meeting = check-in = 지도 미팅,학습
학습 목표를 구체적으로 세워야 달성할 수 있어,"You need to set specific learning goals to actually achieve them.","Concrete study objectives are more achievable than vague ones.",학습 목표,specific = concrete = 구체적인 / achieve = 달성하다,학습
유학 중에 국제학생 모임에 참여하면 도움 돼,"During study abroad, joining international student groups helps.",Getting involved in international student organizations makes overseas life easier.,유학 모임,international student group = 국제학생 모임,학습
시험 문제 출제 경향을 파악하면 유리해,"If you figure out the exam question trends, you'll have an advantage.","Understanding test question patterns gives you a leg up.",시험 전략,trends = patterns = 경향 / a leg up = 유리함,학습
공부할 때 배경 음악 틀어도 돼?,Is it okay to play background music while studying?,Does background music help or hurt your studying?,배경 음악,background music = 배경 음악,학습
교수님 사무실 노크하고 들어가야지,"You should knock before entering the professor's office.","Always knock on the professor's door before walking in.",예절,knock = 노크하다,학습
이번 학술 심포지엄에 참관 가고 싶어,I want to attend this academic symposium as an observer.,I'd like to go to the symposium just to watch and learn.,학술 행사,symposium = 심포지엄 / observer = 참관인,학습
영작할 때 한국어 어순으로 쓰면 안 돼,You shouldn't write in English using Korean word order.,Don't translate Korean sentence structure directly into English.,영작문,word order = 어순 / sentence structure = 문장 구조,학습
시험 전에 수업 필기 정리하는 게 중요해,Organizing your class notes before exams is important.,Reviewing and tidying up your lecture notes before tests pays off.,시험 준비,organize = tidy up = 정리하다 / pay off = 효과가 있다,학습
다음 학기 수강 신청 일정 확인했어?,Did you check the course registration schedule for next semester?,Have you looked at the enrollment dates for next term?,수강 신청,course registration = enrollment = 수강 신청,학습
유학 비자 인터뷰 준비 어떻게 해?,How do you prepare for the student visa interview?,Any tips for the visa interview?,비자 인터뷰,visa interview = 비자 인터뷰,학습
연구 데이터 백업 꼭 해놔,Make sure to back up your research data.,Always keep a backup of your lab data.,데이터 백업,back up = 백업하다,학습
