deterritorialization,"Deterritorialization describes how cultural practices become detached from their places of origin.",탈영토화,탈영토화는 문화적 관행이 원래 장소에서 분리되는 방식을 기술한다.,脱領土化,脱領土化は文化的実践がその起源の場所から切り離される方法を記述する。,解域化,解域化描述了文化实践如何从其起源地脱离。,desterritorialización,La desterritorialización describe cómo las prácticas culturales se desprenden de sus lugares de origen.,giải lãnh thổ hóa,Giải lãnh thổ hóa mô tả cách các thực hành văn hóa tách khỏi nơi xuất xứ.,การปลดพื้นที่,การปลดพื้นที่อธิบายว่าแนวปฏิบัติทางวัฒนธรรมแยกออกจากถิ่นกำเนิดอย่างไร,deteritorialisasi,Deteritorialisasi menggambarkan bagaimana praktik budaya menjadi terlepas dari tempat asalnya.
explainability,"Explainability in AI systems is crucial for building public trust in automated decisions.",설명가능성,"AI 시스템의 설명가능성은 자동화된 결정에 대한 공공 신뢰 구축에 필수적이다.",説明可能性,"AIシステムの説明可能性は自動化された判断への公共の信頼構築に不可欠である。",可解释性,"AI系统的可解释性对于建立公众对自动化决策的信任至关重要。",explicabilidad,"La explicabilidad en los sistemas de IA es crucial para construir confianza pública en las decisiones automatizadas.",khả năng giải thích,"Khả năng giải thích trong hệ thống AI rất quan trọng để xây dựng niềm tin công chúng vào quyết định tự động.",ความสามารถในการอธิบาย,"ความสามารถในการอธิบายในระบบ AI มีความสำคัญอย่างยิ่งต่อการสร้างความไว้วางใจของสาธารณชนในการตัดสินใจแบบอัตโนมัติ",eksplainabilitas,"Eksplainabilitas dalam sistem AI sangat penting untuk membangun kepercayaan publik terhadap keputusan otomatis."
opacity,"The opacity of neural network decision-making frustrates regulators seeking transparency.",불투명성,"신경망 의사결정의 불투명성은 투명성을 추구하는 규제기관을 좌절시킨다.",不透明性,"ニューラルネットワークの意思決定の不透明性は透明性を求める規制当局を困惑させる。",不透明性,"神经网络决策的不透明性令寻求透明度的监管机构感到沮丧。",opacidad,"La opacidad en la toma de decisiones de redes neuronales frustra a los reguladores que buscan transparencia.",tính mờ đục,"Tính mờ đục trong quá trình ra quyết định của mạng nơ-ron gây khó khăn cho cơ quan quản lý.",ความทึบ,"ความทึบของการตัดสินใจของโครงข่ายประสาทเทียมทำให้ผู้กำกับดูแลที่แสวงหาความโปร่งใสผิดหวัง",opasitas,"Opasitas pengambilan keputusan jaringan saraf membuat regulator yang mencari transparansi frustrasi."
sentience,"The debate over machine sentience has profound implications for AI rights and moral status.",감각능력,"기계 감각능력에 대한 논쟁은 AI 권리와 도덕적 지위에 심오한 함의를 가진다.",感覚性,"機械の感覚性に関する議論はAIの権利と道徳的地位に深遠な影響を与える。",感知力,"关于机器感知力的辩论对AI权利和道德地位有深远影响。",sensibilidad,"El debate sobre la sensibilidad de las máquinas tiene profundas implicaciones para los derechos y el estatus moral de la IA.",năng lực cảm nhận,"Cuộc tranh luận về năng lực cảm nhận của máy có ý nghĩa sâu sắc đối với quyền AI.",ความรู้สึก,"การถกเถียงเรื่องความรู้สึกของเครื่องจักรมีผลกระทบอย่างลึกซึ้งต่อสิทธิ์ AI และสถานะทางศีลธรรม",kesadaran,"Perdebatan tentang kesadaran mesin memiliki implikasi mendalam bagi hak-hak AI dan status moral."
disinformation,"AI-generated disinformation campaigns can undermine elections and social cohesion.",허위정보,"AI가 생성한 허위정보 캠페인은 선거와 사회적 결속을 약화시킬 수 있다.",偽情報,"AI生成の偽情報キャンペーンは選挙と社会的結束を弱体化させ得る。",虚假信息,"AI生成的虚假信息运动可能破坏选举和社会凝聚力。",desinformación,"Las campañas de desinformación generadas por IA pueden socavar las elecciones y la cohesión social.",thông tin sai lệch,"Chiến dịch thông tin sai lệch do AI tạo ra có thể phá hoại bầu cử và gắn kết xã hội.",ข้อมูลบิดเบือน,"แคมเปญข้อมูลบิดเบือนที่สร้างโดย AI สามารถบ่อนทำลายการเลือกตั้งและความสามัคคีทางสังคม",disinformasi,"Kampanye disinformasi yang dihasilkan AI dapat merusak pemilu dan kohesi sosial."
superintelligence,"Superintelligence refers to hypothetical AI that surpasses human cognitive abilities in every domain.",초지능,"초지능은 모든 영역에서 인간의 인지 능력을 능가하는 가상의 AI를 가리킨다.",超知性,"超知性は全ての領域で人間の認知能力を凌駕する仮想的なAIを指す。",超级智能,"超级智能是指在所有领域超越人类认知能力的假想AI。",superinteligencia,"La superinteligencia se refiere a una IA hipotética que supera las capacidades cognitivas humanas en todos los dominios.",siêu trí tuệ,"Siêu trí tuệ đề cập đến AI giả thuyết vượt qua năng lực nhận thức con người trong mọi lĩnh vực.",ปัญญาเหนือมนุษย์,"ปัญญาเหนือมนุษย์หมายถึง AI สมมุติที่เหนือกว่าความสามารถทางปัญญาของมนุษย์ในทุกด้าน",superinteligensi,"Superinteligensi merujuk pada AI hipotetis yang melampaui kemampuan kognitif manusia di setiap domain."
hallucination,"Large language models are prone to hallucination when generating plausible but factually incorrect content.",환각,"대규모 언어 모델은 그럴듯하지만 사실적으로 부정확한 내용을 생성할 때 환각에 취약하다.",ハルシネーション,"大規模言語モデルはもっともらしいが事実上不正確なコンテンツを生成する際にハルシネーションを起こしやすい。",幻觉,"大型语言模型在生成看似合理但事实不正确的内容时容易产生幻觉。",alucinación,"Los grandes modelos de lenguaje son propensos a la alucinación al generar contenido plausible pero factualmente incorrecto.",ảo giác,"Mô hình ngôn ngữ lớn dễ bị ảo giác khi tạo nội dung có vẻ hợp lý nhưng sai sự thật.",ภาพหลอน,"โมเดลภาษาขนาดใหญ่มีแนวโน้มที่จะเกิดภาพหลอนเมื่อสร้างเนื้อหาที่ดูน่าเชื่อแต่ไม่ถูกต้องตามข้อเท็จจริง",halusinasi,"Model bahasa besar rentan terhadap halusinasi saat menghasilkan konten yang masuk akal tetapi secara faktual tidak benar."
anthropomorphism,"Anthropomorphism in AI chatbot design can mislead users about the system's actual capabilities.",의인화,"AI 챗봇 설계에서의 의인화는 시스템의 실제 능력에 대해 사용자를 오도할 수 있다.",擬人化,"AIチャットボット設計における擬人化はシステムの実際の能力についてユーザーを誤導し得る。",拟人化,"AI聊天机器人设计中的拟人化可能误导用户对系统实际能力的认知。",antropomorfismo,"El antropomorfismo en el diseño de chatbots de IA puede engañar a los usuarios sobre las capacidades reales del sistema.",nhân cách hóa,"Nhân cách hóa trong thiết kế chatbot AI có thể khiến người dùng hiểu sai về khả năng thực của hệ thống.",การให้ลักษณะมนุษย์,"การให้ลักษณะมนุษย์ในการออกแบบแชทบอท AI อาจทำให้ผู้ใช้เข้าใจผิดเกี่ยวกับความสามารถที่แท้จริงของระบบ",antropomorfisme,"Antropomorfisme dalam desain chatbot AI dapat menyesatkan pengguna tentang kemampuan aktual sistem."
adversarial,"Adversarial attacks exploit vulnerabilities in machine learning models through crafted inputs.",적대적,"적대적 공격은 조작된 입력을 통해 머신러닝 모델의 취약점을 악용한다.",敵対的,"敵対的攻撃は巧妙に作成された入力を通じて機械学習モデルの脆弱性を悪用する。",对抗性,"对抗性攻击通过精心设计的输入利用机器学习模型中的漏洞。",adversarial,"Los ataques adversariales explotan vulnerabilidades en los modelos de aprendizaje automático mediante entradas diseñadas.",đối kháng,"Tấn công đối kháng khai thác lỗ hổng trong mô hình học máy thông qua đầu vào được tạo thủ công.",เชิงปฏิปักษ์,"การโจมตีเชิงปฏิปักษ์ใช้ประโยชน์จากช่องโหว่ในโมเดลการเรียนรู้ของเครื่องผ่านอินพุตที่สร้างขึ้น",adversarial,"Serangan adversarial mengeksploitasi kerentanan dalam model pembelajaran mesin melalui input yang dirancang."
interoperability,"Interoperability standards ensure different AI systems can communicate and share data seamlessly.",상호운용성,"상호운용성 표준은 서로 다른 AI 시스템이 원활하게 통신하고 데이터를 공유할 수 있도록 보장한다.",相互運用性,"相互運用性の標準は異なるAIシステムがシームレスに通信しデータを共有できることを保証する。",互操作性,"互操作性标准确保不同AI系统能够无缝通信和共享数据。",interoperabilidad,"Los estándares de interoperabilidad aseguran que diferentes sistemas de IA puedan comunicarse y compartir datos sin problemas.",khả năng tương tác,"Tiêu chuẩn khả năng tương tác đảm bảo các hệ thống AI khác nhau có thể giao tiếp và chia sẻ dữ liệu liền mạch.",การทำงานร่วมกัน,"มาตรฐานการทำงานร่วมกันช่วยให้ระบบ AI ต่างๆ สามารถสื่อสารและแบ่งปันข้อมูลได้อย่างราบรื่น",interoperabilitas,"Standar interoperabilitas memastikan sistem AI yang berbeda dapat berkomunikasi dan berbagi data dengan mulus."
benevolence,"The principle of benevolence requires AI systems to prioritize human welfare above efficiency.",선행,"선행의 원칙은 AI 시스템이 효율성보다 인간의 복지를 우선시할 것을 요구한다.",善行,"善行の原則はAIシステムが効率性より人間の福祉を優先することを求める。",仁善,"仁善原则要求AI系统将人类福祉置于效率之上。",benevolencia,"El principio de benevolencia requiere que los sistemas de IA prioricen el bienestar humano sobre la eficiencia.",nhân từ,"Nguyên tắc nhân từ yêu cầu hệ thống AI ưu tiên phúc lợi con người hơn hiệu quả.",ความเมตตากรุณา,"หลักความเมตตากรุณากำหนดให้ระบบ AI ให้ความสำคัญกับสวัสดิภาพของมนุษย์เหนือประสิทธิภาพ",kebajikan,"Prinsip kebajikan mengharuskan sistem AI memprioritaskan kesejahteraan manusia di atas efisiensi."
nonmaleficence,"Nonmaleficence in AI ethics demands that systems should not cause harm to individuals or society.",비악행,"AI 윤리에서 비악행 원칙은 시스템이 개인이나 사회에 해를 끼치지 않아야 한다고 요구한다.",無危害,"AIの倫理における無危害の原則はシステムが個人や社会に害を及ぼしてはならないと要求する。",不伤害,"AI伦理中的不伤害原则要求系统不应对个人或社会造成伤害。",no maleficencia,"La no maleficencia en la ética de IA exige que los sistemas no causen daño a individuos o la sociedad.",không gây hại,"Không gây hại trong đạo đức AI yêu cầu hệ thống không gây thiệt hại cho cá nhân hay xã hội.",การไม่ทำอันตราย,"การไม่ทำอันตรายในจริยธรรม AI กำหนดว่าระบบไม่ควรก่อให้เกิดอันตรายต่อบุคคลหรือสังคม",nonmalefisensi,"Nonmalefisensi dalam etika AI menuntut bahwa sistem tidak boleh menyebabkan kerugian pada individu atau masyarakat."
nudge,"A well-designed nudge can steer people toward healthier food choices without restricting options.",넛지,"잘 설계된 넛지는 선택을 제한하지 않으면서 사람들을 더 건강한 식품 선택으로 유도할 수 있다.",ナッジ,"巧みに設計されたナッジは選択肢を制限せずに人々をより健康的な食品選択へ導くことができる。",助推,"精心设计的助推可以在不限制选择的情况下引导人们做出更健康的食物选择。",empujón,"Un empujón bien diseñado puede dirigir a las personas hacia opciones alimentarias más saludables sin restringir opciones.",cú hích,"Một cú hích được thiết kế tốt có thể hướng mọi người đến lựa chọn thực phẩm lành mạnh hơn mà không hạn chế lựa chọn.",การสะกิด,"การสะกิดที่ออกแบบมาอย่างดีสามารถชี้นำผู้คนไปสู่ทางเลือกอาหารที่ดีต่อสุขภาพโดยไม่จำกัดตัวเลือก",nudge,"Nudge yang dirancang dengan baik dapat mengarahkan orang ke pilihan makanan yang lebih sehat tanpa membatasi pilihan."
anchoring,"Anchoring bias causes shoppers to perceive discounted prices as bargains relative to the original tag.",앵커링,"앵커링 편향은 소비자가 할인 가격을 원래 가격 대비 할인으로 인식하게 만든다.",アンカリング,"アンカリングバイアスは買い物客に割引価格を元の値札に対するお買い得と認識させる。",锚定,"锚定偏差使购物者将折扣价格视为相对于原价的便宜货。",anclaje,"El sesgo de anclaje hace que los compradores perciban los precios con descuento como ofertas en relación con la etiqueta original.",neo giá,"Thiên kiến neo giá khiến người mua cảm nhận giá giảm là hời so với giá gốc.",การยึดเหนี่ยว,"อคติการยึดเหนี่ยวทำให้ผู้ซื้อรับรู้ว่าราคาลดเป็นข้อเสนอที่ดีเมื่อเทียบกับป้ายราคาเดิม",anchoring,"Bias anchoring menyebabkan pembeli menganggap harga diskon sebagai tawar-menawar relatif terhadap harga asli."
endowment,"The endowment effect explains why people overvalue items simply because they own them.",보유 효과,"보유 효과는 사람들이 단지 소유하고 있다는 이유만으로 물건을 과대평가하는 이유를 설명한다.",保有効果,"保有効果は人々が所有しているという理由だけで物を過大評価する理由を説明する。",禀赋效应,"禀赋效应解释了为什么人们仅仅因为拥有某物就高估其价值。",efecto dotación,"El efecto dotación explica por qué las personas sobrevaloran los artículos simplemente porque los poseen.",hiệu ứng sở hữu,"Hiệu ứng sở hữu giải thích tại sao mọi người đánh giá quá cao vật phẩm chỉ vì họ sở hữu chúng.",ผลของการครอบครอง,"ผลของการครอบครองอธิบายว่าทำไมผู้คนจึงให้คุณค่าสิ่งของมากเกินไปเพียงเพราะเป็นเจ้าของ",efek endowmen,"Efek endowmen menjelaskan mengapa orang menilai berlebihan barang hanya karena mereka memilikinya."
framing,"Framing a medical procedure's success rate as ninety percent sounds far better than a ten percent failure rate.",프레이밍,"의료 시술의 성공률을 90%로 프레이밍하면 10% 실패율보다 훨씬 좋게 들린다.",フレーミング,"医療処置の成功率を90%とフレーミングすることは10%の失敗率よりはるかに良く聞こえる。",框架效应,"将医疗手术的成功率框定为百分之九十听起来比百分之十的失败率好得多。",encuadre,"Enmarcar la tasa de éxito de un procedimiento médico como el noventa por ciento suena mucho mejor que una tasa de fracaso del diez por ciento.",đóng khung,"Đóng khung tỷ lệ thành công của thủ thuật y tế là chín mươi phần trăm nghe tốt hơn nhiều so với tỷ lệ thất bại mười phần trăm.",การจัดกรอบ,"การจัดกรอบอัตราความสำเร็จของการรักษาที่เก้าสิบเปอร์เซ็นต์ฟังดูดีกว่าอัตราความล้มเหลวสิบเปอร์เซ็นต์มาก",framing,"Membingkai tingkat keberhasilan prosedur medis sebagai sembilan puluh persen terdengar jauh lebih baik daripada tingkat kegagalan sepuluh persen."
sunk cost,"The sunk cost fallacy keeps investors pouring money into failing ventures.",매몰비용,"매몰비용 오류는 투자자들이 실패하는 사업에 계속 돈을 쏟아붓게 만든다.",サンクコスト,"サンクコストの誤謬は投資家に失敗した事業に資金を注ぎ続けさせる。",沉没成本,"沉没成本谬误使投资者继续向失败的企业投入资金。",costo hundido,"La falacia del costo hundido mantiene a los inversores invirtiendo dinero en empresas fallidas.",chi phí chìm,"Ngụy biện chi phí chìm khiến nhà đầu tư tiếp tục đổ tiền vào dự án thất bại.",ต้นทุนจม,"ความผิดพลาดของต้นทุนจมทำให้นักลงทุนเทเงินลงทุนต่อไปในกิจการที่ล้มเหลว",biaya hangus,"Kekeliruan biaya hangus membuat investor terus mengucurkan uang ke usaha yang gagal."
hyperbolic discounting,"Hyperbolic discounting explains why people prefer smaller immediate rewards over larger future payoffs.",쌍곡선 할인,"쌍곡선 할인은 사람들이 더 큰 미래 보상보다 작은 즉각적 보상을 선호하는 이유를 설명한다.",双曲割引,"双曲割引は人々がより大きな将来の報酬より小さな即時の報酬を好む理由を説明する。",双曲贴现,"双曲贴现解释了为什么人们偏好较小的即时回报而非较大的未来收益。",descuento hiperbólico,"El descuento hiperbólico explica por qué las personas prefieren recompensas inmediatas menores a ganancias futuras mayores.",chiết khấu hyperbolic,"Chiết khấu hyperbolic giải thích tại sao mọi người thích phần thưởng nhỏ ngay lập tức hơn lợi ích lớn trong tương lai.",การลดค่าแบบไฮเปอร์โบลิก,"การลดค่าแบบไฮเปอร์โบลิกอธิบายว่าทำไมผู้คนจึงชอบรางวัลเล็กที่ได้ทันทีมากกว่าผลตอบแทนใหญ่ในอนาคต",diskon hiperbolik,"Diskon hiperbolik menjelaskan mengapa orang lebih memilih imbalan langsung yang lebih kecil daripada hasil masa depan yang lebih besar."
prospect theory,"Prospect theory demonstrates that losses loom psychologically larger than equivalent gains.",전망이론,"전망이론은 손실이 심리적으로 동등한 이득보다 더 크게 다가온다는 것을 보여준다.",プロスペクト理論,"プロスペクト理論は損失が同等の利得より心理的に大きく見えることを実証する。",前景理论,"前景理论表明损失在心理上比等量收益显得更大。",teoría prospectiva,"La teoría prospectiva demuestra que las pérdidas pesan psicológicamente más que las ganancias equivalentes.",lý thuyết triển vọng,"Lý thuyết triển vọng chứng minh rằng mất mát về mặt tâm lý lớn hơn lợi ích tương đương.",ทฤษฎีคาดการณ์,"ทฤษฎีคาดการณ์แสดงให้เห็นว่าการสูญเสียมีน้ำหนักทางจิตวิทยามากกว่าผลได้ที่เทียบเท่า",teori prospek,"Teori prospek menunjukkan bahwa kerugian terasa secara psikologis lebih besar daripada keuntungan yang setara."
bounded rationality,"Bounded rationality recognizes that human decision-making is constrained by limited information and cognitive capacity.",제한된 합리성,"제한된 합리성은 인간의 의사결정이 제한된 정보와 인지 능력에 의해 제약받는다는 것을 인정한다.",限定合理性,"限定合理性は人間の意思決定が限られた情報と認知能力に制約されることを認識する。",有限理性,"有限理性认识到人类决策受到有限信息和认知能力的制约。",racionalidad limitada,"La racionalidad limitada reconoce que la toma de decisiones humana está restringida por información limitada y capacidad cognitiva.",tính hợp lý có giới hạn,"Tính hợp lý có giới hạn thừa nhận rằng việc ra quyết định bị ràng buộc bởi thông tin hạn chế và năng lực nhận thức.",เหตุผลจำกัด,"เหตุผลจำกัดยอมรับว่าการตัดสินใจของมนุษย์ถูกจำกัดด้วยข้อมูลและความสามารถทางปัญญาที่มีจำกัด",rasionalitas terbatas,"Rasionalitas terbatas mengakui bahwa pengambilan keputusan manusia dibatasi oleh informasi terbatas dan kapasitas kognitif."
default effect,"The default effect shows that people tend to stick with pre-selected options on forms and contracts.",기본값 효과,"기본값 효과는 사람들이 양식과 계약서에서 미리 선택된 옵션을 유지하는 경향이 있음을 보여준다.",デフォルト効果,"デフォルト効果は人々がフォームや契約で事前選択されたオプションに固執する傾向があることを示す。",默认效应,"默认效应表明人们倾向于坚持表单和合同中预先选定的选项。",efecto predeterminado,"El efecto predeterminado muestra que las personas tienden a quedarse con las opciones preseleccionadas en formularios y contratos.",hiệu ứng mặc định,"Hiệu ứng mặc định cho thấy mọi người có xu hướng giữ nguyên các tùy chọn được chọn sẵn trên biểu mẫu và hợp đồng.",ผลของค่าเริ่มต้น,"ผลของค่าเริ่มต้นแสดงว่าผู้คนมีแนวโน้มที่จะยึดตามตัวเลือกที่เลือกไว้ล่วงหน้าในแบบฟอร์มและสัญญา",efek default,"Efek default menunjukkan bahwa orang cenderung bertahan dengan opsi yang sudah dipilih sebelumnya pada formulir dan kontrak."
loss aversion,"Loss aversion makes people twice as sensitive to potential losses as to equivalent gains.",손실 회피,"손실 회피는 사람들이 잠재적 손실에 동등한 이득보다 두 배 민감하게 만든다.",損失回避,"損失回避は人々を潜在的な損失に同等の利得の2倍敏感にさせる。",损失厌恶,"损失厌恶使人们对潜在损失的敏感度是等量收益的两倍。",aversión a la pérdida,"La aversión a la pérdida hace que las personas sean dos veces más sensibles a las pérdidas potenciales que a las ganancias equivalentes.",ác cảm mất mát,"Ác cảm mất mát khiến mọi người nhạy cảm gấp đôi với tổn thất tiềm năng so với lợi ích tương đương.",การหลีกเลี่ยงการสูญเสีย,"การหลีกเลี่ยงการสูญเสียทำให้ผู้คนไวต่อการสูญเสียที่อาจเกิดขึ้นมากกว่าผลได้ที่เทียบเท่าถึงสองเท่า",aversi kerugian,"Aversi kerugian membuat orang dua kali lebih sensitif terhadap potensi kerugian dibandingkan keuntungan yang setara."
status quo bias,"Status quo bias explains voter resistance to policy reforms even when evidence supports change.",현상유지 편향,"현상유지 편향은 증거가 변화를 지지할 때에도 정책 개혁에 대한 유권자 저항을 설명한다.",現状維持バイアス,"現状維持バイアスは証拠が変化を支持する場合でも政策改革への有権者の抵抗を説明する。",现状偏差,"现状偏差解释了即使证据支持变革，选民仍然抵制政策改革的原因。",sesgo del statu quo,"El sesgo del statu quo explica la resistencia de los votantes a las reformas políticas incluso cuando la evidencia apoya el cambio.",thiên kiến nguyên trạng,"Thiên kiến nguyên trạng giải thích sự kháng cự của cử tri đối với cải cách chính sách ngay cả khi bằng chứng ủng hộ thay đổi.",อคติสถานะเดิม,"อคติสถานะเดิมอธิบายการต่อต้านการปฏิรูปนโยบายของผู้มีสิทธิ์เลือกตั้งแม้หลักฐานจะสนับสนุนการเปลี่ยนแปลง",bias status quo,"Bias status quo menjelaskan resistensi pemilih terhadap reformasi kebijakan bahkan ketika bukti mendukung perubahan."
mental accounting,"Mental accounting leads people to treat money differently depending on its source or intended use.",심적 회계,"심적 회계는 사람들이 돈의 출처나 의도된 용도에 따라 돈을 다르게 취급하게 만든다.",メンタルアカウンティング,"メンタルアカウンティングは人々にお金をその出所や意図する用途に応じて異なる扱いをさせる。",心理账户,"心理账户导致人们根据钱的来源或预期用途而不同对待。",contabilidad mental,"La contabilidad mental lleva a las personas a tratar el dinero de manera diferente según su origen o uso previsto.",kế toán tâm lý,"Kế toán tâm lý khiến mọi người đối xử với tiền khác nhau tùy thuộc vào nguồn gốc hoặc mục đích sử dụng.",การบัญชีทางจิต,"การบัญชีทางจิตทำให้ผู้คนปฏิบัติต่อเงินแตกต่างกันขึ้นอยู่กับแหล่งที่มาหรือวัตถุประสงค์การใช้",akuntansi mental,"Akuntansi mental membuat orang memperlakukan uang secara berbeda tergantung pada sumbernya atau tujuan penggunaannya."
overconfidence,"Overconfidence bias causes investors to underestimate market risks and overtrade.",과잉확신,"과잉확신 편향은 투자자가 시장 위험을 과소평가하고 과다 거래하게 만든다.",過信,"過信バイアスは投資家に市場リスクを過小評価させ過剰取引をさせる。",过度自信,"过度自信偏差导致投资者低估市场风险并过度交易。",exceso de confianza,"El sesgo de exceso de confianza hace que los inversores subestimen los riesgos del mercado y negocien en exceso.",quá tự tin,"Thiên kiến quá tự tin khiến nhà đầu tư đánh giá thấp rủi ro thị trường và giao dịch quá mức.",ความมั่นใจเกินไป,"อคติความมั่นใจเกินไปทำให้นักลงทุนประเมินความเสี่ยงตลาดต่ำเกินไปและซื้อขายมากเกินไป",kepercayaan berlebihan,"Bias kepercayaan berlebihan menyebabkan investor meremehkan risiko pasar dan melakukan perdagangan berlebihan."
satisficing,"Satisficing describes choosing the first adequate option rather than exhaustively searching for the optimal one.",만족화,"만족화는 최적의 것을 철저히 탐색하기보다 첫 번째 적절한 옵션을 선택하는 것을 설명한다.",サティスファイシング,"サティスファイシングは最適なものを徹底的に探すのではなく最初の適切な選択肢を選ぶことを説明する。",满意化,"满意化描述的是选择第一个足够好的选项而非穷尽搜索最优选项。",satisfacción suficiente,"La satisfacción suficiente describe elegir la primera opción adecuada en lugar de buscar exhaustivamente la óptima.",chọn đủ tốt,"Chọn đủ tốt mô tả việc chọn phương án phù hợp đầu tiên thay vì tìm kiếm triệt để phương án tối ưu.",การตอบสนองแบบพอเพียง,"การตอบสนองแบบพอเพียงอธิบายการเลือกตัวเลือกที่เพียงพอตัวแรกแทนที่จะค้นหาตัวเลือกที่ดีที่สุดอย่างถี่ถ้วน",satisficing,"Satisficing menggambarkan memilih opsi memadai pertama daripada mencari secara mendalam opsi optimal."
paternalism,"Libertarian paternalism justifies nudges that guide choices while preserving individual freedom.",온정주의,"자유주의적 온정주의는 개인의 자유를 보존하면서 선택을 유도하는 넛지를 정당화한다.",パターナリズム,"リバタリアン・パターナリズムは個人の自由を保持しつつ選択を導くナッジを正当化する。",家长主义,"自由意志家长主义为引导选择同时保留个人自由的助推提供了正当理由。",paternalismo,"El paternalismo libertario justifica los empujones que guían las elecciones mientras preservan la libertad individual.",chủ nghĩa gia trưởng,"Chủ nghĩa gia trưởng tự do biện minh cho các cú hích hướng dẫn lựa chọn trong khi bảo tồn tự do cá nhân.",ลัทธิปกครองดูแล,"ลัทธิปกครองดูแลแบบเสรีนิยมให้ความชอบธรรมกับการสะกิดที่ชี้นำทางเลือกพร้อมรักษาเสรีภาพส่วนบุคคล",paternalisme,"Paternalisme libertarian membenarkan nudge yang memandu pilihan sambil mempertahankan kebebasan individu."
scarcity,"Scarcity marketing creates urgency by emphasizing limited availability of products.",희소성,"희소성 마케팅은 제품의 제한된 가용성을 강조하여 긴급감을 조성한다.",希少性,"希少性マーケティングは製品の限られた在庫を強調して緊急感を創出する。",稀缺性,"稀缺性营销通过强调产品的有限供应来制造紧迫感。",escasez,"El marketing de escasez crea urgencia al enfatizar la disponibilidad limitada de productos.",khan hiếm,"Marketing khan hiếm tạo sự cấp bách bằng cách nhấn mạnh tính sẵn có hạn chế của sản phẩm.",ความขาดแคลน,"การตลาดแบบขาดแคลนสร้างความเร่งด่วนโดยเน้นความพร้อมใช้งานที่จำกัดของสินค้า",kelangkaan,"Pemasaran kelangkaan menciptakan urgensi dengan menekankan ketersediaan produk yang terbatas."
salience,"Salience bias leads people to focus on emotionally striking information over statistical evidence.",현저성,"현저성 편향은 사람들이 통계적 증거보다 감정적으로 눈에 띄는 정보에 집중하게 만든다.",顕著性,"顕著性バイアスは人々を統計的証拠より感情的に目立つ情報に集中させる。",显著性,"显著性偏差导致人们关注情感上引人注目的信息而非统计证据。",prominencia,"El sesgo de prominencia lleva a las personas a enfocarse en información emocionalmente llamativa sobre la evidencia estadística.",tính nổi bật,"Thiên kiến tính nổi bật khiến mọi người tập trung vào thông tin gây ấn tượng cảm xúc hơn bằng chứng thống kê.",ความโดดเด่น,"อคติความโดดเด่นทำให้ผู้คนมุ่งเน้นข้อมูลที่กระทบอารมณ์มากกว่าหลักฐานทางสถิติ",saliensi,"Bias saliensi membuat orang fokus pada informasi yang secara emosional mencolok daripada bukti statistik."
choice architecture,"Choice architecture arranges options to influence decisions while maintaining freedom of selection.",선택 설계,"선택 설계는 선택의 자유를 유지하면서 결정에 영향을 미치도록 옵션을 배열한다.",選択アーキテクチャ,"選択アーキテクチャは選択の自由を維持しながら意思決定に影響を与えるようにオプションを配置する。",选择架构,"选择架构在保持选择自由的同时安排选项以影响决策。",arquitectura de elección,"La arquitectura de elección organiza las opciones para influir en las decisiones manteniendo la libertad de selección.",kiến trúc lựa chọn,"Kiến trúc lựa chọn sắp xếp các phương án để ảnh hưởng đến quyết định trong khi duy trì quyền tự do lựa chọn.",สถาปัตยกรรมทางเลือก,"สถาปัตยกรรมทางเลือกจัดเรียงตัวเลือกเพื่อมีอิทธิพลต่อการตัดสินใจพร้อมรักษาเสรีภาพในการเลือก",arsitektur pilihan,"Arsitektur pilihan mengatur opsi untuk mempengaruhi keputusan sambil mempertahankan kebebasan memilih."
progenitor,"DNA analysis confirmed the medieval nobleman as the progenitor of the entire royal lineage.",시조,"DNA 분석은 그 중세 귀족이 전체 왕실 혈통의 시조임을 확인했다.",始祖,"DNA分析は中世の貴族がその王室血統全体の始祖であることを確認した。",始祖,"DNA分析证实该中世纪贵族是整个皇室血统的始祖。",progenitor,"El análisis de ADN confirmó al noble medieval como el progenitor de todo el linaje real.",tổ tiên,"Phân tích DNA xác nhận quý tộc thời trung cổ là tổ tiên của toàn bộ dòng dõi hoàng gia.",บรรพบุรุษ,"การวิเคราะห์ DNA ยืนยันว่าขุนนางยุคกลางเป็นบรรพบุรุษของสายเลือดราชวงศ์ทั้งหมด",nenek moyang,"Analisis DNA mengkonfirmasi bangsawan abad pertengahan sebagai nenek moyang dari seluruh garis keturunan kerajaan."
patrilineal,"Most European aristocratic families followed patrilineal succession for titles and estates.",부계,"대부분의 유럽 귀족 가문은 작위와 영지에 대해 부계 승계를 따랐다.",父系,"ほとんどの欧州貴族家は爵位と領地に父系相続を踏襲した。",父系,"大多数欧洲贵族家庭遵循父系继承制度来传承头衔和庄园。",patrilineal,"La mayoría de las familias aristocráticas europeas seguían la sucesión patrilineal para títulos y propiedades.",phụ hệ,"Hầu hết gia đình quý tộc châu Âu theo chế độ kế thừa phụ hệ cho tước hiệu và tài sản.",สายพ่อ,"ครอบครัวขุนนางยุโรปส่วนใหญ่ปฏิบัติตามการสืบทอดสายพ่อสำหรับบรรดาศักดิ์และที่ดิน",patrilineal,"Sebagian besar keluarga aristokrat Eropa mengikuti suksesi patrilineal untuk gelar dan properti."
