ennui,"A profound ennui settled over the aristocrats who had exhausted every possible diversion.",권태,모든 가능한 오락을 소진한 귀족들에게 깊은 권태가 밀려왔다.,倦怠; 退屈,あらゆる娯楽を使い果たした貴族たちに深い倦怠感が漂った。,倦怠,一种深深的倦怠笼罩了那些耗尽一切消遣的贵族。,hastío; tedio,Un profundo hastío se apoderó de los aristócratas que habían agotado toda diversión posible.,sự chán chường,Một nỗi chán chường sâu sắc bao trùm những quý tộc đã cạn kiệt mọi thú tiêu khiển.,ความเบื่อหน่าย,ความเบื่อหน่ายอย่างลึกซึ้งปกคลุมเหล่าชนชั้นสูงที่หมดสิ้นความบันเทิงทุกอย่าง,kebosanan mendalam,Kebosanan mendalam menyelimuti para bangsawan yang telah menghabiskan setiap hiburan yang mungkin.
dialectics,"Hegelian dialectics posits that contradictions drive historical progress.",변증법,헤겔의 변증법은 모순이 역사적 진보를 이끈다고 주장한다.,弁証法,ヘーゲル弁証法は矛盾が歴史的進歩を推進すると主張する。,辩证法,黑格尔辩证法认为矛盾推动历史进步。,dialéctica,La dialéctica hegeliana postula que las contradicciones impulsan el progreso histórico.,phép biện chứng,Phép biện chứng Hegel cho rằng mâu thuẫn thúc đẩy tiến bộ lịch sử.,วิภาษวิธี,วิภาษวิธีของเฮเกิลตั้งสมมติฐานว่าความขัดแย้งขับเคลื่อนความก้าวหน้าทางประวัติศาสตร์,dialektika,Dialektika Hegelian menyatakan bahwa kontradiksi mendorong kemajuan sejarah.
neoliberalism,"Neoliberalism advocates for deregulation and free-market capitalism.",신자유주의,신자유주의는 규제 완화와 자유시장 자본주의를 옹호한다.,新自由主義,新自由主義は規制緩和と自由市場資本主義を提唱する。,新自由主义,新自由主义倡导放松管制和自由市场资本主义。,neoliberalismo,El neoliberalismo aboga por la desregulación y el capitalismo de libre mercado.,chủ nghĩa tân tự do,Chủ nghĩa tân tự do ủng hộ phi điều tiết và chủ nghĩa tư bản thị trường tự do.,เสรีนิยมใหม่,เสรีนิยมใหม่สนับสนุนการยกเลิกกฎระเบียบและทุนนิยมตลาดเสรี,neoliberalisme,Neoliberalisme mengadvokasi deregulasi dan kapitalisme pasar bebas.
intersubjectivity,"Intersubjectivity allows individuals to share meanings within a community.",상호주관성,상호주관성은 공동체 내에서 개인들이 의미를 공유할 수 있게 한다.,間主観性,間主観性は共同体内で個人が意味を共有することを可能にする。,主体间性,主体间性使个体能够在社区内共享意义。,intersubjetividad,La intersubjetividad permite a los individuos compartir significados dentro de una comunidad.,liên chủ thể,Tính liên chủ thể cho phép các cá nhân chia sẻ ý nghĩa trong cộng đồng.,อัตวิสัยร่วม,อัตวิสัยร่วมช่วยให้บุคคลแบ่งปันความหมายภายในชุมชน,intersubjektivitas,Intersubjektivitas memungkinkan individu berbagi makna dalam sebuah komunitas.
liquidity trap,"In a liquidity trap conventional monetary policy becomes ineffective.",유동성 함정,유동성 함정에서는 전통적인 통화 정책이 무력해진다.,流動性の罠,流動性の罠では従来の金融政策が無効になる。,流动性陷阱,在流动性陷阱中传统货币政策变得无效。,trampa de liquidez,En una trampa de liquidez la política monetaria convencional se vuelve ineficaz.,bẫy thanh khoản,Trong bẫy thanh khoản chính sách tiền tệ thông thường trở nên không hiệu quả.,กับดักสภาพคล่อง,ในกับดักสภาพคล่องนโยบายการเงินแบบดั้งเดิมจะไม่มีประสิทธิภาพ,jebakan likuiditas,Dalam jebakan likuiditas kebijakan moneter konvensional menjadi tidak efektif.
semiotics,"Semiotics examines how signs and symbols generate meaning in cultural contexts.",기호학,기호학은 기호와 상징이 문화적 맥락에서 어떻게 의미를 생성하는지 탐구한다.,記号学,記号学は文化的文脈において記号やシンボルがどのように意味を生成するかを考察する。,符号学,符号学研究符号和象征如何在文化语境中产生意义。,semiótica,La semiótica examina cómo los signos y símbolos generan significado en contextos culturales.,ký hiệu học,Ký hiệu học nghiên cứu cách các ký hiệu và biểu tượng tạo ra ý nghĩa trong bối cảnh văn hóa.,สัญศาสตร์,สัญศาสตร์ศึกษาว่าสัญลักษณ์สร้างความหมายในบริบททางวัฒนธรรมอย่างไร,semiotika,Semiotika mengkaji bagaimana tanda dan simbol menghasilkan makna dalam konteks budaya.
panopticism,"Foucault's concept of panopticism describes how surveillance disciplines society.",판옵티시즘,푸코의 판옵티시즘 개념은 감시가 어떻게 사회를 규율하는지를 설명한다.,パノプティシズム,フーコーのパノプティシズムの概念は監視がいかに社会を規律化するかを描写する。,全景敞视主义,福柯的全景敞视主义概念描述了监视如何规训社会。,panopticismo,El concepto de panopticismo de Foucault describe cómo la vigilancia disciplina a la sociedad.,thuyết toàn thị,Khái niệm thuyết toàn thị của Foucault mô tả cách giám sát kỷ luật xã hội.,แนวคิดการจับตามอง,แนวคิดการจับตามองของฟูโกต์อธิบายว่าการเฝ้าระวังสร้างวินัยให้สังคมอย่างไร,panoptisisme,Konsep panoptisisme Foucault menggambarkan bagaimana pengawasan mendisiplinkan masyarakat.
heterodox,"Heterodox economists challenge the assumptions of mainstream economic theory.",비주류의,비주류 경제학자들은 주류 경제 이론의 가정에 도전한다.,異端の,異端派の経済学者は主流経済理論の前提に挑戦する。,非正统的,非正统经济学家挑战主流经济理论的假设。,heterodoxo,Los economistas heterodoxos cuestionan los supuestos de la teoría económica convencional.,phi chính thống,Các nhà kinh tế phi chính thống thách thức các giả định của lý thuyết kinh tế chính thống.,นอกกรอบ,นักเศรษฐศาสตร์นอกกรอบท้าทายสมมติฐานของทฤษฎีเศรษฐศาสตร์กระแสหลัก,heterodoks,Ekonom heterodoks menantang asumsi teori ekonomi arus utama.
praxis,"Revolutionary praxis unites theoretical knowledge with political action.",실천,혁명적 실천은 이론적 지식과 정치적 행동을 결합한다.,実践,革命的実践は理論的知識と政治的行動を統合する。,实践,革命实践将理论知识与政治行动结合起来。,praxis,La praxis revolucionaria une el conocimiento teórico con la acción política.,thực hành,Thực hành cách mạng kết hợp tri thức lý thuyết với hành động chính trị.,การปฏิบัติ,การปฏิบัติเชิงปฏิวัติรวมความรู้ทางทฤษฎีเข้ากับการกระทำทางการเมือง,praksis,Praksis revolusioner menyatukan pengetahuan teoretis dengan tindakan politik.
discursive,"Discursive practices shape what counts as legitimate knowledge in a society.",담론적,담론적 실천은 사회에서 무엇이 정당한 지식으로 인정되는지를 형성한다.,言説的,言説的実践は社会において何が正当な知識とみなされるかを形成する。,话语的,话语实践塑造了社会中什么算作合法知识。,discursivo,Las prácticas discursivas moldean lo que cuenta como conocimiento legítimo en una sociedad.,diễn ngôn,Các thực hành diễn ngôn định hình những gì được coi là tri thức hợp pháp trong xã hội.,วาทกรรม,แนวปฏิบัติทางวาทกรรมกำหนดสิ่งที่ถือว่าเป็นความรู้ที่ชอบธรรมในสังคม,diskursif,Praktik diskursif membentuk apa yang dianggap sebagai pengetahuan yang sah dalam masyarakat.
autarky,"North Korea's pursuit of autarky has isolated its economy from global trade.",자급자족 경제,북한의 자급자족 경제 추구는 세계 무역으로부터 경제를 고립시켰다.,自給自足,北朝鮮の自給自足の追求は世界貿易から経済を孤立させた。,自给自足,朝鲜追求自给自足使其经济与全球贸易隔绝。,autarquía,La búsqueda de autarquía de Corea del Norte ha aislado su economía del comercio global.,tự cung tự cấp,Việc Triều Tiên theo đuổi tự cung tự cấp đã cô lập nền kinh tế khỏi thương mại toàn cầu.,เศรษฐกิจพึ่งตนเอง,การแสวงหาเศรษฐกิจพึ่งตนเองของเกาหลีเหนือได้แยกเศรษฐกิจออกจากการค้าโลก,autarki,Pengejaran autarki Korea Utara telah mengisolasi ekonominya dari perdagangan global.
asymmetric information,"Asymmetric information between buyers and sellers leads to market failures.",정보 비대칭,구매자와 판매자 사이의 정보 비대칭은 시장 실패로 이어진다.,情報の非対称性,買い手と売り手の間の情報の非対称性は市場の失敗につながる。,信息不对称,买卖双方之间的信息不对称导致市场失灵。,información asimétrica,La información asimétrica entre compradores y vendedores conduce a fallos del mercado.,thông tin bất đối xứng,Thông tin bất đối xứng giữa người mua và người bán dẫn đến thất bại thị trường.,ข้อมูลอสมมาตร,ข้อมูลอสมมาตรระหว่างผู้ซื้อและผู้ขายนำไปสู่ความล้มเหลวของตลาด,informasi asimetris,Informasi asimetris antara pembeli dan penjual menyebabkan kegagalan pasar.
aggregate demand,"A decline in aggregate demand triggers recessionary pressures.",총수요,총수요의 감소는 경기 침체 압력을 촉발한다.,総需要,総需要の減少は景気後退圧力を引き起こす。,总需求,总需求下降引发衰退压力。,demanda agregada,Una caída en la demanda agregada desencadena presiones recesivas.,tổng cầu,Sự sụt giảm tổng cầu gây ra áp lực suy thoái.,อุปสงค์รวม,การลดลงของอุปสงค์รวมกระตุ้นแรงกดดันด้านเศรษฐกิจถดถอย,permintaan agregat,Penurunan permintaan agregat memicu tekanan resesi.
poststructuralism,"Poststructuralism rejects the notion of fixed meanings in language.",후기구조주의,후기구조주의는 언어에서 고정된 의미의 개념을 거부한다.,ポスト構造主義,ポスト構造主義は言語における固定的意味の概念を拒否する。,后结构主义,后结构主义拒绝语言中固定意义的概念。,posestructuralismo,El posestructuralismo rechaza la noción de significados fijos en el lenguaje.,hậu cấu trúc,Hậu cấu trúc bác bỏ quan niệm về ý nghĩa cố định trong ngôn ngữ.,หลังโครงสร้างนิยม,หลังโครงสร้างนิยมปฏิเสธแนวคิดเรื่องความหมายตายตัวในภาษา,pascastrukturalisme,Pascastrukturalisme menolak gagasan makna tetap dalam bahasa.
endogenous,"Endogenous growth theory emphasizes innovation as an internal driver of economic expansion.",내생적,내생적 성장 이론은 혁신을 경제 성장의 내부 동력으로 강조한다.,内生的,内生的成長理論はイノベーションを経済拡大の内的推進力として重視する。,内生的,内生增长理论强调创新作为经济扩张的内部驱动力。,endógeno,La teoría del crecimiento endógeno enfatiza la innovación como motor interno de la expansión económica.,nội sinh,Lý thuyết tăng trưởng nội sinh nhấn mạnh đổi mới là động lực nội tại của mở rộng kinh tế.,ภายใน,ทฤษฎีการเติบโตภายในเน้นนวัตกรรมเป็นตัวขับเคลื่อนภายในของการขยายตัวทางเศรษฐกิจ,endogen,Teori pertumbuhan endogen menekankan inovasi sebagai penggerak internal ekspansi ekonomi.
reification,"Reification treats abstract social relations as if they were concrete things.",물화,물화는 추상적인 사회 관계를 마치 구체적인 사물인 것처럼 취급한다.,物象化,物象化は抽象的な社会関係をあたかも具体的な事物であるかのように扱う。,物化,物化将抽象的社会关系视为具体事物。,reificación,La reificación trata las relaciones sociales abstractas como si fueran cosas concretas.,vật hóa,Vật hóa đối xử các quan hệ xã hội trừu tượng như thể chúng là những thứ cụ thể.,การทำให้เป็นรูปธรรม,การทำให้เป็นรูปธรรมปฏิบัติต่อความสัมพันธ์ทางสังคมที่เป็นนามธรรมราวกับเป็นสิ่งที่จับต้องได้,reifikasi,Reifikasi memperlakukan hubungan sosial abstrak seolah-olah itu adalah hal yang konkret.
sovereign debt,"Sovereign debt crises can destabilize entire regional economies.",국가 채무,국가 채무 위기는 지역 경제 전체를 불안정하게 만들 수 있다.,国家債務,国家債務危機は地域経済全体を不安定にする可能性がある。,主权债务,主权债务危机可以破坏整个区域经济的稳定。,deuda soberana,Las crisis de deuda soberana pueden desestabilizar economías regionales enteras.,nợ công,Khủng hoảng nợ công có thể gây bất ổn cho toàn bộ nền kinh tế khu vực.,หนี้สาธารณะ,วิกฤตหนี้สาธารณะสามารถทำให้เศรษฐกิจทั้งภูมิภาคไม่มั่นคง,utang negara,Krisis utang negara dapat mendestabilisasi seluruh ekonomi regional.
logocentrism,"Derrida critiqued Western logocentrism and its privileging of speech over writing.",로고스중심주의,데리다는 서구의 로고스중심주의와 문자보다 음성을 특권화하는 것을 비판했다.,ロゴス中心主義,デリダは西洋のロゴス中心主義と書記よりも音声を特権化することを批判した。,逻各斯中心主义,德里达批判了西方逻各斯中心主义及其对言语优于书写的特权化。,logocentrismo,Derrida criticó el logocentrismo occidental y su privilegio del habla sobre la escritura.,chủ nghĩa logos trung tâm,Derrida phê phán chủ nghĩa logos trung tâm phương Tây và sự ưu tiên lời nói hơn chữ viết.,โลโกสเป็นศูนย์กลาง,แดร์ริดาวิจารณ์แนวคิดโลโกสเป็นศูนย์กลางของตะวันตกและการให้สิทธิพิเศษแก่การพูดเหนือการเขียน,logosentrisme,Derrida mengkritik logosentrisme Barat dan pengistimewaan tuturan di atas tulisan.
rentier state,"A rentier state derives most revenue from external rents rather than domestic taxation.",지대추구 국가,지대추구 국가는 국내 세금보다는 외부 지대에서 대부분의 수입을 얻는다.,レンティア国家,レンティア国家は国内課税よりも外部からのレントで大部分の歳入を得る。,食利国家,食利国家的大部分收入来自外部租金而非国内税收。,estado rentista,Un estado rentista obtiene la mayoría de sus ingresos de rentas externas en lugar de impuestos internos.,nhà nước thực lợi,Nhà nước thực lợi thu hầu hết nguồn thu từ tô lợi bên ngoài thay vì thuế nội địa.,รัฐผู้เก็บค่าเช่า,รัฐผู้เก็บค่าเช่าได้รายได้ส่วนใหญ่จากค่าเช่าภายนอกแทนที่จะเป็นภาษีในประเทศ,negara rentier,Negara rentier memperoleh sebagian besar pendapatan dari sewa eksternal daripada pajak domestik.
defamiliarization,"Defamiliarization in art forces audiences to perceive the ordinary in unfamiliar ways.",낯설게 하기,예술에서 낯설게 하기는 관객이 일상적인 것을 낯선 방식으로 인식하도록 강제한다.,異化,芸術における異化は観客に日常を見慣れない方法で知覚させる。,陌生化,艺术中的陌生化迫使观众以不熟悉的方式感知日常事物。,desfamiliarización,La desfamiliarización en el arte obliga al público a percibir lo ordinario de maneras inusuales.,lạ hóa,Lạ hóa trong nghệ thuật buộc khán giả nhận thức cái bình thường theo cách xa lạ.,การทำให้แปลกใหม่,การทำให้แปลกใหม่ในศิลปะบังคับให้ผู้ชมรับรู้สิ่งธรรมดาในแบบที่ไม่คุ้นเคย,defamiliarisasi,Defamiliarisasi dalam seni memaksa penonton mempersepsi yang biasa dengan cara yang tidak biasa.
multiplier effect,"The multiplier effect amplifies the impact of government spending on GDP.",승수 효과,승수 효과는 정부 지출이 GDP에 미치는 영향을 증폭시킨다.,乗数効果,乗数効果は政府支出がGDPに与える影響を増幅する。,乘数效应,乘数效应放大了政府支出对GDP的影响。,efecto multiplicador,El efecto multiplicador amplifica el impacto del gasto gubernamental en el PIB.,hiệu ứng nhân tử,Hiệu ứng nhân tử khuếch đại tác động của chi tiêu chính phủ lên GDP.,ผลทวีคูณ,ผลทวีคูณขยายผลกระทบของการใช้จ่ายภาครัฐต่อ GDP,efek pengganda,Efek pengganda memperbesar dampak pengeluaran pemerintah terhadap PDB.
alterity,"Levinas placed alterity at the center of ethical responsibility toward the other.",타자성,레비나스는 타자에 대한 윤리적 책임의 중심에 타자성을 놓았다.,他者性,レヴィナスは他者に対する倫理的責任の中心に他者性を据えた。,他者性,列维纳斯将他者性置于对他人伦理责任的中心。,alteridad,Levinas situó la alteridad en el centro de la responsabilidad ética hacia el otro.,tính tha,Levinas đặt tính tha vào trung tâm của trách nhiệm đạo đức đối với người khác.,ความเป็นอื่น,เลวินาสวางความเป็นอื่นไว้ที่ศูนย์กลางของความรับผิดชอบทางจริยธรรมต่อผู้อื่น,alteritas,Levinas menempatkan alteritas di pusat tanggung jawab etis terhadap yang lain.
bicameralism,"Bicameralism provides checks and balances through a two-chamber legislature.",양원제,양원제는 이원적 입법부를 통해 견제와 균형을 제공한다.,二院制,二院制は二つの議院を通じてチェック・アンド・バランスを提供する。,两院制,两院制通过两院立法机构提供制衡。,bicameralismo,El bicameralismo proporciona controles y equilibrios a través de una legislatura de dos cámaras.,lưỡng viện,Chế độ lưỡng viện cung cấp kiểm soát và cân bằng thông qua cơ quan lập pháp hai viện.,ระบบสองสภา,ระบบสองสภาให้การถ่วงดุลอำนาจผ่านสภานิติบัญญัติสองสภา,bikameralisme,Bikameralisme memberikan checks and balances melalui legislatif dua kamar.
simulacrum,"Baudrillard argued that modern society is dominated by simulacra detached from reality.",시뮬라크르,보드리야르는 현대 사회가 현실에서 분리된 시뮬라크르에 의해 지배된다고 주장했다.,シミュラクル,ボードリヤールは現代社会が現実から切り離されたシミュラクルに支配されていると主張した。,拟像,鲍德里亚认为现代社会被脱离现实的拟像所支配。,simulacro,Baudrillard argumentó que la sociedad moderna está dominada por simulacros desvinculados de la realidad.,giả tượng,Baudrillard lập luận rằng xã hội hiện đại bị thống trị bởi giả tượng tách rời thực tại.,สิ่งจำลอง,โบดริยาร์โต้แย้งว่าสังคมสมัยใหม่ถูกครอบงำโดยสิ่งจำลองที่แยกออกจากความจริง,simulakrum,Baudrillard berargumen bahwa masyarakat modern didominasi oleh simulakrum yang terlepas dari realitas.
comparative advantage,"Comparative advantage explains why nations benefit from specialization in trade.",비교 우위,비교 우위는 국가들이 무역에서 전문화를 통해 왜 이익을 얻는지를 설명한다.,比較優位,比較優位は国家が貿易における特化からなぜ利益を得るかを説明する。,比较优势,比较优势解释了为什么各国从贸易专业化中获益。,ventaja comparativa,La ventaja comparativa explica por qué las naciones se benefician de la especialización en el comercio.,lợi thế so sánh,Lợi thế so sánh giải thích tại sao các quốc gia hưởng lợi từ chuyên môn hóa trong thương mại.,ความได้เปรียบเชิงเปรียบเทียบ,ความได้เปรียบเชิงเปรียบเทียบอธิบายว่าทำไมชาติต่างๆ ได้ประโยชน์จากความเชี่ยวชาญในการค้า,keunggulan komparatif,Keunggulan komparatif menjelaskan mengapa negara-negara diuntungkan dari spesialisasi dalam perdagangan.
habitus,"Bourdieu's concept of habitus explains how social structures are internalized as dispositions.",아비투스,부르디외의 아비투스 개념은 사회 구조가 어떻게 성향으로 내면화되는지를 설명한다.,ハビトゥス,ブルデューのハビトゥス概念は社会構造がいかに性向として内面化されるかを説明する。,惯习,布迪厄的惯习概念解释了社会结构如何被内化为性情。,habitus,El concepto de habitus de Bourdieu explica cómo las estructuras sociales se internalizan como disposiciones.,quán tập,Khái niệm quán tập của Bourdieu giải thích cách các cấu trúc xã hội được nội tâm hóa thành khuynh hướng.,ฮาบิทัส,แนวคิดฮาบิทัสของบูร์ดิเยออธิบายว่าโครงสร้างทางสังคมถูกทำให้เป็นภายในเป็นนิสัยอย่างไร,habitus,Konsep habitus Bourdieu menjelaskan bagaimana struktur sosial diinternalisasi sebagai disposisi.
supply-side economics,"Supply-side economics advocates tax cuts to stimulate production and investment.",공급 측 경제학,공급 측 경제학은 생산과 투자를 촉진하기 위한 감세를 옹호한다.,サプライサイド経済学,サプライサイド経済学は生産と投資を刺激するための減税を提唱する。,供给侧经济学,供给侧经济学主张通过减税来刺激生产和投资。,economía de oferta,La economía de oferta aboga por recortes fiscales para estimular la producción y la inversión.,kinh tế học trọng cung,Kinh tế học trọng cung ủng hộ cắt giảm thuế để kích thích sản xuất và đầu tư.,เศรษฐศาสตร์ด้านอุปทาน,เศรษฐศาสตร์ด้านอุปทานสนับสนุนการลดภาษีเพื่อกระตุ้นการผลิตและการลงทุน,ekonomi sisi penawaran,Ekonomi sisi penawaran mengadvokasi pemotongan pajak untuk merangsang produksi dan investasi.
performativity,"Butler's theory of performativity argues that gender is constituted through repeated acts.",수행성,버틀러의 수행성 이론은 젠더가 반복된 행위를 통해 구성된다고 주장한다.,パフォーマティヴィティ,バトラーのパフォーマティヴィティ理論はジェンダーが反復的行為によって構成されると主張する。,操演性,巴特勒的操演性理论认为性别是通过重复行为构建的。,performatividad,La teoría de la performatividad de Butler argumenta que el género se constituye a través de actos repetidos.,tính kiến tạo,Lý thuyết tính kiến tạo của Butler cho rằng giới tính được cấu thành qua các hành vi lặp lại.,สภาพแสดง,ทฤษฎีสภาพแสดงของบัตเลอร์โต้แย้งว่าเพศถูกสร้างขึ้นผ่านการกระทำซ้ำ,performativitas,Teori performativitas Butler berargumen bahwa gender dikonstruksi melalui tindakan berulang.
fiscal multiplier,"The fiscal multiplier determines how much GDP changes per unit of government spending.",재정 승수,재정 승수는 정부 지출 단위당 GDP가 얼마나 변화하는지를 결정한다.,財政乗数,財政乗数は政府支出1単位あたりのGDP変化量を決定する。,财政乘数,财政乘数决定了每单位政府支出对GDP变化的影响。,multiplicador fiscal,El multiplicador fiscal determina cuánto cambia el PIB por unidad de gasto gubernamental.,hệ số nhân tài khóa,Hệ số nhân tài khóa xác định GDP thay đổi bao nhiêu trên mỗi đơn vị chi tiêu chính phủ.,ตัวทวีคูณทางการคลัง,ตัวทวีคูณทางการคลังกำหนดว่า GDP เปลี่ยนแปลงเท่าใดต่อหน่วยการใช้จ่ายภาครัฐ,pengganda fiskal,Pengganda fiskal menentukan seberapa besar PDB berubah per unit pengeluaran pemerintah.
kleptocracy,"The regime functioned as a kleptocracy where officials systematically looted public funds.",도둑 정치,그 정권은 관료들이 체계적으로 공적 자금을 약탈하는 도둑 정치로 기능했다.,クレプトクラシー,その政権は官僚が組織的に公的資金を略奪するクレプトクラシーとして機能した。,窃国体制,该政权作为一个窃国体制运作官员系统性地掠夺公共资金。,cleptocracia,El régimen funcionaba como una cleptocracia donde los funcionarios saqueaban sistemáticamente los fondos públicos.,chế độ đạo tặc,Chế độ hoạt động như một chế độ đạo tặc nơi quan chức cướp bóc có hệ thống quỹ công.,รัฐโจร,ระบอบทำหน้าที่เป็นรัฐโจรที่เจ้าหน้าที่ปล้นสะดมกองทุนสาธารณะอย่างเป็นระบบ,kleptokrasi,Rezim berfungsi sebagai kleptokrasi di mana pejabat secara sistematis menjarah dana publik.
structural violence,"Galtung defined structural violence as harm embedded in social institutions.",구조적 폭력,갈퉁은 구조적 폭력을 사회 제도에 내재된 해악으로 정의했다.,構造的暴力,ガルトゥングは構造的暴力を社会制度に埋め込まれた害と定義した。,结构性暴力,加尔通将结构性暴力定义为嵌入社会制度中的伤害。,violencia estructural,Galtung definió la violencia estructural como el daño incrustado en las instituciones sociales.,bạo lực cấu trúc,Galtung định nghĩa bạo lực cấu trúc là tổn hại gắn liền trong các thể chế xã hội.,ความรุนแรงเชิงโครงสร้าง,กัลตุงนิยามความรุนแรงเชิงโครงสร้างว่าเป็นอันตรายที่ฝังอยู่ในสถาบันทางสังคม,kekerasan struktural,Galtung mendefinisikan kekerasan struktural sebagai kerugian yang tertanam dalam institusi sosial.
sublime,"Burke distinguished the sublime from beauty by its capacity to evoke terror and awe.",숭고,버크는 숭고를 공포와 경외를 불러일으키는 능력으로 아름다움과 구별했다.,崇高,バークは崇高を恐怖と畏怖を喚起する能力によって美と区別した。,崇高,伯克通过唤起恐惧和敬畏的能力将崇高与美区分开来。,sublime,Burke distinguió lo sublime de la belleza por su capacidad de evocar terror y asombro.,cái cao cả,Burke phân biệt cái cao cả với cái đẹp bằng khả năng gợi lên sự kinh hoàng và kính sợ.,สิ่งอันสูงส่ง,เบิร์กแยกสิ่งอันสูงส่งออกจากความงามด้วยความสามารถในการกระตุ้นความหวาดกลัวและความเกรงขาม,keagungan,Burke membedakan keagungan dari keindahan berdasarkan kemampuannya membangkitkan teror dan kekaguman.
genealogy,"Foucault's genealogy traces how power relations shape systems of knowledge.",계보학,푸코의 계보학은 권력 관계가 지식 체계를 어떻게 형성하는지를 추적한다.,系譜学,フーコーの系譜学は権力関係がいかに知識体系を形成するかを追跡する。,谱系学,福柯的谱系学追溯权力关系如何塑造知识体系。,genealogía,La genealogía de Foucault rastrea cómo las relaciones de poder moldean los sistemas de conocimiento.,phả hệ học,Phả hệ học của Foucault truy tìm cách các quan hệ quyền lực định hình hệ thống tri thức.,วงศ์วิทยา,วงศ์วิทยาของฟูโกต์ติดตามว่าความสัมพันธ์เชิงอำนาจกำหนดระบบความรู้อย่างไร,genealogi,Genealogi Foucault menelusuri bagaimana relasi kekuasaan membentuk sistem pengetahuan.
devolution,"Devolution transferred significant legislative powers to regional parliaments.",권한 이양,권한 이양은 상당한 입법 권한을 지역 의회에 이전했다.,権限委譲,権限委譲は重要な立法権を地方議会に移譲した。,权力下放,权力下放将重要的立法权转移给了地区议会。,devolución,La devolución transfirió poderes legislativos significativos a los parlamentos regionales.,phân quyền,Phân quyền chuyển giao quyền lập pháp đáng kể cho các nghị viện khu vực.,การกระจายอำนาจ,การกระจายอำนาจโอนอำนาจนิติบัญญัติที่สำคัญไปยังรัฐสภาภูมิภาค,devolusi,Devolusi mentransfer kekuasaan legislatif yang signifikan ke parlemen regional.
Gini coefficient,"The Gini coefficient measures income inequality within a population.",지니 계수,지니 계수는 인구 내 소득 불평등을 측정한다.,ジニ係数,ジニ係数は人口内の所得不平等を測定する。,基尼系数,基尼系数衡量一个人口中的收入不平等。,coeficiente de Gini,El coeficiente de Gini mide la desigualdad de ingresos dentro de una población.,hệ số Gini,Hệ số Gini đo lường bất bình đẳng thu nhập trong một dân số.,สัมประสิทธิ์จีนี,สัมประสิทธิ์จีนีวัดความไม่เท่าเทียมกันของรายได้ภายในประชากร,koefisien Gini,Koefisien Gini mengukur ketidaksetaraan pendapatan dalam suatu populasi.
social capital,"Social capital facilitates cooperation through networks of trust and reciprocity.",사회적 자본,사회적 자본은 신뢰와 호혜의 네트워크를 통해 협력을 촉진한다.,社会関係資本,社会関係資本は信頼と互恵のネットワークを通じて協力を促進する。,社会资本,社会资本通过信任和互惠网络促进合作。,capital social,El capital social facilita la cooperación a través de redes de confianza y reciprocidad.,vốn xã hội,Vốn xã hội tạo điều kiện hợp tác thông qua các mạng lưới tin cậy và có đi có lại.,ทุนทางสังคม,ทุนทางสังคมอำนวยความร่วมมือผ่านเครือข่ายความไว้วางใจและการตอบแทน,modal sosial,Modal sosial memfasilitasi kerja sama melalui jaringan kepercayaan dan timbal balik.
rent-seeking,"Rent-seeking behavior diverts resources from productive activity to political lobbying.",지대추구,지대추구 행위는 생산적 활동에서 정치적 로비로 자원을 전용한다.,レントシーキング,レントシーキング行動は生産的活動から政治的ロビー活動へ資源を転用する。,寻租,寻租行为将资源从生产性活动转移到政治游说。,búsqueda de rentas,El comportamiento de búsqueda de rentas desvía recursos de la actividad productiva al cabildeo político.,tìm kiếm đặc lợi,Hành vi tìm kiếm đặc lợi chuyển hướng nguồn lực từ hoạt động sản xuất sang vận động chính trị.,การแสวงหาค่าเช่าทางเศรษฐกิจ,พฤติกรรมการแสวงหาค่าเช่าทางเศรษฐกิจเบี่ยงเบนทรัพยากรจากกิจกรรมที่มีผลิตภาพไปสู่การล็อบบี้ทางการเมือง,perburuan rente,Perilaku perburuan rente mengalihkan sumber daya dari aktivitas produktif ke lobi politik.
cosmopolitanism,"Cosmopolitanism envisions moral obligations extending beyond national boundaries.",세계시민주의,세계시민주의는 도덕적 의무가 국가 경계를 넘어 확장된다고 본다.,コスモポリタニズム,コスモポリタニズムは道徳的義務が国境を越えて広がることを構想する。,世界主义,世界主义设想道德义务超越国家边界。,cosmopolitismo,El cosmopolitismo imagina obligaciones morales que se extienden más allá de las fronteras nacionales.,chủ nghĩa thế giới,Chủ nghĩa thế giới hình dung nghĩa vụ đạo đức vượt ra ngoài biên giới quốc gia.,สากลนิยม,สากลนิยมจินตนาการพันธะทางศีลธรรมที่ขยายเกินขอบเขตของชาติ,kosmopolitanisme,Kosmopolitanisme membayangkan kewajiban moral yang melampaui batas-batas nasional.
philistinism,"Philistinism dismisses the value of intellectual and artistic pursuits.",속물주의,속물주의는 지적이고 예술적인 추구의 가치를 무시한다.,俗物根性,俗物根性は知的・芸術的追求の価値を否定する。,庸俗主义,庸俗主义否定知识和艺术追求的价值。,filisteísmo,El filisteísmo desestima el valor de las búsquedas intelectuales y artísticas.,tính thô tục,Tính thô tục bác bỏ giá trị của các hoạt động trí tuệ và nghệ thuật.,ความไม่รู้ค่าศิลปะ,ความไม่รู้ค่าศิลปะปฏิเสธคุณค่าของการแสวงหาทางปัญญาและศิลปะ,filisteisme,Filisteisme mengabaikan nilai pencarian intelektual dan artistik.
